run	total_reads	g__Acrocalymma	g__Alboefibula	g__Allium	g__Alternaria	g__Antrodiella	g__Arabidopsis	g__Arthrocatena	g__Aspergillus	g__Athelia	g__Aureobasidium	g__Auriporia	g__Basidiodendron	g__Bezerromyces	g__Blastobotrys	g__Brassica	g__Brevicellicium	g__Bullera	g__Butyrea	g__Calyptrozyma	g__Camptophora	g__Candida	g__Candolleomyces	g__Ceraceosorus	g__Ceratobasidiaceae_gen_Incertae_sedis	g__Cercozoa_gen_Incertae_sedis	g__Ceriporiopsis	g__Chaetasbolisia	g__Chlorococcum	g__Choanephora	g__Ciboria	g__Cladosporium	g__Clitopilus	g__Conidiobolus	g__Coniothyrium	g__Coprinellus	g__Coprinopsis	g__Coronicium	g__Cryptococcus	g__Cucurbita	g__Cucurbitaceae_gen_Incertae_sedis	g__Curvularia	g__Cutaneotrichosporon	g__Cystobasidiomycetes_gen_Incertae_sedis	g__Cystobasidium	g__Cystofilobasidium	g__Daucus	g__Debaryomyces	g__Debaryomycetaceae_gen_Incertae_sedis	g__Diaporthe	g__Didymella	g__Didymocyrtis	g__Dioszegia	g__Dysphania	g__Ectophoma	g__Efibulobasidium	g__Eichleriella	g__Eidernor	g__Elmerina	g__Elymus	g__Emericellopsis	g__Enterocarpus	g__Epicoccum	g__Eremothecium	g__Erythrobasidium	g__Exidia	g__Exobasidium	g__Exophiala	g__Filobasidium	g__Fomitopsis	g__Fusarium	g__Fuscoporia	g__Ganoderma	g__Gloeophyllum	g__Glycine	g__GS13_gen_Incertae_sedis	g__Gymnopus	g__Hannaella	g__Hansfordia	g__Hericiaceae_gen_Incertae_sedis	g__Holtermannia	g__Hormonema	g__Humicola	g__Hydrangea	g__Hyphoderma	g__Hyphodermataceae_gen_Incertae_sedis	g__Hyphodontia	g__Hypochnicium	g__Indigofera	g__Irpex	g__Irpicaceae_gen_Incertae_sedis	g__Jumillera	g__Kazachstania	g__Knufia	g__Kurtzmaniella	g__Lasiobolidium	g__Lasiobolus	g__Lentinula	g__Lentitheciaceae_gen_Incertae_sedis	g__Lenzites	g__Leptospora	g__Leucosporidium	g__Limtongozyma	g__Linnemannia	g__Lophiostoma	g__Malassezia	g__Maudiozyma	g__Meiorganum	g__Melampsora	g__Meyerozyma	g__Moesziomyces	g__Mortierella	g__Morus	g__Mrakia	g__Mucor	g__Mucronella	g__Musa	g__Mycoaciella	g__Myxarium	g__Naganishia	g__Neoascochyta	g__Neocucurbitaria	g__Neosetophoma	g__Neurospora	g__Nigrograna	g__Nigroporus	g__Nigrospora	g__Nothophoma	g__Odontoefibula	g__Oligophagozyma	g__Oliveonia	g__Omphalotaceae_gen_Incertae_sedis	g__Ophiognomonia	g__Ophiosphaerella	g__Panellus	g__Papiliotrema	g__Paraphoma	g__Parasarocladium	g__Penicillium	g__Peniophora	g__Peniophorella	g__Perenniporia	g__Periconia	g__Peziza	g__Phaeococcomyces	g__Phaeosphaeria	g__Phallus	g__Phanerochaete	g__Phlebia	g__Phlebiopsis	g__Physisporinus	g__Pichia	g__Plantago	g__Pleurotaceae_gen_Incertae_sedis	g__Pleurotus	g__Pluteus	g__Porostereum	g__Prunus	g__Pseudomicrostroma	g__Pseudopithomyces	g__Puccinia	g__Purpureodiscus	g__Pyxidiophora	g__Raphanus	g__Resinicium	g__Resupinatus	g__Retiarius	g__Rhizochaete	g__Rhizoctonia	g__Rhizopus	g__Rhodosporidiobolus	g__Rhodotorula	g__Rigidoporus	g__Russula	g__Saccharomyces	g__Sampaiozyma	g__Schizophyllum	g__Schwanniomyces	g__Scleroconidioma	g__Scopuloides	g__Septobasidium	g__Septoriella	g__Sertulicium	g__Sistotrema	g__Sistotremastrum	g__Skvortzovia	g__Solanum	g__Sporobolomyces	g__Stagonosporopsis	g__Starmera	g__Stemphylium	g__Stereaceae_gen_Incertae_sedis	g__Stereum	g__Streblotrichum	g__Strelitziana	g__Styphnolobium	g__Subulicystidium	g__Suillus	g__Symmetrospora	g__Tamamschjanella	g__Taphrina	g__Tausonia	g__Teichospora	g__Tilletia	g__Tilletiopsis	g__Torula	g__Toxicocladosporium	g__Trametes	g__Trechispora	g__Trichomerium	g__Trichomonascus	g__Trichosporon	g__Triticum	g__Tulasnella	g__Udeniomyces	g__Ustilaginales_gen_Incertae_sedis	g__Ustilaginoidea	g__Uwebraunia	g__Vishniacozyma	g__Waitea	g__Wallemia	g__Wickerhamomyces	g__Xenasmatella	g__Xenopyrenochaetopsis	g__Xeromyces	g__Xylodon	g__Zygoascus	g__Zygosaccharomyces	Unassigned
SRR11426363	2010	0	0	0	11	0	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	0	0	0	0	0	0	0	0	1643	0	0	13	0	0	16	0	0	32	0	0	0	0	32	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	18	6	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	12
SRR11426364	99416	0	0	421	157	0	396	0	1311	0	0	0	0	0	0	36	0	0	0	0	0	15104	0	0	0	233	0	0	0	0	0	992	0	0	0	0	0	0	377	0	0	351	3	0	0	77	3	81	843	0	0	0	19	0	0	0	0	0	0	101	0	236	91	0	0	0	6	0	0	0	834	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	1225	679	0	0	0	0	148	0	0	0	60700	0	0	0	0	0	100	15	47	1108	0	0	0	0	273	0	0	0	1291	45	0	180	0	0	549	0	0	0	0	0	0	0	0	288	199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3753	0	0	0	0	164	0	0	0	597	0	0	0	0	0	0	0	1594	0	0	373	0	0	0	0	0	0	108	0	0	0	0	0	68	533	0	0	0	0	78	0	0	0	0	0	0	0	686	0	0	0	0	191	0	0	0	0	0	65	0	0	0	93	0	9	0	62	308	0	0	0	0	0	0	2201
SRR11426366	50483	0	0	35	666	0	0	0	348	0	15	0	0	0	0	582	34	0	0	0	0	757	36	0	14	83	0	0	0	0	0	433	0	0	33	65	0	31	0	0	0	0	1091	0	26	0	0	0	136	0	21	0	0	0	0	0	18	22	63	0	0	0	0	0	0	28	0	0	407	0	167	94	2	0	0	0	14	0	0	0	0	0	0	111	0	0	130	0	0	318	6	13	0	0	0	200	82	7913	0	0	0	0	0	0	0	22492	0	32	351	18	0	0	0	0	498	0	0	0	0	174	0	17	45	556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	248	54	1980	159	45	0	25	0	29	33	225	0	0	0	47	0	0	314	40	16	0	0	0	0	207	0	0	44	0	0	0	82	489	0	20	354	0	237	0	43	0	0	0	39	0	74	0	0	148	17	0	3	43	47	0	0	0	0	0	0	0	0	0	55	6	16	50	0	43	0	34	0	0	0	0	0	5	0	0	34	0	265	0	131	0	4365	403	0	0	1762
SRR11426367	5746	0	0	0	22	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	90	0	0	0	0	0	51	0	0	0	0	0	0	0	0	342	0	40	0	9	0	0	45	0	0	10	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	4356	0	0	0	10	0	105	0	19	52	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	19	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	10	8	0	0	0	0	0	0	15
SRR11426368	6852	2	0	0	6	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	0	0	67	12	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	22	82	0	0	0	0	0	0	0	5849	0	0	0	0	0	20	0	0	73	0	0	10	9	57	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	27	22	0	0	0	4	0	0	154	0	0	80	0	22	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	21	0	0	33
SRR11426375	12445	0	0	47	265	0	42	0	90	0	3	0	0	39	4	0	0	0	0	24	0	1	0	0	0	34	0	0	0	0	0	173	0	0	0	0	0	0	18	0	0	46	4	0	15	0	88	3	119	0	14	26	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	7	39	3	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	27	13	0	0	0	0	0	64	42	123	0	0	0	0	0	0	0	9535	0	0	154	28	6	0	0	2	78	0	0	0	0	154	0	0	11	126	0	0	41	0	0	0	0	0	0	0	0	0	0	0	27	0	7	136	12	0	0	0	0	15	0	11	0	0	0	0	0	0	0	30	0	0	0	0	0	38	5	0	0	0	0	82	0	171	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	70	0	0	0	131	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	63
SRR11426380	3260	0	0	0	26	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	14	0	0	0	7	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	5	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	2871	0	0	0	0	0	10	0	0	16	0	0	0	0	23	5	0	0	26	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	29
SRR11426381	32668	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	14	59	0	0	0	0	0	0	0	0	32026	0	0	0	0	0	10	0	89	0	0	0	0	0	80	33	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	35	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	56
SRR11426382	6963	0	0	12	5	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	124	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	5957	0	0	0	72	0	87	0	0	66	0	0	0	0	41	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
SRR11426392	5115	0	0	41	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	28	0	0	0	0	0	0	282	0	14	0	0	0	2	0	0	0	17	0	5	0	0	0	9	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	10	35	0	58	0	0	0	0	0	0	0	0	3940	0	0	0	14	0	0	0	0	135	18	0	0	0	39	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	120	0	0	47	0	16	0	0	6	0	0	0	0	0	15	0	15	9	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	24
SRR11426395	3492	0	0	0	0	0	12	0	50	0	0	0	0	0	0	0	0	0	0	0	0	266	0	0	0	49	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	8	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	11	48	0	0	0	0	0	0	0	0	2268	0	0	0	0	0	18	0	16	65	0	0	0	0	4	0	0	0	80	0	0	0	0	0	17	0	0	0	0	0	0	0	0	23	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	158	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	264	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	18	6	9	4	0	0	0	0	0	0	9
SRR11426401	9948	0	0	0	26	0	10	0	0	0	0	6	12	0	0	0	0	0	32	0	0	17	0	8	0	0	0	0	0	0	0	139	0	0	0	54	26	0	0	0	0	0	0	9	14	0	0	0	33	0	23	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	46	36	0	43	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	4	0	8	18	0	0	40	0	0	0	0	0	0	0	0	8171	0	0	0	0	0	14	0	0	141	14	0	34	0	143	0	16	0	24	0	0	0	0	0	0	0	0	0	6	0	0	0	0	39	12	0	42	0	0	0	0	0	15	9	0	0	0	0	0	0	0	12	0	0	0	0	0	0	70	0	9	0	16	0	0	0	53	0	0	0	0	5	0	0	0	0	0	42	0	4	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	50	0	0	0	22	0	0	0	0	0	0	0	0	5	0	0	0	0	30	0	0	149
SRR11426405	2474	0	0	0	1	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	11	0	0	7	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	16	48	65	0	0	0	0	0	0	0	0	1603	0	0	0	0	0	44	0	0	101	0	0	0	0	29	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	211	0	0	3	0	13	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	14	0	8	0	0	0	0	0	0	0	48
SRR11426408	27421	0	0	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162	0	0	0	0	0	0	0	0	23996	0	0	0	4	0	0	0	0	416	0	0	0	0	535	0	0	0	323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	235	0	0	0	0	0	0	28	160	0	0	127	0	26	0	0	0	0	0	50	0	0	0	0	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131
SRR11426409	11521	0	0	0	6	26	0	0	66	0	0	0	0	0	0	0	0	18	0	0	0	29	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	175	0	0	0	0	0	30	27	0	8	10	0	8	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	12	0	9	0	0	0	12	0	0	0	2	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	10	0	0	0	0	0	9674	0	0	0	387	0	0	0	0	38	0	0	0	0	18	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	583	18	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	28	0	0	14	0	26	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	14	0	0	0	0	0	0	73	0	0	0	0	0	11	0	0	0	0	0	0	0	39
SRR11426413	11346	0	0	0	0	0	32	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	37	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	123	0	745	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0	0	87	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	0	0	0	0	0	0	0	0	8828	0	0	0	14	97	0	0	0	214	0	0	0	0	88	0	0	0	114	0	0	0	0	0	7	0	8	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	47	69	0	0	0	0	11	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68
SRR11426361	1950	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	40	0	0	0	0	0	0	0	0	1604	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	11	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR11426365	3519	0	0	0	110	0	11	0	39	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	68	0	0	0	0	0	0	0	9	0	92	1	0	0	0	0	23	73	0	0	0	0	0	0	0	0	0	0	0	0	23	123	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	14	0	0	0	0	0	0	0	0	2345	0	0	26	0	0	60	0	0	72	0	0	0	0	38	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	2	0	9	22	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	1	0	6	0	0	0	0	0	0	0	0	8	0	0	44	0	0	70	0	4	0	0	0	0	0	0	0	0	0	0	24	5	0	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	37
SRR11426370	1295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	1172	0	0	0	0	0	0	0	0	22	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	2	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	6
SRR11426376	3686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	123	0	0	0	0	0	0	0	0	2853	0	0	0	0	0	0	0	0	107	0	0	0	0	89	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	22	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR11426378	3566	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	20	12	0	0	0	0	0	0	0	0	3316	0	0	0	0	0	9	0	0	58	0	0	0	0	5	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	17
SRR11426389	3934	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	8	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	47	52	0	0	0	0	0	0	0	0	2307	0	0	0	0	0	0	0	0	95	0	0	0	0	96	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	16	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	50	0	0	0	0	0	0	0	33	0	0	0	0	633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	14	0	5	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149
SRR11426390	3504	0	0	0	11	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	139	0	0	0	0	0	0	0	0	2754	0	0	0	28	0	0	0	0	144	0	0	0	0	42	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0
SRR11426393	1282	0	0	10	2	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	16	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	5	0	4	0	0	0	0	0	0	0	959	3	0	0	0	0	5	0	5	0	0	0	0	0	25	0	0	0	31	0	0	0	0	0	4	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	29	0	0	57	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	2
SRR11426396	3805	0	0	14	8	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	41	0	0	0	0	0	46	0	0	0	0	8	0	0	0	0	136	0	0	0	7	0	26	27	0	0	0	0	0	0	0	0	0	0	0	0	61	22	0	0	0	0	0	16	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	69	2	0	0	0	0	0	0	0	2479	0	0	0	7	0	44	0	0	152	0	0	0	0	90	0	0	13	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	13	49	0	0	36	0	6	0	0	0	0	0	0	0	0	0	0	17	70	0	119	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35
