run	g__Acrocalymma	g__Alboefibula	g__Allium	g__Alternaria	g__Amyloporia	g__Antrodiella	g__Arabidopsis	g__Ascodesmidaceae_gen_Incertae_sedis	g__Aspergillus	g__Athelia	g__Aureobasidium	g__Auriporia	g__Basidiodendron	g__Bezerromyces	g__Bullera	g__Butyrea	g__Camptophora	g__Candida	g__Candolleomyces	g__Ceraceosorus	g__Cercozoa_gen_Incertae_sedis	g__Ceriporiopsis	g__Chlorococcum	g__Chrysothrix	g__Ciboria	g__Cladophialophora	g__Cladosporium	g__Conidiobolus	g__Coprinellus	g__Coprinopsis	g__Coriolopsis	g__Crepidotus	g__Cryptococcus	g__Cucurbitaceae_gen_Incertae_sedis	g__Curvibasidium	g__Curvularia	g__Cutaneotrichosporon	g__Cystobasidiomycetes_gen_Incertae_sedis	g__Cystobasidium	g__Cystofilobasidium	g__Dacryobolus	g__Daucus	g__Debaryomyces	g__Debaryomycetaceae_gen_Incertae_sedis	g__Didymella	g__Dioszegia	g__Ectophoma	g__Elmerina	g__Enterocarpus	g__Epicoccum	g__Erythrobasidium	g__Exidia	g__Exophiala	g__Fibricium	g__Filobasidium	g__Fomitopsis	g__Fusarium	g__Ganoderma	g__Gloeophyllum	g__Glycine	g__Golubevia	g__GS13_gen_Incertae_sedis	g__Hannaella	g__Hansfordia	g__Hericiaceae_gen_Incertae_sedis	g__Holtermannia	g__Hormonema	g__Humicola	g__Hyphoderma	g__Hyphodontia	g__Irpex	g__Irpicaceae_gen_Incertae_sedis	g__Kazachstania	g__Kneiffiella	g__Knufia	g__Lasiobolidium	g__Lasiobolus	g__Lentinula	g__Lentitheciaceae_gen_Incertae_sedis	g__Lenzites	g__Leptospora	g__Limtongozyma	g__Linnemannia	g__Lophiostoma	g__Lophodermium	g__Malassezia	g__Meiorganum	g__Meira	g__Meyerozyma	g__Moesziomyces	g__Mortierella	g__Mrakia	g__Mucor	g__Mucronella	g__Musa	g__Mycoaciella	g__Myxarium	g__Naganishia	g__Nakaseomyces	g__Neoascochyta	g__Neocucurbitaria	g__Neosetophoma	g__Neovaginatispora	g__Neurospora	g__Nigroporus	g__Nigrospora	g__Nothophoma	g__Odontoefibula	g__Oligophagozyma	g__Oliveonia	g__Omphalotaceae_gen_Incertae_sedis	g__Ophiognomonia	g__Ophiosphaerella	g__Pallidohirschioporus	g__Panellus	g__Papiliotrema	g__Penicillium	g__Peniophora	g__Peniophorella	g__Perenniporia	g__Periconia	g__Pezizales_gen_Incertae_sedis	g__Phaeosphaeria	g__Phanerochaete	g__Phlebia	g__Phlebiopsis	g__Pleurotaceae_gen_Incertae_sedis	g__Podosphaera	g__Polyporales_gen_Incertae_sedis	g__Porostereum	g__Powellomyces	g__Prunus	g__Pseudochaetosphaeronema	g__Pseudopithomyces	g__Pseudozyma	g__Puccinia	g__Raphanus	g__Resinicium	g__Resupinatus	g__Retiboletus	g__Rhizochaete	g__Rhizoctonia	g__Rhodosporidiobolus	g__Rhodotorula	g__Russula	g__Saccharomyces	g__Schizophyllum	g__Schizoporaceae_gen_Incertae_sedis	g__Septobasidium	g__Sertulicium	g__Sistotrema	g__Sistotremastrum	g__Spissiomyces	g__Sporobolomyces	g__Stagonosporopsis	g__Stemphylium	g__Stereaceae_gen_Incertae_sedis	g__Stereum	g__Sterigmatomyces	g__Streblotrichum	g__Suillus	g__Symmetrospora	g__Taphrina	g__Tetradesmus	g__Tilletia	g__Torula	g__Toxicocladosporium	g__Trametes	g__Tricellula	g__Trichomerium	g__Trichomonascus	g__Trichosporon	g__Triticum	g__Tulasnella	g__Udeniomyces	g__Ustilaginoidea	g__Vishniacozyma	g__Wallemia	g__Wickerhamomyces	g__Xenopyrenochaetopsis	g__Xylodon	g__Zasmidium	Unassigned
SRR12968696	0	0	0	0	0	0	0.0574382538770821	0	0.0255281128342587	0	0	0.0957304231284702	0	0	0	0	0	0.0319101410428234	0	0	0.248899100134023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.140404620588423	0	0	0	0	0.682877018316421	0	0	0	0	0.134022592379858	0	0	0	0	0	0	0	0.255281128342587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.319101410428234	0	0	0	0	0	0	0	0	94.3199948943774	0	0	0	0	0	0	0.542472397727998	0	0	0	0	0.874337864573361	0	0	0	0	0	0.548854425936563	0	0	0	0	0	0	0	0	0	0	0	0	0.446741974599528	0.261663156551152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.159550705214117	0	0	0	0	0	0	0.638202820856468	0	0	0	0	0	0	0	0	0	0	0.172314761631246	0	0	0	0	0	0	0	0	0	0	0	0	0.019146084625694	0	0	0	0	0	0	0	0	0	0	0	0	0.0255281128342587	0	0
SRR12968698	0	0	0	0.483383685800604	0	0	0	0	0	0	0.302114803625378	0	0	0	0	0	0	0	0	0	0.483383685800604	0	0	0	0	0	0.483383685800604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.725075528700906	0	0	0	0	0	0	0	0.241691842900302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92.3867069486405	0	0	0	0	0	0	0.241691842900302	0	0	0	0	0.966767371601208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.483383685800604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.45015105740181	0	0	0	0	0	0	0	1.45015105740181	0	0	0	0	0	0	0	0	0	0	0.0604229607250755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.241691842900302	0	0	0	0	0
SRR12968701	0	0	0.156690692572861	0	0	0	0	0	0	0.689439047320589	0	0	0	0	0	0	0	0	0	0	0.908806016922595	0	0	0	0	0	0.0940144155437167	0	0.0940144155437167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5640864932623	0	0	0	0	0.125352554058289	0	0	0	0	0	0	0	0.501410216233156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.219366969602006	3.79191476026324	0	0	0	0	0	0	0	0	83.7041679724224	0	0	0	0	0.595424631776872	0	2.00564086493262	0	0	0	0	0.438733939204011	0	0	0	0	0	0.783453462864306	0	0	0	0	0	0	0	0	0	0	0	0	0.470072077718584	0.344719523660295	0	0	0	0.219366969602006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.532748354747728	0	0	0	0	0	0	0.532748354747728	0	2.47571294265121	0	0	0	0	0	0	0	0	0.407395800689439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.344719523660295	0	0	0	0	0	0	0	0
SRR12968702	0	0	0	0	0	0	0.107338568442461	0	0.0395457883735382	0	0	0	0	0	0	0	0	0	0	0	0.231625331902152	0	0	0	0	0	0.0395457883735382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.158183153494153	0	0	0	0	0.197728941867691	0	0	0	0	0	0	0	0.0621433817298458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0847409750861533	0	0	0	0	0	0	0	0	97.7458900627083	0	0	0	0	0.237274730241229	0	0.276820518614768	0	0	0	0	0.209027738545845	0	0	0	0	0	0.231625331902152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.293768713631998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0169481950172307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0677927800689227
SRR12968706	0	0	0	0.262228946041351	0	0	0.100857286938981	0	0	0	0	0.0605143721633888	0.121028744326778	0	0	0.32274331820474	0	0.171457387796268	0	0.0806858295511851	0	0	0	0	0	0	1.43217347453354	0	0.544629349470499	0.262228946041351	0	0	0	0	0	0	0	0.0907715582450832	0.141200201714574	0	0	0	0	0.332829046898638	0.231971759959657	0	0	0	0.786686838124054	0	0	0	0.463943519919314	0	0.363086232980333	0	0.43368633383762	0.393343419062027	0	0	0	0	0	0	0	0	0	0	0	0	0.292486132123046	0.0403429147755925	0.0806858295511851	0	0.181543116490166	0	0.403429147755925	0	0	0	0	0	0	0	0	82.1684316691881	0	0	0	0	0.141200201714574	0	1.42208774583964	0.141200201714574	0	0.342914775592537	0	1.44225920322743	0	0	0.16137165910237	0	0	0.242057488653555	0	0	0	0	0	0	0	0	0.0605143721633888	0	0	0	0.393343419062027	0	0	0.423600605143722	0	0	0	0.151285930408472	0.0907715582450832	0	0	0	0	0.121028744326778	0	0	0	0	0	0	0.706001008572869	0	0.0907715582450832	0	0.16137165910237	0	0	0.534543620776601	0	0	0.0504286434694907	0	0	0.423600605143722	0	0.0403429147755925	0	0.242057488653555	0	0	0	0	0	0	0	0	0.27231467473525	0	0	0	0	0.504286434694907	0	0	0	0.221886031265759	0	0	0	0	0	0.0504286434694907	0	0	0.302571860816944	0	1.50277357539082
SRR12968709	0	0	0	0.313926940639269	0	0	0	0	0	0	0.0285388127853881	0	0	0	0	0	0	0	0	0	0.627853881278539	0	0	0	0	0	0.742009132420091	0	0	0	0	0	0	0	0	0	0.142694063926941	0	0	0	0	0	0	0.856164383561644	0	0	0	0	0	0	0	0	0	0	0	0	1.65525114155251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.45547945205479	3.96689497716895	0	0	0	0	0	0	0	0	78.5958904109589	0	0	0.799086757990868	0	0	0	4.10958904109589	0	0	0	0	1.1986301369863	0	0	0	0	0	0	0	0	0	0.313926940639269	0	0	0	0	0	0	0	0	0.342465753424658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.912100456621	0	1.56963470319635	0	0	0	0	0	0	0	0	0.45662100456621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.713470319634703	0	0	0	0	0	0	0	0.199771689497717	0	0	0	0
SRR12968710	0	0	0	0	0	0	0.410353535353535	0	0	0	0	0	0	0	0	0	0	0	0	0	1.13636363636364	0	0	0	0	0	0.946969696969697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.68308080808081	0	0	0	0	0.883838383838384	0	0	0	0	0	0	0	0.694444444444444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.789141414141414	0.473484848484849	0	0	0	0	0	0	0	0	82.3863636363636	0	0	0	0	2.46212121212121	0	1.98863636363636	0	0	0	0	1.48358585858586	0	0	0	0	0	0.410353535353535	0	0	0	0	0	0	0	0	0	0	0	0	0.252525252525253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.92550505050505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.126262626262626	0	0.946969696969697
SRR12968646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.496777658431794	0	0	0	0	0	0.57733619763695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.617615467239527	0	0	0	0	0.241675617615467	0.120837808807734	0	0	0	0	0	0	0.335660580021482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00698174006445	0	0	0	0	0	0	0	0	89.6482277121375	0	0	0	0	0.281954887218045	0	1.49033297529538	0	0	0	0	0.322234156820623	0	0	0	0	0	0.389366272824919	0.456498388829216	0	0	0	0	0	0	0	0	0	0	0	0.416219119226638	0	0	0	0	0	0	0	0	0	0	0	0	0.120837808807734	0	0	0	0	0	0	0.443071965628357	0	0	0	0	0	0	0.819011815252417	0	0.093984962406015	0	0	0	0	0	0	0	0	0.456498388829216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.66487647690655
SRR12968650	0	0	0	0.103013134174607	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0257532835436518	0	0	0	0	0	0	0	0	0.334792686067474	0	0	0	0	0	0	0	0	0.0257532835436518	0	0	0	0	0	0	0	0.180272984805563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0515065670873036	0.0772598506309554	0	0	0	0	0	0.154519701261911	0	0	0	0	0	0	0	0	97.2443986608293	0	0	0	0	0	0	0.360545969611125	0	0	0	0	0.0772598506309554	0	0	0	0	0	0.180272984805563	0	0	0	0	0	0	0	0	0	0	0	0	0.0257532835436518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.257532835436518	0	0	0.103013134174607	0	0	0	0	0	0	0.334792686067474	0	0.206026268349215	0	0	0	0.257532835436518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR12968656	0	0	0	0.072811999417504	0	0	0.684432794524538	0	0	0	0	0	0	0	0	0	0	0.18931119848551	0	0	0	0	0	0	0	0	1.41255278869958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.35430318916557	0	0	0	0	0	0	0	0	0	0	0	0	0.742682394058541	0	0	0	0	0	0	0	0	0	0	0	0.160186398718509	0	0	0	0	0	0	0	0.36405999708752	0	0	0	0	0	0	0	0	86.7482161060143	0	0	1.04849279161206	0	1.26692878986457	0	0.961118392311053	0	0	0	0	0.597058395223533	0	0	0	0	0	0.567933595456531	0	0	0	0	0	0	0	0	0	0	0	0	0.859181593126547	0.422309596621523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.28149118974807	0	0.698995194408038	0	0	0	0	0	0	0	0	0.436871996505024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.131061598951507
SRR12968658	0	0	0	0.149681925907447	0	0	0.124734938256206	0	0	0	0.112261444430585	0	0	0	0	0	0	0.0997879506049645	0	0	0.261943370338032	0	0	0	0	0	0.523886740676063	0	0	0	0	0	0.112261444430585	0	0	0.0873144567793439	0.0249469876512411	0	0	0	0	0	0	0	0.124734938256206	0	0	0	0.361731320942996	2.90632406136959	0	0.112261444430585	0	0	1.84607708619184	0	0.311837345640514	0	0	0	0	0	0	0	0	0	0.22452288886117	0	0	0	0	0	0	0	0	0.760883123362854	0.324310839466134	0	0	0	0	0	0	0	0	39.9650742172883	0	0	0	0	0.735936135711613	0	0.611201197455407	0	0	0	0	3.26805538231259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.174628913558688	0.424098790071099	0	0.0997879506049645	0.324310839466134	0	0	0	0	0	0.0997879506049645	0	0	0	0	0	0	0	0	0	0	0	0	0.311837345640514	0	0	0	0	39.2041910939254	0	0.498939753024822	0.0374204814768617	0	0	0	0	0	0	0.0498939753024822	0	0	0	0.0748409629537233	0	0	0	0	0	0	0	0	0	0	0	0.187102407384308	0.137208432081826	0	0	0	0	0	0	0	0	0	0.124734938256206	0	5.20144692528377
SRR12968666	0	0	0	0	0	0	0.0740411668887902	0	0	0	0.014808233377758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.508416012636359	0	0	0	0	0	0	0	0	0.0740411668887902	0	0	0	0	0	0	0	0.0641690113036181	0	0	0	0	0.0641690113036181	0	0	0	0	0	0	0	0.113529789229478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0345525445481021	0.231995656251543	0	0	0	0	0	0	0	0	97.3197097586258	0	0	0	0	0	0.014808233377758	0.22212350066637	0	0	0	0	0.12340194481465	0	0	0	0	0	0.143146255984994	0	0	0	0	0	0	0	0	0	0	0	0	0.0542968557184461	0	0	0	0	0	0	0	0	0	0	0	0	0.0246803889629301	0	0.276420356384817	0	0	0	0	0	0	0	0	0	0	0	0.0789772446813762	0	0.0542968557184461	0	0	0	0	0	0.014808233377758	0	0.0296164667555161	0.0740411668887902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.389950145614295	0	0	0	0	0	0
SRR12968668	0	0	0	0	0	0	0.813008130081301	0	0	0	0.312695434646654	0	0	0	0	0	0	0	0	0	1.12570356472795	0	0	0	0	0	0	0	0.125078173858662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.12570356472795	0	0	0	0	0.687929956222639	0	0	0	0	0	0	0	0.437773608505316	0	0	0	0	0	0	0	0	0	0	0	0	0.187617260787992	0.625390869293308	0	0	0	0	0.813008130081301	1.06316447779862	0	0	0	0	0	0	0	0	75.2970606629143	0	0	0	0	0.938086303939963	0	2.93933708567855	0	0	0	0	1.93871169480926	0	0	0	0	0	2.06378986866792	0	0	0	0	0	0	0	0	0	0	0	0	0.75046904315197	0	0	0	0	0	0	0	0	0.375234521575985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.94058786741714	0	1.00062539086929	0	0	0	0.687929956222639	0	0	0	0	0.562851782363977	0	0.312695434646654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.312695434646654	0	0	0	0	0	0	0.562851782363977
SRR12968670	0	0	0	0	0	0	0.374064837905237	0	0	0	0.124688279301746	0	0.374064837905237	0	0	0	0	0	0	0	1.27805486284289	0	0	0	0	0	0.966334164588529	0.280548628428928	0	0	0	0	0	0	0	0.0311720698254364	0	0	0.249376558603491	0	0	0	0	0.935162094763092	0	0	0.561097256857855	0	0.561097256857855	0	0.623441396508728	0	0	0	0	0	0	0	0	0	0	0	0	0	0.218204488778055	0	0	0	0.187032418952618	0	0	0	0	0	0	0.966334164588529	0.249376558603491	0	0	0	0	0	0	0	0	77.0573566084788	0	0	0	0	0.374064837905237	1.55860349127182	2.58728179551122	0	0.529925187032419	0	0	0.935162094763092	0	0	0	0	0	0.592269326683292	0	0	0	0	0	0	0	0	0	0	0	0	0.716957605985037	0	0	0	0.124688279301746	0	0	0	0	0.155860349127182	0	0	0	0.218204488778055	0	0	0	0	0	0	0.748129675810474	0	0	0	0	0	0	2.96134663341646	0	1.68329177057357	0.155860349127182	0	0	0.685785536159601	0	0	0	0.405236907730673	0.187032418952618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3428927680798
SRR12968672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.225952227243383	0	0	0	0	0	0	0	0	0.225952227243383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.677856681730148	0	0	0	0	0	0.193673337637185	0	0	0	0	0	0	0.0645577792123951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.742414460942544	0	0	0	0	0	0	0	0	92.3499031633312	0	0	0	0	0.516462233699161	0	0.742414460942544	0	0	0	0	0.451904454486766	0	0	0	0	0	1.3557133634603	0	0	0	0	0	0	0	0	0	0	0	0	0.322788896061975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2911555842479	0	0.290510006455778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.548741123305358
SRR12968674	0	0	0	0.285442435775452	0	0	0.761179828734539	0	0	0	0.285442435775452	0	0	0	0	0	0	0	0	0	0.570884871550904	0	0	0	0	0	0.761179828734539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.761179828734539	0	0	0	0	0.380589914367269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.190294957183635	0	0	0	0	0	0	0	0	0	84.7764034253092	0	0	0	0	1.61750713606089	0	3.90104662226451	0	0	0	0	0.951474785918173	0	0	0	0	0	2.09324452901998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.380589914367269	0	0	0	0	0	0	1.61750713606089	0	0	0.380589914367269	0	0	0	0	0	0	0	0	0	0	0	0	0.285442435775452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR12968680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3125	0	0	0	0	0	0	0	0	0.234375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.40625	0	0	0	0	0	0	0	0	90.390625	0	0	0	0	0	0	1.71875	0	0	0	0	2.03125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.703125	0	0.9375	0	0	0	0	0	0	0	0.15625	0.46875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.234375	0	0	0	0	0.46875
SRR12968683	0	0	0	0	0	0	1.05820105820106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.564373897707231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.37566137566138	0	0	0	0	0	0	0	0	0	0	0	0	0.317460317460317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.776014109347443	1.69312169312169	0	0	0	0	0	0	0	0	87.7601410934744	0	0	0	0	1.41093474426808	0	2.61022927689594	0	0	0	0	0	0	0	0	0	0	1.62257495590829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.423280423280423	0	0	0	0	0	0	0.388007054673721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR12968687	0	0	0	0.096961861667744	0	0	0.183150183150183	0	0	0	0	0	0	0	0	0	0	0.398620986856281	0	0	1.14199525964232	0	0	0	0	0	0.301659125188537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.474035768153415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.732600732600733	0	0	0	0	0	0	0	0	90.6270200387847	0	0	0	0	0	0	1.27127774186598	0	0	0	0	0.743374272786037	0	0	0	0	0	0.344753285929757	0	0	0	0	0	0	0	0	0	0	0.118508942038354	0	0.269338504632622	0.0861883214824391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.43288084464555	0	0.861883214824391	0	0	0	0	0.495582848524025	0	0	0.301659125188537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.118508942038354
SRR12968688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.549450549450549	0	0	0	0	0	0.929839391377853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.183150183150183	0	0	0	0	0	0	0	1.0989010989011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.718512256973795	0	0	0	0	0	0	0	0	0	92.3217807833192	0	0	0	0	0.436742744435052	0	0.859397013243167	0	0	0	0	0.309946463792618	0	0	0	0	0	0.74668920822767	0	0	0	0	0	0	0	0	0	0	0	0	0.239504085657932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.774866159481544	0	0	0	0	0	0	0	0	0	0	0.112707805015497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.718512256973795
SRR12968693	0	0	0	0.353148911124191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.64743967039435	0	0.323719835197175	0	0	0	1.76574455562095	0	0.323719835197175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.441436138905238	0	0	0	0	0.441436138905238	0.441436138905238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.441436138905238	2.0306062389641	0	0	0	0	0	0	0	0	84.2848734549735	0	0	0	0	0.264861683343143	0	2.61918775750441	0	0	0	0	0.941730429664508	0	0	0	0	0	0.529723366686286	0	0	0	0	0.206003531489111	0	0	0	0	0	0	0	0	0	0	0.117716303708064	0	0	0	0	0	0	0	0	0	0.353148911124191	0	0	0	0	0	0	0.382577987051207	0	0	0	0	0	0	1.35373749264273	0	0.353148911124191	0	0	0	0	0	0	0	0	0	0	0	0	0	0.559152442613302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.824014125956445
SRR12968697	0	0	0	0	0	0	1.56494522691706	0	0	0	0	0	0	0	0	0	0	0.0782472613458529	0	0	0.860719874804382	0	0	0	0	0	1.3302034428795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.97339593114241	0	0	0	0	0.860719874804382	0	0	0	0	0	0	0	0.625978090766823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.660406885759	0	0	0	0	0	0	0	0	76.3693270735524	0	0	0	0	0	0	5.16431924882629	0	0	0	0	2.11267605633803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.54773082942097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.25195618153365	0	0	0	0	0	0	1.4866979655712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.312989045383412	0	0	0	0	0	0	0	0	0	0	1.79968701095462
SRR12968699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.501635768811341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.02508178844057	0	0	0	0	0.174482006543075	0.218102508178844	0	0	0	0	0.283533260632497	0	0.0872410032715376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.436205016357688	0	0	0	0	0	0	0	0	0	93.0643402399128	0	0	0	0	0	0	2.31188658669575	0	0	0	0	0.850599781897492	0	0	0	0	0	0.19629225736096	0	0	0	0	0	0	0	0	0	0	0	0	0.109051254089422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.19629225736096	0	0	0	0	0	0	0.19629225736096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0872410032715376	0	0.261723009814613
SRR12968700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.20481927710843	0	0	0	0	0	0.552208835341365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.02074966532798	0	0	0	0	0.234270414993307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.401606425702811	0.133868808567604	0	0	0	0	0	0.284471218206158	0	0.200803212851406	88.0856760374833	0	0	0.0167336010709505	0	1.53949129852744	0	1.13788487282463	0	0	0	0	1.23828647925033	0	0	0	0	0	0.736278447121821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.401606425702811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.669344042838019	0	1.7904953145917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.217536813922356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.133868808567604
