run	g__Acrocalymma	g__Alboefibula	g__Allium	g__Alternaria	g__Antrodiella	g__Arabidopsis	g__Arthrocatena	g__Aspergillus	g__Athelia	g__Aureobasidium	g__Auriporia	g__Basidiodendron	g__Bezerromyces	g__Blastobotrys	g__Brassica	g__Brevicellicium	g__Bullera	g__Butyrea	g__Calyptrozyma	g__Camptophora	g__Candida	g__Candolleomyces	g__Ceraceosorus	g__Ceratobasidiaceae_gen_Incertae_sedis	g__Cercozoa_gen_Incertae_sedis	g__Ceriporiopsis	g__Chaetasbolisia	g__Chlorococcum	g__Choanephora	g__Ciboria	g__Cladosporium	g__Clitopilus	g__Conidiobolus	g__Coniothyrium	g__Coprinellus	g__Coprinopsis	g__Coronicium	g__Cryptococcus	g__Cucurbita	g__Cucurbitaceae_gen_Incertae_sedis	g__Curvularia	g__Cutaneotrichosporon	g__Cystobasidiomycetes_gen_Incertae_sedis	g__Cystobasidium	g__Cystofilobasidium	g__Daucus	g__Debaryomyces	g__Debaryomycetaceae_gen_Incertae_sedis	g__Diaporthe	g__Didymella	g__Didymocyrtis	g__Dioszegia	g__Dysphania	g__Ectophoma	g__Efibulobasidium	g__Eichleriella	g__Eidernor	g__Elmerina	g__Elymus	g__Emericellopsis	g__Enterocarpus	g__Epicoccum	g__Eremothecium	g__Erythrobasidium	g__Exidia	g__Exobasidium	g__Exophiala	g__Filobasidium	g__Fomitopsis	g__Fusarium	g__Fuscoporia	g__Ganoderma	g__Gloeophyllum	g__Glycine	g__GS13_gen_Incertae_sedis	g__Gymnopus	g__Hannaella	g__Hansfordia	g__Hericiaceae_gen_Incertae_sedis	g__Holtermannia	g__Hormonema	g__Humicola	g__Hydrangea	g__Hyphoderma	g__Hyphodermataceae_gen_Incertae_sedis	g__Hyphodontia	g__Hypochnicium	g__Indigofera	g__Irpex	g__Irpicaceae_gen_Incertae_sedis	g__Jumillera	g__Kazachstania	g__Knufia	g__Kurtzmaniella	g__Lasiobolidium	g__Lasiobolus	g__Lentinula	g__Lentitheciaceae_gen_Incertae_sedis	g__Lenzites	g__Leptospora	g__Leucosporidium	g__Limtongozyma	g__Linnemannia	g__Lophiostoma	g__Malassezia	g__Maudiozyma	g__Meiorganum	g__Melampsora	g__Meyerozyma	g__Moesziomyces	g__Mortierella	g__Morus	g__Mrakia	g__Mucor	g__Mucronella	g__Musa	g__Mycoaciella	g__Myxarium	g__Naganishia	g__Neoascochyta	g__Neocucurbitaria	g__Neosetophoma	g__Neurospora	g__Nigrograna	g__Nigroporus	g__Nigrospora	g__Nothophoma	g__Odontoefibula	g__Oligophagozyma	g__Oliveonia	g__Omphalotaceae_gen_Incertae_sedis	g__Ophiognomonia	g__Ophiosphaerella	g__Panellus	g__Papiliotrema	g__Paraphoma	g__Parasarocladium	g__Penicillium	g__Peniophora	g__Peniophorella	g__Perenniporia	g__Periconia	g__Peziza	g__Phaeococcomyces	g__Phaeosphaeria	g__Phallus	g__Phanerochaete	g__Phlebia	g__Phlebiopsis	g__Physisporinus	g__Pichia	g__Plantago	g__Pleurotaceae_gen_Incertae_sedis	g__Pleurotus	g__Pluteus	g__Porostereum	g__Prunus	g__Pseudomicrostroma	g__Pseudopithomyces	g__Puccinia	g__Purpureodiscus	g__Pyxidiophora	g__Raphanus	g__Resinicium	g__Resupinatus	g__Retiarius	g__Rhizochaete	g__Rhizoctonia	g__Rhizopus	g__Rhodosporidiobolus	g__Rhodotorula	g__Rigidoporus	g__Russula	g__Saccharomyces	g__Sampaiozyma	g__Schizophyllum	g__Schwanniomyces	g__Scleroconidioma	g__Scopuloides	g__Septobasidium	g__Septoriella	g__Sertulicium	g__Sistotrema	g__Sistotremastrum	g__Skvortzovia	g__Solanum	g__Sporobolomyces	g__Stagonosporopsis	g__Starmera	g__Stemphylium	g__Stereaceae_gen_Incertae_sedis	g__Stereum	g__Streblotrichum	g__Strelitziana	g__Styphnolobium	g__Subulicystidium	g__Suillus	g__Symmetrospora	g__Tamamschjanella	g__Taphrina	g__Tausonia	g__Teichospora	g__Tilletia	g__Tilletiopsis	g__Torula	g__Toxicocladosporium	g__Trametes	g__Trechispora	g__Trichomerium	g__Trichomonascus	g__Trichosporon	g__Triticum	g__Tulasnella	g__Udeniomyces	g__Ustilaginales_gen_Incertae_sedis	g__Ustilaginoidea	g__Uwebraunia	g__Vishniacozyma	g__Waitea	g__Wallemia	g__Wickerhamomyces	g__Xenasmatella	g__Xenopyrenochaetopsis	g__Xeromyces	g__Xylodon	g__Zygoascus	g__Zygosaccharomyces	Unassigned
SRR11426385	0	0	0.0652741514360313	0	0	0	0	0.587467362924282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.522193211488251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.456919060052219	0	0	0	0	0	0.97911227154047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.76240208877285	1.69712793733681	0	0	0	0	0	0	0	0	81.7885117493473	0	0	0	0	0	0.718015665796345	0	0	1.89295039164491	0	0	0	0	0.718015665796345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.97911227154047	0	0	0	0	0	0	0	0	0	0	0	3.78590078328982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.391644908616188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.195822454308094	0	0	0	0	0.130548302872063	0	0	0	0	0	0	0	0	0	3.3289817232376
SRR11426387	0	0	0.250868390582787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.810497877267464	0	0	0	0	0	0.636819760710151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.289463527595523	1.23504438440756	0	0	0	0	0	0	0	0	0	0	0	0	0.75260517174836	0	0	0	0	0	0	0	0	1.02277113083751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.405248938633732	0.328058664608259	0	0	0	0	0	0	0	0.096487842531841	76.5341566962563	0	0	0	1.2736395214203	0	1.67888846005403	0	0	3.01042068699344	0	0	0	0	2.08413739868777	0	0	0	2.16132767271324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.328058664608259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.984175993824778	0	0	0	0	0	0	0	3.37707448861443	0	0	1.54380548050946	0	0	0	0	0	0	0	0	0	0	0	0	0	0.733307603241992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.115785411038209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.347356233114628
SRR11426388	0	0	0	0	0	0.376411543287327	0	0	0	0.125470514429109	0	0.376411543287327	0	0	0	0	0	0	0	0	0	0	0	0	1.28607277289837	0	0	0	0	0	0.972396486825596	0	0.282308657465496	0	0	0	0	0	0	0	0.0313676286072773	0	0	0.250941028858218	0	0	0	0.941028858218319	0	0	0	0	0	0.564617314930991	0	0	0	0	0	0	0.564617314930991	0	0	0.627352572145546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.219573400250941	0	0	0	0	0.188205771643664	0	0	0	0	0	0	0	0	0	0	0.972396486825596	0.250941028858218	0	0	0	0	0	0	0	0	77.6348808030113	0	0	0	0	0	0.376411543287327	0	1.56838143036386	2.60351317440402	0	0.533249686323714	0	0	0.941028858218319	0	0	0	0.595984943538269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.125470514429109	0	0	0	0	0	0	0.156838143036386	0	0	0	0	0	0	0.219573400250941	0	0	0	0	0	0	0.752823086574655	0	0	0	0	0	0	0	2.97992471769134	0	0	1.69385194479297	0	0.156838143036386	0	0	0	0	0	0.6900878293601	0	0	0	0	0.407779171894605	0.188205771643664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.34504391468005
SRR11426391	0	0	0	0.320962888665998	0	0.722166499498495	0	0	0	0.421263791374122	0	0	0	0	0	0	0	0	0	0	26.7001003009027	0	0	0	0.962888665997994	0	0	0	0	0	1.32397191574724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.44433299899699	0	0	0	0	0	0	0	0	0	0	0	0	0.581745235707121	0	0.521564694082247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.421263791374122	0	0	0	0	0	0	0	0	0	0	0	0.0802407221664995	0.0401203610832497	0	0.561685055165496	1.12337011033099	0	0	0	0	0	0	0	0	47.1414242728185	0	0	0	0.78234704112337	0	1.82547642928786	0	0	3.43029087261785	0	0	0	0	0.361083249749248	0	0	0	0.74222668004012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.280842527582748	0	0	0	0	0	0	0.120361083249749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.46740220661986	0	0	1.58475426278837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.421263791374122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.220661985957874	0	0	0	0	0	0	0	5.39618856569709
SRR11426394	0	0	0	0	0	0.275482093663912	0	0	0.367309458218549	0	0	0	0	0	0	0	0	0	0	0	0.780532598714417	0	0	0	0	0	0	0	0	0	0.275482093663912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.505050505050505	0	0	0	0	0	0	0	0	0	0	0	0	0.367309458218549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.780532598714417	0.550964187327824	0	0	0	0	0	0	0	0	81.7722681359045	0	0	0.275482093663912	0	0.0918273645546373	0	0	0	2.38751147842057	0	0	0	0	0.183654729109275	0	0	0	1.65289256198347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.367309458218549	0.183654729109275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.21395775941231	0	0	0	0	0	0.275482093663912	0	0	0	0	0	0	0	3.25987144168962	0	0	1.01010101010101	0	0	0	0	0	0	0	0.32139577594123	0	0	0	0	0	0.596877869605142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.505050505050505
SRR11426399	0	0	0.163880694854146	0	0	0.753851196329072	0	0	0	0.524418223533268	0	0	0	0	0	0	0	0	0	0	0.163880694854146	0	0	0	0.196656833824975	0	0	0	0	0	0.557194362504097	0	0	0	0	0	0	0	0	0.786627335299902	0	0	0	1.08161258603736	0.294985250737463	0	0.589970501474926	1.21271714192068	0	0	0	0	0	0	0.360537528679122	0	0	0	0	0	0	0.0983284169124877	0	0	0	0	0	0.42608980662078	0	0.589970501474926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0655522779416585	0.294985250737463	0	1.50770239265814	0	0	0	0	0	0	0	0	0	63.8479187151754	0	0	0	0.262209111766634	0	0	0	0	2.58931497869551	0	0	0	0	1.08161258603736	0	0	0	0.819403474270731	0	0	0	0	0	0	0	0.131104555883317	0	0	0	0	0.393313667649951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.0789904949197	0	0	0	0	0	1.99934447722058	0	0	0	0	0.294985250737463	0	0	4.78531628974107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.343821697804	0	0	0	0	0	0	0.163880694854146	0	0	0	0	0	0	0	0.622746640445756	0	0	0	0	0.524418223533268	0	0	0	0	0.589970501474926	0	0	0	0	0	0	0	0	0	0	0.196656833824975	0	0	0.229432972795805	0.131104555883317	0.884955752212389	0.360537528679122
SRR11426402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.34351949420443	0	0	0	0	0	2.50263435194942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.289778714436249	0	0	0	0	0	0	0	0	0	0.263435194942044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.579557428872497	0.447839831401475	0	0	0	0	0	0	1.15911485774499	0	87.118018967334	0	0	0	0.210748155953635	0	0.684931506849315	0	0	0.47418335089568	0	0	0	0	1.39620653319283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.47418335089568	0	0	0	0	0	0	0	0	0	0	0	0.105374077976818	0	0	0	0	0	0	0	0	0	0	0	0	0.711275026343519	0	0	0	0	0	0	0	0.763962065331928	0	0	0.711275026343519	0	0	0	0	0	0	0	0	0	0	0	0	0	0.658587987355111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.105374077976818
SRR11426403	0	0	0.370599135268684	0	0	0	0	0	0	0	0	0	0	0	0	0	0.185299567634342	0	0	0	9.9444101297097	0	0	0	0.988264360716492	0	0	0	0	0	0	0	0	0	0	0	0	0.308832612723904	0.0617665225447807	0.432365657813465	0	0	0	0	0	0	1.66769610870908	0	0	0	0	0	0	0	0	0	0	0	0	0	0.494132180358246	0	0	0	0	0	0	0.370599135268684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.03829524397776	0	0	0	0.679431747992588	0	0	0	0	0	0	0	0	57.0105003088326	0	0	0	0	0	0.988264360716492	0	15.6269302038295	1.66769610870908	0	2.65596046942557	0	0	1.35886349598518	0	0	0	0.555898702903027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.72946263125386	0	0	0.86473131562693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR11426404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.387704237053448	0	0	0	0	0	0	0	0	0	1.16311271116034	0	0	0	0	0	0	0	0.083079479368596	0	0	0.193852118526724	0	0	0	0	0	0.664635834948768	0	0	0	0	0	0	0	0	0	0	0	0.249238438105788	0.636942675159236	0	0	0	0	0	0	0.96926059263362	0	0.996953752423151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.85544170589864	0.96926059263362	0	0	0	0	0	0	0	0	70.3129327056217	0	0	0	0	0	0.526170036001108	0	0	2.21545278316256	0	0	0	0	1.52312378842426	0	0	0	0.526170036001108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.332317917474384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.249238438105788	0	0	0	0	0	0	0	15.3973968429798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.747715314317364
SRR11426407	0	0	0	0	0	0.504944245739533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.210393435724805	0	0	0	0.0350655726208009	0	0	0	0	0	0.848586857423382	0	0	0	0	0	0	0	0	0	0	0.196367206676485	0	0	0	0	0	3.87825233186058	0	0	0	0	0	0	0	0.0350655726208009	0	0	0	0	0	0	0	0	0	0	0	0	0	0.708324566940178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.862613086471702	0.659232765271057	0	0	0	0	0	0	0	0	75.2437057297146	0	0	0	0	0	1.26937372887299	0	0	4.70579984571148	0	0	0	0	1.47275405007364	0	0	0	2.06886878462725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.729363910512659	0.806508170278421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.20625569815555	0	0	1.87250157795077	0	0	0.147275405007364	0	0	0	0	0.245459008345606	0	0	0	0	0	0.455852444070412	0	0	0	0	0.175327863104004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.66210814222596
SRR11426354	0	0.242750295236846	0	1.96168481826532	0.0393649127411101	0.255871932817216	0	0.0328040939509251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.190263744915365	0	0	0	0	0	0.898832174255347	0	0	0	0	0	0	0	0	0	0.334601758299436	0	0	0.124655557013515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0328040939509251	0	0.0524865503214801	0	0	0	0	0	0	0	0	0	0.321480120719066	0	0	0	0.0918514630625902	0	0	0	0	89.8044876000525	0	0	0	0	0	0.1312163758037	0	1.13502165070201	0.715129248130167	0	0	0	0	0.301797664348511	0.826663167563312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.177142107334995	0	0	0	0	0	0	0	0.1312163758037	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0721690066920352	0	0	0	0	0.111533919433145	0	0	0.18370292612518	0	0	0	0	0.01312163758037	0	0	0	0	0	0	0	0	0	0	0	0	0	0.498622228054061	0	0	0	0	0	0	0	0.0524865503214801	0	0	0	0	0	0	0	0	0.0393649127411101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0787298254822202	0	0	1.14814328828238
SRR11426410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0280938334035679	0	0	0	0	0	0	0	0.547829751369574	0	0	0	0	0	0.870908835510605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.182609917123191	0	0	0	0	0	0	0	0	1.09565950273915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.716392751790982	0	0	0	0	0	0	0	0	0	92.3725242309313	0	0	0	0	0	0.435454417755303	0	0	0.856861918808821	0	0	0	0	0.309032167439247	0	0	0	0.74448658519455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.238797583930327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.772580418598118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.112375333614272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.716392751790982
SRR11426412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.28518971848225	0	0	0	0	0	0.856793145654835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.77478580171359	0	0	0	0	0	0	0	0	0	0	0	0	1.16279069767442	0.305997552019584	0	0	0	0	0	0	0	1.8359853121175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.367197062423501	3.18237454100367	0	0	0	0	0	0	0	0	75.6425948592411	0	0	0	0	0	0	0	0	4.40636474908201	0	0	0	0	0.856793145654835	0	0	0	1.22399020807834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.550795593635251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.244798041615667	0	0	0	0	0	0	0	3.73317013463892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.489596083231334	0.673194614443084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.428396572827417	0	0	0	0.489596083231334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.489596083231334
SRR11426355	0	0	0.295094061232018	0.33198081888602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.33198081888602	0	0	0	0	0	1.27259313906308	0	0	0	0	0	0	0	0	1.34636665437108	0	0	0	0.0184433788270011	0	0	0	1.40169679085208	0	0.147547030616009	0	0	0	0	0	0	0	0	0	0	0.221320545924013	0.147547030616009	0	0	0	0	0	0.221320545924013	0	0.553301364810033	0	0	0	0	0.0737735153080044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.811508668388049	0.239763924751014	0	0	0	0	0	0.110660272962007	0	0	86.2781261527112	0	0	0	0.571744743637034	0	1.16193286610107	0	0	0.424197713021025	0	0	0	0	0.239763924751014	0	0	0	0	0	0	0.0737735153080044	0	0	0	0	0	0	0	0	0.221320545924013	0	0	0.977499077831059	0.0368867576540022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.147547030616009	0	0	0	0	0	0.387310955367023	0	0	0	0	0	0	0	0.793065289561048	0	0	0.66396163777204	0	0	0	0	0	0	0	0	0	0	0	0	0.0553301364810033	0.184433788270011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.147547030616009	0	0	0	0	0	0	0	0.110660272962007
SRR11426358	0	0	0	0.133715377268386	0	0.108245781598217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.133715377268386	0	0	0	0	0	0.171919770773639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.120980579433301	0	0	0	0	0	0	0	0	0	0	0	0	0.0955109837631328	0	0	0	0	0	0	0	0	0.0955109837631328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.108245781598217	0	0	0.0636739891754218	0	0	0	0	0	0	0	0	0	0	0	0	96.4788283985992	0	0	0	0	0	0	0	0	0.305635148042025	0	0	0	0	0.191021967526266	0	0	0	0.0955109837631328	0	0	0	0.210124164278892	0	0	0	0	0	0	0	0	0	0	0.241961158866603	0	0	0.0573065902578797	0.00636739891754218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0891435848455906	0	0	0	0	0	0	0.171919770773639	0.573065902578797	0	0	0.114613180515759	0	0.0445717924227953	0	0	0	0	0	0	0	0	0	0	0.0509391913403375	0	0	0.0318369945877109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.114613180515759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.191021967526266
SRR11426359	0	0	0	0.189393939393939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.75189393939394	0	0	0	0	0	2.03598484848485	0	0	0	0	0	0	0	0	0	0.284090909090909	0.0473484848484848	0	0	0	0	0.331439393939394	1.94128787878788	0	0	0	0	0	0	0	0	0	0	0	0	0.946969696969697	0	0	0	0	0	0	0	0	0.615530303030303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.46780303030303	0.568181818181818	0	0	0	0	0	0	0	0	76.7045454545455	0	0	0	0	0	0.568181818181818	0	0	3.88257575757576	0	0	0	0	0.710227272727273	0	0	0	0.473484848484849	0	0	0	0	0	0	0	0	0.331439393939394	0	0	0	0	0	0.662878787878788	0.236742424242424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.189393939393939	0	0	0	0	0	0	0	2.03598484848485	0	0	1.65719696969697	0	0	0	0	0	0	0	0	0	0	0	0	0	0.568181818181818	0	0	0	0	0.473484848484849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.189393939393939	0	0	0	1.13636363636364
SRR11426360	0	0	0	0	0	0.316622691292876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.11609498680739	0	0	0	1.00263852242744	0	0	0	0	0	0.369393139841689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.79419525065963	0	0	0	0	0	0	0	0	0.844327176781003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.897097625329815	0	0	0.0527704485488127	0.686015831134565	0	0	0	0	0	0	0	0	78.7862796833773	0	0	0	0	0	0.316622691292876	0	0	0.79155672823219	0	0	0	0	0	0	0	0	1.10817941952507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.844327176781003	0	0	0	0	0	0	0	0	0.897097625329815	0	0	0	0	0	0	0	2.32189973614776	0	0	0.105540897097625	0	0.738786279683377	0	0	0	0	0	0	0	0	0	0	0	0.422163588390501	0	0	0	0	0.527704485488127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0527704485488127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.00791556728232
SRR11426362	0	0	0	0.17910447761194	0	0.298507462686567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.97014925373134	0	0	0	0.298507462686567	0	1.55223880597015	0	0	0	0	0	0	0	0	0	0	0	0	1.13432835820896	0	0	0.537313432835821	1.25373134328358	0.17910447761194	0	0	0	0	0	0	0	0	0	0	0	0.716417910447761	0	0	0	0	0	0	0	0	0.537313432835821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.656716417910448	1.01492537313433	0	0	0	0	0	0	0	0	79.044776119403	0	0	0	0.119402985074627	0	1.01492537313433	0	0.358208955223881	1.01492537313433	0	0	0	0	0.358208955223881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.477611940298507	0	0	0	0	0	0	0	0	0	0	0	0.776119402985075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.07462686567164	0	0	1.13432835820896	0	0.477611940298507	0	0	0	0	0	0	0	0	0	0	0	0.417910447761194	0	0	0	0	0.417910447761194	0	0	0	0	0.17910447761194	0	0	0	0	0	0	0	0	0	0	0	0.298507462686567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.26865671641791	0.238805970149254
SRR11426363	0	0	0	0.54726368159204	0	0.099502487562189	0	0.298507462686567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.398009950248756	0	0	0	0	0	0.696517412935323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.646766169154229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.348258706467662	0	0	0	0	0	0	0.298507462686567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.099502487562189	0.298507462686567	0	0	0	0	0	0	0	0	81.7412935323383	0	0	0.646766169154229	0	0	0.796019900497512	0	0	1.59203980099502	0	0	0	0	1.59203980099502	0	0	0	0.845771144278607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.995024875621891	0.646766169154229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.62686567164179	0	0	0.696517412935323	0	0	0	0	0	0	0	0	0	0	0	0	0.895522388059702	0.298507462686567	0	0	0	0	0	0	0	0	0	0	0	0	0.099502487562189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.199004975124378	0	0	0.597014925373134
