run	total_reads	g__Acrocalymma	g__Alboefibula	g__Allium	g__Alternaria	g__Amyloporia	g__Antrodiella	g__Arabidopsis	g__Ascodesmidaceae_gen_Incertae_sedis	g__Aspergillus	g__Athelia	g__Aureobasidium	g__Auriporia	g__Basidiodendron	g__Bezerromyces	g__Bullera	g__Butyrea	g__Camptophora	g__Candida	g__Candolleomyces	g__Ceraceosorus	g__Cercozoa_gen_Incertae_sedis	g__Ceriporiopsis	g__Chlorococcum	g__Chrysothrix	g__Ciboria	g__Cladophialophora	g__Cladosporium	g__Conidiobolus	g__Coprinellus	g__Coprinopsis	g__Coriolopsis	g__Crepidotus	g__Cryptococcus	g__Cucurbitaceae_gen_Incertae_sedis	g__Curvibasidium	g__Curvularia	g__Cutaneotrichosporon	g__Cystobasidiomycetes_gen_Incertae_sedis	g__Cystobasidium	g__Cystofilobasidium	g__Dacryobolus	g__Daucus	g__Debaryomyces	g__Debaryomycetaceae_gen_Incertae_sedis	g__Didymella	g__Dioszegia	g__Ectophoma	g__Elmerina	g__Enterocarpus	g__Epicoccum	g__Erythrobasidium	g__Exidia	g__Exophiala	g__Fibricium	g__Filobasidium	g__Fomitopsis	g__Fusarium	g__Ganoderma	g__Gloeophyllum	g__Glycine	g__Golubevia	g__GS13_gen_Incertae_sedis	g__Hannaella	g__Hansfordia	g__Hericiaceae_gen_Incertae_sedis	g__Holtermannia	g__Hormonema	g__Humicola	g__Hyphoderma	g__Hyphodontia	g__Irpex	g__Irpicaceae_gen_Incertae_sedis	g__Kazachstania	g__Kneiffiella	g__Knufia	g__Lasiobolidium	g__Lasiobolus	g__Lentinula	g__Lentitheciaceae_gen_Incertae_sedis	g__Lenzites	g__Leptospora	g__Limtongozyma	g__Linnemannia	g__Lophiostoma	g__Lophodermium	g__Malassezia	g__Meiorganum	g__Meira	g__Meyerozyma	g__Moesziomyces	g__Mortierella	g__Mrakia	g__Mucor	g__Mucronella	g__Musa	g__Mycoaciella	g__Myxarium	g__Naganishia	g__Nakaseomyces	g__Neoascochyta	g__Neocucurbitaria	g__Neosetophoma	g__Neovaginatispora	g__Neurospora	g__Nigroporus	g__Nigrospora	g__Nothophoma	g__Odontoefibula	g__Oligophagozyma	g__Oliveonia	g__Omphalotaceae_gen_Incertae_sedis	g__Ophiognomonia	g__Ophiosphaerella	g__Pallidohirschioporus	g__Panellus	g__Papiliotrema	g__Penicillium	g__Peniophora	g__Peniophorella	g__Perenniporia	g__Periconia	g__Pezizales_gen_Incertae_sedis	g__Phaeosphaeria	g__Phanerochaete	g__Phlebia	g__Phlebiopsis	g__Pleurotaceae_gen_Incertae_sedis	g__Podosphaera	g__Polyporales_gen_Incertae_sedis	g__Porostereum	g__Powellomyces	g__Prunus	g__Pseudochaetosphaeronema	g__Pseudopithomyces	g__Pseudozyma	g__Puccinia	g__Raphanus	g__Resinicium	g__Resupinatus	g__Retiboletus	g__Rhizochaete	g__Rhizoctonia	g__Rhodosporidiobolus	g__Rhodotorula	g__Russula	g__Saccharomyces	g__Schizophyllum	g__Schizoporaceae_gen_Incertae_sedis	g__Septobasidium	g__Sertulicium	g__Sistotrema	g__Sistotremastrum	g__Spissiomyces	g__Sporobolomyces	g__Stagonosporopsis	g__Stemphylium	g__Stereaceae_gen_Incertae_sedis	g__Stereum	g__Sterigmatomyces	g__Streblotrichum	g__Suillus	g__Symmetrospora	g__Taphrina	g__Tetradesmus	g__Tilletia	g__Torula	g__Toxicocladosporium	g__Trametes	g__Tricellula	g__Trichomerium	g__Trichomonascus	g__Trichosporon	g__Triticum	g__Tulasnella	g__Udeniomyces	g__Ustilaginoidea	g__Vishniacozyma	g__Wallemia	g__Wickerhamomyces	g__Xenopyrenochaetopsis	g__Xylodon	g__Zasmidium	Unassigned
SRR12968696	15669	0	0	0	0	0	0	9	0	4	0	0	15	0	0	0	0	0	5	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	107	0	0	0	0	21	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	14779	0	0	0	0	0	0	85	0	0	0	0	137	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	70	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
SRR12968698	1655	0	0	0	8	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1529	0	0	0	0	0	0	4	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
SRR12968701	3191	0	0	5	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	4	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	121	0	0	0	0	0	0	0	0	2671	0	0	0	0	19	0	64	0	0	0	0	14	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	15	11	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	17	0	79	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0
SRR12968702	17701	0	0	0	0	0	0	19	0	7	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	35	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	17302	0	0	0	0	42	0	49	0	0	0	0	37	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
SRR12968706	9915	0	0	0	26	0	0	10	0	0	0	0	6	12	0	0	32	0	17	0	8	0	0	0	0	0	0	142	0	54	26	0	0	0	0	0	0	0	9	14	0	0	0	0	33	23	0	0	0	78	0	0	0	46	0	36	0	43	39	0	0	0	0	0	0	0	0	0	0	0	0	29	4	8	0	18	0	40	0	0	0	0	0	0	0	0	8147	0	0	0	0	14	0	141	14	0	34	0	143	0	0	16	0	0	24	0	0	0	0	0	0	0	0	6	0	0	0	39	0	0	42	0	0	0	15	9	0	0	0	0	12	0	0	0	0	0	0	70	0	9	0	16	0	0	53	0	0	5	0	0	42	0	4	0	24	0	0	0	0	0	0	0	0	27	0	0	0	0	50	0	0	0	22	0	0	0	0	0	5	0	0	30	0	149
SRR12968709	3504	0	0	0	11	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	139	0	0	0	0	0	0	0	0	2754	0	0	28	0	0	0	144	0	0	0	0	42	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	55	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	7	0	0	0	0
SRR12968710	3168	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	28	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	15	0	0	0	0	0	0	0	0	2610	0	0	0	0	78	0	63	0	0	0	0	47	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	30
SRR12968646	7448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	18	9	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	6677	0	0	0	0	21	0	111	0	0	0	0	24	0	0	0	0	0	29	34	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	33	0	0	0	0	0	0	61	0	7	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124
SRR12968650	3883	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	6	0	0	0	0	0	0	0	0	3776	0	0	0	0	0	0	14	0	0	0	0	3	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	4	0	0	0	0	0	0	13	0	8	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR12968656	6867	0	0	0	5	0	0	47	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	5957	0	0	72	0	87	0	66	0	0	0	0	41	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	59	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	48	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
SRR12968658	8017	0	0	0	12	0	0	10	0	0	0	9	0	0	0	0	0	0	8	0	0	21	0	0	0	0	0	42	0	0	0	0	0	9	0	0	7	2	0	0	0	0	0	0	0	10	0	0	0	29	233	0	9	0	0	148	0	25	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	61	26	0	0	0	0	0	0	0	0	3204	0	0	0	0	59	0	49	0	0	0	0	262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	34	0	8	26	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	3143	0	40	3	0	0	0	0	0	0	4	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	15	11	0	0	0	0	0	0	0	0	0	10	0	417
SRR12968666	20259	0	0	0	0	0	0	15	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	13	0	0	0	0	13	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	47	0	0	0	0	0	0	0	0	19716	0	0	0	0	0	3	45	0	0	0	0	25	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	5	0	56	0	0	0	0	0	0	0	0	0	0	0	16	0	11	0	0	0	0	0	3	0	6	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0
SRR12968668	1599	0	0	0	0	0	0	13	0	0	0	5	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	11	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	3	10	0	0	0	0	13	17	0	0	0	0	0	0	0	0	1204	0	0	0	0	15	0	47	0	0	0	0	31	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	16	0	0	0	11	0	0	0	0	9	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	9
SRR12968670	3208	0	0	0	0	0	0	12	0	0	0	4	0	12	0	0	0	0	0	0	0	41	0	0	0	0	0	31	9	0	0	0	0	0	0	0	1	0	0	8	0	0	0	0	30	0	0	18	0	18	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	6	0	0	0	0	0	0	31	8	0	0	0	0	0	0	0	0	2472	0	0	0	0	12	50	83	0	17	0	0	30	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	4	0	0	0	0	5	0	0	0	7	0	0	0	0	0	0	24	0	0	0	0	0	0	95	0	54	5	0	0	22	0	0	0	13	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
SRR12968672	3098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	6	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	2861	0	0	0	0	16	0	23	0	0	0	0	14	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17
SRR12968674	1051	0	0	0	3	0	0	8	0	0	0	3	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	891	0	0	0	0	17	0	41	0	0	0	0	10	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	17	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR12968680	1280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	1157	0	0	0	0	0	0	22	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	12	0	0	0	0	0	0	0	2	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	6
SRR12968683	2835	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	48	0	0	0	0	0	0	0	0	2488	0	0	0	0	40	0	74	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR12968687	9282	0	0	0	9	0	0	17	0	0	0	0	0	0	0	0	0	0	37	0	0	106	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	8412	0	0	0	0	0	0	118	0	0	0	0	69	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	11	0	25	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	80	0	0	0	0	46	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
SRR12968688	7098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	6553	0	0	0	0	31	0	61	0	0	0	0	22	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51
SRR12968693	3398	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	11	0	0	0	60	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	15	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	69	0	0	0	0	0	0	0	0	2864	0	0	0	0	9	0	89	0	0	0	0	32	0	0	0	0	0	18	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	13	0	0	0	0	0	0	46	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28
SRR12968697	1278	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	1	0	0	11	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	11	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	976	0	0	0	0	0	0	66	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	23
SRR12968699	4585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	8	10	0	0	0	0	13	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	4267	0	0	0	0	0	0	106	0	0	0	0	39	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	12
SRR12968700	5976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	8	0	0	0	0	0	17	0	12	5264	0	0	1	0	92	0	68	0	0	0	0	74	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
SRR12968703	5595	0	0	0	6	0	0	21	0	6	0	8	0	0	0	0	0	0	2	0	0	23	0	0	0	0	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	5	0	0	0	0	0	5	0	3	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	4925	0	0	0	0	0	0	101	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	10	0	0	0	131	0	39	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	57
SRR12968704	3945	0	0	0	3	7	0	40	0	0	0	22	0	0	0	0	0	0	0	0	0	29	0	0	10	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	76	0	0	0	0	17	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	46	0	0	0	0	0	0	0	0	3148	0	7	2	0	7	0	177	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	10	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166	0	4	6	0	0	15	0	0	0	23	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	28
SRR12968707	1629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	19	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	52	0	0	0	0	0	0	0	0	1236	0	0	0	0	0	0	72	0	0	0	0	14	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	8	11	0	0	0	0	0	0	0	0	0	7	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
SRR12968708	12713	0	0	0	4	0	0	25	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	30	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	33	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0	0	11530	0	0	0	0	78	0	255	0	0	0	0	73	0	0	0	0	0	42	0	21	0	0	0	0	0	0	0	0	0	0	51	13	0	0	0	0	0	0	0	0	0	0	0	0	11	0	18	0	0	0	0	0	0	0	0	0	0	34	0	57	0	0	0	38	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	56
SRR12968652	27874	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	103	0	0	0	0	24	14	0	0	0	52	0	0	0	0	0	22	71	0	0	0	0	6	0	0	0	0	0	30	0	95	5	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	26454	13	0	0	0	96	0	178	0	0	0	0	25	0	0	0	0	0	215	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	48
SRR12968655	32664	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	7	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	14	30	0	0	0	0	0	0	0	0	32050	0	0	0	0	10	89	0	0	0	0	0	81	0	33	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	35	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	56
SRR12968657	18974	0	0	0	0	0	0	91	0	16	0	23	0	50	30	0	0	15	4	0	0	0	0	0	0	11	0	198	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	10	108	0	0	0	0	19	0	0	0	0	0	8	16	0	0	13	0	0	0	0	0	0	4	24	0	4	22	35	0	0	0	0	119	0	0	21	0	0	0	0	0	0	16962	0	0	0	0	32	0	134	0	0	16	0	3	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	19	122	0	0	0	0	0	0	0	14	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	375	15	0	26	0	0	0	0	39	0	0	36	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	9	0	0	5	12	0	162
SRR12968663	10635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	9	0	0	0	0	0	0	0	11	0	0	0	0	0	0	2	0	0	0	0	0	0	15	0	0	0	0	47	12	0	0	0	0	0	0	0	0	10226	0	0	0	0	7	0	25	0	0	0	0	11	0	0	0	0	11	39	0	0	0	0	0	0	0	0	0	0	0	6	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	18	0	28	7	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57
