run	total_reads	g__Acer	g__Acremonium	g__Actinomucor	g__Agaricales_gen_Incertae_sedis	g__Albifimbria	g__Allium	g__Allocryptovalsa	g__Allovahlkampfia	g__Alternaria	g__Amyloporia	g__Anthracina	g__Antrodiella	g__Arabidopsis	g__Arthrocatena	g__Ascotricha	g__Aspergillus	g__Aureobasidium	g__Auricularia	g__Baltazaria	g__Basidiodendron	g__Beauveria	g__Bipolaris	g__Bjerkandera	g__Blumeria	g__Botryotrichum	g__Botrytis	g__Brassica	g__Buckleyzyma	g__Bullera	g__Bulleribasidium	g__Camarops	g__Candida	g__Candolleomyces	g__Cercozoa_gen_Incertae_sedis	g__Cerrena	g__Chaetomium	g__Cheilymenia	g__Chlamydomonas	g__Chlorococcum	g__Chrysothrix	g__Citrus	g__Cladosporium	g__Clitocybe	g__Clonostachys	g__Coleosporium	g__Collariella	g__Colletotrichum	g__Coniosporium	g__Coprinopsis	g__Cordana	g__Coronicium	g__Cryptococcus	g__Cucumis	g__Cucurbita	g__Curvibasidium	g__Curvularia	g__Cutaneotrichosporon	g__Cyanosporus	g__Cylindrobasidium	g__Cystobasidiomycetes_gen_Incertae_sedis	g__Cystobasidium	g__Cystofilobasidium	g__Daedaleopsis	g__Daucus	g__Debaryomyces	g__Debaryomycetaceae_gen_Incertae_sedis	g__Didymella	g__Dioszegia	g__Draba	g__Edenia	g__Elmerina	g__Elymus	g__Enterocarpus	g__Entyloma	g__Epicoccum	g__Erythrobasidium	g__Eukaryota_gen_Incertae_sedis	g__Exophiala	g__Fibroporia	g__Fibulomyces	g__Filobasidium	g__Flammulina	g__Fomitopsis	g__Fusarium	g__Genolevuria	g__Glycine	g__Golubevia	g__Hannaella	g__Harzia	g__Heterobasidion	g__Hexagonia	g__Holtermannia	g__Humicola	g__Humulus	g__Hyphoderma	g__Hyphodontia	g__Hypholoma	g__Hyphopichia	g__Inonotus	g__Ipomoea	g__Irpex	g__Irpicaceae_gen_Incertae_sedis	g__Ischnoderma	g__Jaminaea	g__Kazachstania	g__Knufia	g__Kurtzmaniella	g__Lasiobolidium	g__Lasiobolus	g__Lentinula	g__Lepista	g__Leptodictyum	g__Leptospora	g__Linnemannia	g__Lithohypha	g__Loweomyces	g__Lyomyces	g__Malassezia	g__Marasmius	g__Melanophyllum	g__Meyerozyma	g__Microdochium	g__Moesziomyces	g__Mortierella	g__Mucor	g__Musa	g__Myriangiales_gen_Incertae_sedis	g__Naganishia	g__Neoacremonium	g__Neoascochyta	g__Neocamarosporium	g__Neoceratosperma	g__Neocucurbitaria	g__Neosetophoma	g__Neurospora	g__Nigrospora	g__Nothophoma	g__Ochrocladosporium	g__Oligophagozyma	g__Oxyporus	g__Papiliotrema	g__Paradevriesia	g__Paraphoma	g__Parasarocladium	g__Peltaster	g__Penicillium	g__Peniophora	g__Peniophorella	g__Perenniporia	g__Periconia	g__Peroneutypa	g__Pestalotiopsis	g__Pezizales_gen_Incertae_sedis	g__Phaeococcomyces	g__Phaeosphaeria	g__Phaeosphaeriaceae_gen_Incertae_sedis	g__Phanerochaete	g__Phlebia	g__Pholiota	g__Phomatospora	g__Phyllanthus	g__Physisporinus	g__Pichia	g__Pithomyces	g__Pithya	g__Plectosphaerella	g__Pleurotus	g__Poa	g__Polyporaceae_gen_Incertae_sedis	g__Porostereum	g__Preussia	g__Prunus	g__Pseudeurotium	g__Pseudogymnoascus	g__Pseudomicrostroma	g__Pseudomuriella	g__Puccinia	g__Pyrenochaetopsis	g__Pyricularia	g__Radulomyces	g__Raphanus	g__Rasamsonia	g__Rhizophlyctis	g__Rhodosporidiobolus	g__Rhodotorula	g__Rosa	g__Saccharomyces	g__Saitozyma	g__Sarocladium	g__Sawadaea	g__Scenedesmaceae_gen_Incertae_sedis	g__Schizophyllum	g__Setomelanomma	g__Setophoma	g__Sida	g__Sirobasidium	g__Sistotrema	g__Sistotremastrum	g__Skvortzovia	g__Solicoccozyma	g__Sporisorium	g__Sporobolomyces	g__Stagonosporopsis	g__Stereaceae_gen_Incertae_sedis	g__Stereum	g__Sterigmatomyces	g__Streblotrichum	g__Strobilurus	g__Symmetrospora	g__Tausonia	g__Thermomyces	g__Torula	g__Toxicocladosporium	g__Trametes	g__Trechispora	g__Trichoderma	g__Trichomerium	g__Trichomonascus	g__Trichosporon	g__Trichothecium	g__Triticum	g__Tulasnellaceae_gen_Incertae_sedis	g__Tyromyces	g__Ustilaginoidea	g__Ustilago	g__Uwebraunia	g__Vacuiphoma	g__Vishniacozyma	g__Wallemia	g__Wickerhamomyces	g__Xeromyces	g__Xylodon	g__Zasmidium	g__Zymoseptoria	Unassigned
SRR11604875	344530	0	0	212	0	0	0	0	0	0	0	0	0	11754	0	0	0	0	0	0	0	0	0	0	0	7884	0	0	0	0	0	0	0	0	40872	0	0	0	4306	0	0	0	0	0	0	0	1481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13282	0	0	70	0	0	0	30214	0	0	27	50	0	0	0	0	0	0	13207	0	0	0	29	0	0	0	4447	8448	0	0	0	0	27	0	0	10	0	0	0	0	0	0	6131	59923	0	0	0	0	13040	0	0	0	73	0	0	0	0	0	13153	31288	0	0	0	0	0	0	0	0	0	7528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	459	0	0	0	0	0	0	0	0	0	0	968	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8795	0	0	7433	0	0	0	2016	0	0	879	0	0	0	109	0	0	0	4289	0	0	0	0	0	28	0	0	0	0	44	0	0	0	0	0	50029
SRR11604880	42530	0	0	0	0	0	0	0	0	176	0	0	0	0	0	0	198	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	179	0	0	80	342	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203	0	0	0	0	0	0	407	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	588	0	0	328	0	0	0	0	0	38404	0	0	0	0	0	105	283	0	0	37	0	0	0	0	0	191	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0	0	0	0	0	0	0	0	0	70	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	108	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	344
SRR11604881	10579	0	0	0	0	0	512	0	0	8	31	0	0	1	17	0	180	34	109	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	209	0	0	1206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	5600	0	0	0	0	0	0	0	0	0	253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	32	20	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	33	461	13	0	0	0	0	0	61	0	0	0	0	0	99	0	0	0	0	0	0	0	27	0	0	0	0	0	61	0	0	0	0	0	0	0	0	8	0	52	0	123	46	0	0	80	0	593	0	0	0	381
SRR11604883	38166	0	0	0	0	0	0	0	0	238	65	0	0	0	0	0	0	278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	229	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	71	0	0	0	0	38	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	50	76	0	0	0	0	5	0	0	0	33940	0	0	0	0	0	0	9	0	32	156	0	0	0	0	60	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0	17	0	0	0	0	0	0	0	0	0	77	0	0	0	64	0	86	0	0	0	0	0	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2094
SRR11604885	17560	0	0	0	0	0	3	0	0	481	0	0	0	6	0	0	49	250	0	0	0	0	53	0	0	7	0	0	0	0	0	0	0	0	16	0	0	0	3	0	0	0	344	0	0	0	6	0	0	0	0	0	0	0	0	0	6	0	19	0	16	0	0	0	0	0	0	40	0	0	0	8	0	5	0	10	0	0	0	0	0	69	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	49	0	8	0	0	0	0	0	0	15191	0	0	0	0	0	0	19	0	0	70	0	0	0	0	7	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	22	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	337	0	40	0	0	0	0	29	3	0	0	0	0	0	22	26	0	16	9	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	113
SRR11604893	31597	0	0	0	0	0	0	0	0	0	0	0	0	1912	0	0	0	0	0	0	0	0	0	0	0	652	0	0	0	0	0	0	0	0	1597	0	0	0	0	0	0	0	141	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1693	0	0	0	0	0	0	1574	0	0	0	0	0	0	0	0	334	0	195	0	0	0	18	0	0	0	995	530	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	3439	0	0	0	0	878	0	0	0	11639	0	0	0	0	0	830	346	0	0	0	0	0	0	0	0	0	883	0	0	0	0	0	0	0	0	0	0	228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180	0	0	425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	358	0	0	0	0	0	0	12	406	0	0	0	0	0	0	0	0	0	2264
SRR11604897	5482	0	0	0	0	0	0	27	0	345	0	0	0	108	0	0	65	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	361	0	0	0	140	0	0	0	81	0	0	0	0	0	0	0	0	0	33	0	0	0	7	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	256	0	0	0	0	0	23	0	0	0	0	66	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	221	0	0	0	0	57	0	0	0	1987	0	0	0	0	22	123	170	0	0	178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	219	0	0	231	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	100	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	233
SRR11604898	21659	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	1278	0	0	0	0	0	0	0	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	343	0	2400	0	0	0	0	0	0	0	0	172	0	0	0	0	0	0	0	550	553	0	0	0	0	0	0	0	51	0	0	0	0	0	0	353	511	0	0	0	0	0	0	0	0	6665	0	0	0	0	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	309	0	80	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149	0	0	0	0	0	0	0	0	0	7315
SRR11604899	29726	0	0	11	0	0	0	0	0	0	0	0	0	598	0	0	0	45	0	0	0	0	0	0	0	341	0	0	0	0	0	0	0	0	1773	0	0	7	253	0	0	0	35	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	912	0	0	0	0	0	0	1765	0	0	0	0	0	0	0	0	0	0	728	0	0	0	0	0	0	0	673	516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	440	4842	0	0	0	0	857	0	0	0	5761	0	0	0	0	0	1102	2395	0	0	30	0	0	0	0	0	0	503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0	7	0	0	0	0	0	0	0	0	0	0	0	0	765	0	0	489	0	0	0	156	0	0	36	0	0	0	0	0	0	0	225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3874
SRR11604901	146571	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	260	0	0	0	0	0	0	0	0	123	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1211	0	0	0	0	261	0	0	0	142267	0	0	0	0	0	265	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	609	0	0	0	0	0	0	0	0	0	0	0	346	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	9	226	0	0	0	0	0	0	0	0	0	0	35	0	0	41	0	0	509
SRR11604903	13645	0	50	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	22	0	0	0	1	0	0	0	84	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	121	3	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	12814	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143
SRR11604909	7060	0	0	0	0	0	0	0	0	0	50	0	0	17	0	0	98	0	0	0	0	0	0	0	0	0	34	96	3	34	0	0	122	0	77	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	51	0	0	0	23	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	34	0	0	30	0	0	0	0	0	0	17	0	0	0	5233	0	0	0	0	0	169	84	0	0	18	0	13	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	102	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	15	0	0	0	73	0	0	0	0	0	26	0	0	0	0	0	0	0	0	39	0	24	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	14	0	0	0	0	133
