run	[Bacteroides] pectinophilus group	[Clostridium] innocuum group	[Clostridium] methylpentosum group	[Eubacterium] brachy group	[Eubacterium] eligens group	[Eubacterium] ruminantium group	[Eubacterium] siraeum group	[Eubacterium] ventriosum group	[Eubacterium] xylanophilum group	[Ruminococcus] gauvreauii group	[Ruminococcus] gnavus group	Achromobacter	Acidaminococcus	Acidovorax	Acinetobacter	Actinoallomurus	Actinobacillus	Actinomyces	Actinotignum	Acutalibacter	Adhaeribacter	Aeribacillus	Aerococcus	Aestuariimicrobium	Afipia	Agathobacter	Agathobaculum	Agrobacterium	Agrococcus	Akkermansia	Alicycliphilus	Alistipes	Alkanindiges	Allisonella	Alloscardovia	Amaricoccus	Aminicella	Aminobacter	Anaerobutyricum	Anaerococcus	Anaerofustis	Anaeroglobus	Anaerostipes	Anaerotignum	Anaerotruncus	Antarcticibacterium	Aquabacterium	Aquamonas	Aquicella	Arcanobacterium	Arcobacter	Arhodomonas	Asaccharobacter	Atopobium	Atopococcus	Atopostipes	Bacillus	Bacteroides	Barnesiella	Bergeyella	Berryella	Bifidobacterium	Bilophila	Blastococcus	Blautia	Bosea	Brachybacterium	Bradyrhizobium	Brevibacterium	Brevundimonas	Brucella	Burkholderia-Caballeronia-Paraburkholderia	Butyribacter	Butyricimonas	CAG-196	CAG-352	CAG-56	Caldicoprobacter	Caldimonas	Campylobacter	Candidatus Soleaferrea	Caproiciproducens	Catenibacillus	Catenibacterium	Catenisphaera	Caulobacter	Cellulomonas	CHKCI002	Christensenellaceae R-7 group	Chryseobacterium	Citricoccus	Citrobacter	Cloacibacillus	Cloacibacterium	Clostridium	Cohnella	Colidextribacter	Collinsella	Comamonas	Conyzicola	Coprobacillus	Coprobacter	Coprococcus	Corynebacterium	Criibacterium	Crossiella	CSP1-2	Cupriavidus	Curvibacter	Cutibacterium	Dechloromonas	Defluviitaleaceae UCG-011	Deinococcus	Delftia	Dermabacter	Dermacoccus	Desulfovibrio	Dialister	Diaphorobacter	Dielma	Dorea	DTU089	Eggerthella	Eisenbergiella	Enhydrobacter	Enterobacillus	Enterobacter	Enterocloster	Enterococcus	Eremococcus	Erysipelotrichaceae UCG-003	Escherichia-Shigella	Eubacterium	Exiguobacterium	Extibacter	Ezakiella	Facklamia	Faecalibacterium	Faecalicoccus	Faecalimonas	Faecalitalea	Falsochrobactrum	Family XIII AD3011 group	Family XIII UCG-001	Fannyhessea	Fastidiosipila	Faucicola	Fenollaria	Ferrovibrio	Finegoldia	Flavimobilis	Flavobacterium	Flavonifractor	Fontibacillus	Fournierella	Frisingicoccus	Fusicatenibacter	Fusobacterium	Gabonibacter	Gardnerella	GCA-900066575	Gemella	Gemmiger	Geothermomicrobium	Gleimia	Glutamicibacter	Gordonia	Gordonibacter	Granulicatella	Haemophilus	Halomonas	Helcococcus	Herbaspirillum	Holdemanella	Holdemania	Howardella	Hoylesella	HT002	Hungatella	Hydrocarboniphaga	Hydrogenoanaerobacterium	Hydrogenophilus	Hymenobacter	Intestinibacter	Intestinimonas	Jeotgalicoccus	Jonquetella	Kallipyga	Kingella	Kinneretia	Klebsiella	Knoellia	Kocuria	Kytococcus	Lachnoanaerobaculum	Lachnoclostridium	Lachnospira	Lachnospiraceae FCS020 group	Lachnospiraceae FE2018 group	Lachnospiraceae NC2004 group	Lachnospiraceae ND3007 group	Lachnospiraceae NK4A136 group	Lachnospiraceae UCG-004	Lachnospiraceae UCG-010	Lacticaseibacillus	Lactobacillus	Lactococcus	Latilactobacillus	Lawsonella	Leifsonia	Leyella	Ligilactobacillus	Limnobacter	Limosilactobacillus	Listeria	Luteimonas	Lysinibacillus	Mailhella	Marinococcus	Marmoricola	Marvinbryantia	Massilia	Massiliomicrobiota	Massiliprevotella	Mediterraneibacter	Megamonas	Megasphaera	Merdibacter	Mesorhizobium	Metabacillus	Methanobrevibacter	Methanosphaera	Methylobacillus	Methylobacterium	Methylocella	Methylopila	Methylorubrum	Microbacterium	Microcella	Micrococcus	Microlunatus	Microvirga	Mitsuokella	MN 122.2a	Mobiluncus	Modestobacter	Mogibacterium	Monoglobus	Moraxella	Moryella	Mucilaginibacter	Murdochiella	Mycobacterium	Ndongobacter	Negativibacillus	Negativicoccus	Neomicrococcus	Nesterenkonia	Nitrobacter	Nitrosomonas	Nitrospirillum	NK4A214 group	Nocardioides	Nosocomiicoccus	Noviherbaspirillum	Novispirillum	Novosphingobium	Nubsella	Odoribacter	Oligella	Olsenella	Oribacterium	Oscillibacter	Oscillospira	Ottowia	Paenarthrobacter	Paeniglutamicibacter	Paludicola	Pandoraea	Pantoea	Parabacteroides	Paracoccus	Paraprevotella	Parasutterella	Parvimonas	Patulibacter	Pediococcus	Peptococcus	Peptoniphilus	Peptostreptococcus	Phascolarctobacterium	Phocaeicola	Phyllobacterium	Pleomorphomonas	Pleurocapsa PCC-7319	Porphyromonas	Prevotella	Prevotellaceae NK3B31 group	Prevotellaceae UCG-001	Propionibacterium	Propioniciclava	Proteus	Pseudarthrobacter	Pseudoalteromonas	Pseudoclavibacter	Pseudoglutamicibacter	Pseudokineococcus	Pseudomonas	Pseudoxanthomonas	Psychrobacillus	Psychrobacter	Pygmaiobacter	Ralstonia	Rarimicrobium	Rathayibacter	Rhizobacter	Rhizobium	Rhizorhapis	Rhodococcus	Rhodocytophaga	Rickettsia	Rikenellaceae RC9 gut group	Robinsoniella	Romboutsia	Roseburia	Roseomonas	Rothia	Rouxiella	Rubellimicrobium	Ruminiclostridium	Ruminococcus	Ruthenibacterium	S5-A14a	Saccharibacillus	Saccharopolyspora	Salmonella	Salsuginibacillus	Schaalia	Segatella	Sellimonas	Senegalimassilia	SH-PL14	Shinella	Shuttleworthia	Slackia	Sneathia	Solirubrobacter	Solobacterium	Sphingobium	Sphingomonas	Sphingopyxis	Sporocytophaga	Staphylococcus	Stenotrophomonas	Streptococcus	Streptomyces	Subdoligranulum	Succinatimonas	Succiniclasticum	Sutterella	Synergistes	Tepidimonas	Terrisporobacter	Tessaracoccus	Thermomonas	Thomasclavelia	Tissierella	Treponema	Trueperella	Tsuneonella	Tundrisphaera	Turicibacter	Tyzzerella	UCG-002	UCG-003	UCG-004	UCG-005	UCG-007	UCG-008	UCG-009	Unassigned	Varibaculum	Variovorax	Veillonella	Vibrio	Victivallis	Vulcaniibacterium	W5053	Weissella	Winkia	Youngiibacter	Zag_111
SRR31465446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34.9616586197103	0.975101770330399	0	0	0	0	0	0	0	0	0	0	0	9.52144277193979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.10640916406324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.46019123355107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.61847959859888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.125437849095901	0	0	0	0	0	0	0	0	0	0	0.60115497491243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.8676512354445	0	0	0	6.78784436239705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.9746284199565	0	0	0	0	0	0	0	0	0	0	0
SRR31465462	0	0	0	1.42509942554132	2.70842539401974	0	0	0	0	0	0	0	0	0	4.25688613934306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.66033289144204	0	0	0	0	0	0	0	0	0	0	0.473191928119016	0	0	0	0	0	0	0	0	0	4.54043305346885	0	0	0	0.74753277360436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.69369568419502	0	0	0	0	0	4.82029754013846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.69325379290028	0	0	0	0	0	0	11.7174841655619	0	0	0	0	0	3.3325968478421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.78803947562233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.49138311975254	0	0	0	0	0	0	0	0	0	0.00736485491235823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.252246280748269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.0640742377375	0	3.49646486964207	0	31.5547208719988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.92178524083076	0	0	0	0	0	0	3.35469141257917	0	0	0	0	0	0	0	0	0	0	0
SRR31465463	0	0	0	0	0	0	0	0	0	0	0	0	0	3.42485393741711	16.3016595576902	0	2.09684934943905	0	0	0	0	0	0	0	1.31904369332234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.92318721101115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0842324097637908	0	0	0	1.64880461665293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.480303953546722	2.31011864224524	1.43911968170902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.43747087709237	0	0	0	0	0	0	5.45180830854152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.85135667945088	0	0.00179217893114449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.878167676260798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.322592207606007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.62192193268576	0	0	0.756299508942973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.39255887307789	0	0	0	0	0	0.0770636940392129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.16312412631277	0	0.00896089465572243	0	0	0	0	0	0	0	0	0	0	25.303774328829	0	2.52518011398258	0	6.91601849528657	0	3.20800028674863	0	0	0	0	0	0	0.763468224667551	0	0	0	0	0	0	0	0	0	0	0	0.00179217893114449	0	0	0	0	0	0	4.2904763611599	0	0	0	0	0	0	0	0	0	0	0
SRR31465465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.293058962189023	0	0	0	0	0	0	0	0	0	0	0.0987481285636925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.261204727168477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.114675246073966	98.076004204759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0923772815595833	0	0	0	0	0	0	0.203867104131494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.047781352530819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0573376230369828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0541521995349282	0.0063708470041092	0	0.11786066957602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.261204727168477	0.031854235020546	0	0	0.0828210110534195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0764501640493103	0	0	0	0	0	0	0.124231516580129	0	0	0	0	0	0	0	0	0	0	0
SRR31465468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.196850393700787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.133709701381667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.226563660674491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.984251968503937	0	0	0	0	0	0	0.672262665280048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97.0732432030902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.122567226266528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.590551181102362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR31465447	0	0	0	0	0	0	0	0	0	0	0	0	0	5.85676037483266	9.52699687639447	0	0	0	0	0	0	0	4.64636323070058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.8498438197233	0	0	0	0	0	0	0	0	0.496430165104864	0	1.78491744756805	0	0	0	0	0	0	0	0	0	0.00557786702365016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.435073627844712	0	0	0	0	0	0.803212851405622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.586791610888	0	0	0	0	0	0	11.5350290049085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.34828201695672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.105979473449353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.21441320838911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0278893351182508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.2771084337349	0	1.35542168674699	0	0	0	1.6231593038822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.55644801427934	0	0	4.96430165104864	0	0	0	0	0	0	0	0
SRR31465470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27.0756729304215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.111731843575419	0	0	0	0	2.99035043169121	1.0401218892839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00609446419502285	0	0	0	0	0	0	43.6465210766887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00203148806500762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.156424581005587	0	0	0	0	0	0	0	0	0	0	0.784154393092941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.0792280345353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.107668867445404	0	0	0	0	0	0	0	0	0	0	0
SRR31465451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.34177337833255	0	0	0	0	0	0.238991070130961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.2280426954317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.104962294314273	2.61275372616145	0.030681286030326	0	0	0	0	0	0	0	0	0	0	2.02657968252943	0	0	0	0	0	0	0	0	0	0	0	0	0	0.226072633907665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.24501429102007	0.439226831592036	0	0	0	1.61157491885607	0	0	0	0	0	0	0	0	0	0	1.44040563889741	0	0	0	0	0	0	6.96949634246774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.84249196634747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.410160350089622	0	0	0	0	0	0	0	0	0	1.06738579294976	0	0	0	0	0	0	0	0	0	0	0	0.301968446719525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.125954753177128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.744424887367384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.7103040676926	0	3.62846577421803	0	35.6451951491272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00807402263955948	0	0	0	0	0	0	0	0	0	0	0
SRR31465472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.26290071814615	0	0	0	0	0	0	0	0	0	2.86703190938032	0	0	1.67320648552602	0	0	0	0	0	0	0	0	0	0	0	2.18405271340786	0	0	0	0	0	0	6.50958762123343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.26497371733175	0	2.54497667875916	0	1.33634411786481	0	0.758865773302732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.366476641741319	0	0	0	0	3.85540830680388	0.490486414451766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.04020137706374	0.01110535278004	1.65284667209595	0	0	0	0	4.79566150884726	0	3.07248093581106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0568594062338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.53624046790553	0	0	0	0	0	0	0	0	4.97519804545791	0	0	0	0	0	9.07492411342267	1.80276893462649	0	0	0	0	0	1.4992226253054	0	0	0	0	0	0.0740356852002665	0	0	0	0	0	0	0	0	0	0	0.744058636262679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.5913970533797	0	0	0	9.06937143703265	6.39668320130303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.49263344932257	0	0	0	0	0	0	0	0	0	0	0
SRR31465464	0	0	0	0	0	0	0	0	0	0	0	0.958623676233219	0	0	7.53710483839219	0	0	0	0	0	0	0	0	0	0	0	0	1.37396165505295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.2929018542577	0	0	0	0	0	0	0	0	4.05102161332231	0	0	0	0	0	0	0	0	0	0	0	1.92512105822605	0	5.61395220660604	2.62391244439195	0.91925514743514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.895634030156293	0	0	0.862170780677926	0.494075036415889	0	0	0	0	0	0	0	1.53930947600488	0	0	0	0	0	2.83847092634148	0	0	0	0	0	0	6.69658674855321	0	0	0	0	0	0	0	0	0	0.00590527931971182	0	0	0	0	0	0	0	4.85413960080312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.41529861029093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.537380418093776	0	0	0	0	0	3.09042951064919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.23420337781977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0137789850793276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.665328136687532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.87965040746427	0	0	0	0	0	0.0531475138774064	0.836581236959175	0	0	0	0	0	0	0	0	0	0.0866107633557734	1.60820440140152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.356285185622613	0	0	0	0	0	14.5722609346089	0	0	0	2.42116452108185	7.10798787449313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.37785913940396	0	0	0	0	0	0	0	0	0	3.26168261092083	0	0	0	0	0	0	0	0	0	0	0
SRR31465473	0	0	0	0	0	0	0	0	0	0	0	0	0	2.39812829011503	9.18586190569033	0	0	0	0	0	0	0	0	0	0	0	0	0	0.153190541180403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.54794863938947	0	0.0501350862044954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.47054563685486	0	1.02219870205832	0	0	0	0.983204746121494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.259031278723226	0	0	0	0	3.18079269141854	0.339804473163802	1.07790435339665	0	2.24493774893463	0	0	0	0	0	0	0	0	0	0	0	0.704676489429853	0	0	0	0	0	0	12.8847171545553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.1214661727432	0	0	0	0	0	0	1.18931565607331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.43450408043896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.921928529649333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0529203687714119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.96607525833496	0	0	0	0	0	0	0	0	0	0	0	3.33398323259895	0	0	0	0	0	0.0278528256691641	0	0	0	0	0	0	0	0	0	0.543130100548701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.495780296911122	0	0	0	0	0	0	0	0	0	0	0	0	0	19.0903267136451	2.62930674316909	4.4285992813971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.12246887446731	0	0	0	0	0	0	0	0	0	0	0	0	0	0.139264128345821	0	0	0	0	0	0	0	0	0	0	0
