run	total_reads	[Bacteroides] pectinophilus group	[Clostridium] innocuum group	[Clostridium] methylpentosum group	[Eubacterium] brachy group	[Eubacterium] eligens group	[Eubacterium] ruminantium group	[Eubacterium] saphenum group	[Eubacterium] siraeum group	[Eubacterium] ventriosum group	Acetanaerobacterium	Acidaminococcus	Actinomyces	Acutalibacter	Adlercreutzia	Agathobacter	Agathobaculum	Akkermansia	Alistipes	Allisonella	Anaerobutyricum	Anaerococcus	Anaerofilum	Anaerofustis	Anaeroplasma	Anaerosporomusa	Anaerostipes	Anaerotignum	Anaerotruncus	Anaerovorax	Angelakisella	Asaccharobacter	ASF356	Asteroleplasma	Aurantimonas	Bacteroides	Barnesiella	Bifidobacterium	Bilophila	Blautia	Brachyspira	Butyricimonas	CAG-196	CAG-352	CAG-56	CAG-873	Caldicoprobacter	Campylobacter	Candidatus Soleaferrea	Caproiciproducens	Catenibacterium	Catenisphaera	CHKCI001	Christensenella	Christensenellaceae R-7 group	Citrobacter	Cloacibacillus	Clostridioides	Clostridium	Colidextribacter	Collinsella	Coprobacillus	Coprobacter	Coriobacteriaceae UCG-003	Corynebacterium	Cronobacter	Defluviitaleaceae UCG-011	Desulfovibrio	Dialister	Dielma	Dorea	DTU089	Eggerthella	Enhydrobacter	Enorma	Enterobacter	Enterocloster	Enterococcus	Enteroscipio	Eremococcus	Erysipelotrichaceae UCG-003	Erysipelotrichaceae UCG-006	Escherichia-Shigella	Eubacterium	Ezakiella	F0332	Faecalibacterium	Faecalicatena	Faecalitalea	Family XIII AD3011 group	Family XIII UCG-001	FD2005	Fenollaria	Finegoldia	Flavonifractor	Fournierella	Frisingicoccus	Fusicatenibacter	Fusobacterium	Gabonibacter	Gardnerella	GCA-900066755	Gemella	Gemmiger	Gordonibacter	Haemophilus	Harryflintia	Helicobacter	Holdemanella	Holdemania	Howardella	Hoylesella	HT002	Hungatella	Hydrogenoanaerobacterium	Intestinimonas	Klebsiella	Kosakonia	Lachnospira	Lachnospiraceae FCS020 group	Lachnospiraceae ND3007 group	Lachnospiraceae NK3A20 group	Lachnospiraceae UCG-003	Lachnospiraceae UCG-006	Lachnospiraceae UCG-010	Lacticaseibacillus	Lactiplantibacillus	Lactobacillus	Lactococcus	Lancefieldella	Latilactobacillus	Leyella	Ligilactobacillus	Limosilactobacillus	Macellibacteroides	Marvinbryantia	Massiliomicrobiota	Massiliprevotella	Mediterraneibacter	Megamonas	Megasphaera	Merdibacter	Methanobrevibacter	Mitsuokella	Mobiluncus	Mogibacterium	Monoglobus	Negativibacillus	Neisseria	Neoscardovia	NK4A214 group	Odoribacter	Oscillibacter	Oscillospira	Oxalobacter	Paeniclostridium	Paludicola	Papillibacter	Parabacteroides	Paraprevotella	Parasutterella	Parolsenella	Parvimonas	Pectobacterium	Peptococcus	Peptoniphilus	Peptostreptococcus	Peribacillus	Phascolarctobacterium	Phocea	Phoenicibacter	Porphyromonas	Prevotellaceae UCG-001	Propionibacterium	Pseudobutyrivibrio	Pseudocitrobacter	Pseudoflavonifractor	Pseudomonas	Pseudoprevotella	Psychrobacter	Pyramidobacter	Ralstonia	Raoultella	Rikenella	Rikenellaceae RC9 gut group	Romboutsia	Roseateles	Roseburia	Rothia	Ruminiclostridium	Ruminococcus	Ruthenibacterium	S5-A14a	Salmonella	Sarcina	Scardovia	Schaalia	Segatella	Sellimonas	Senegalimassilia	Serratia	Slackia	Sneathia	Solobacterium	Staphylococcus	Stomatobaculum	Streptococcus	Succiniclasticum	Succinivibrio	Sutterella	Synergistes	Thomasclavelia	TM7x	Tractidigestivibacter	Turicibacter	Tyzzerella	UCG-002	UCG-003	UCG-004	UCG-005	UCG-007	UCG-008	UCG-009	Unassigned	V9D2013 group	Varibaculum	Veillonella	Victivallis	Weissella	Zag_111
ERR2662927	215229	0	67	9	24	1080	39	0	14	398	13	0	0	84	0	0	5176	0	0	0	2808	0	0	5	0	0	5217	0	17	0	0	222	0	0	0	51526	1572	2505	335	22807	0	0	0	0	0	0	0	0	18	0	0	0	0	0	375	0	0	0	752	117	2468	0	0	0	0	0	0	1	0	0	3283	15	92	0	0	0	556	984	0	0	4143	0	88	0	0	0	33725	0	0	69	74	0	0	0	23	0	0	14755	0	0	0	0	5	3393	24	24	0	0	1	64	0	0	0	0	0	13	0	0	2187	0	1733	0	1719	0	197	0	0	6	133	0	0	0	0	2	0	0	21	10642	2319	0	0	18	0	0	0	0	1070	25	0	0	506	885	0	130	0	303	2	0	1433	0	157	0	3	0	0	0	0	0	988	0	0	0	0	2	1510	0	0	0	0	0	0	0	0	0	0	0	0	16102	0	0	2207	19	0	0	0	0	27	0	0	1	0	0	0	0	38	0	769	0	0	636	0	0	0	0	0	384	1010	0	0	59	0	0	22	8957	0	0	27	0	0	0
ERR2662930	516993	0	0	100	2	29	16878	0	0	19	0	3564	0	3729	0	0	3160	11565	3235	57	6453	0	155	4	0	0	1470	0	57	13	0	0	127	0	0	24260	92	13628	120	50213	0	30	0	0	0	0	0	0	43	62	54079	288	22	91	4739	0	0	0	227	990	16660	0	369	0	0	0	68	57	0	0	6919	230	7	0	542	0	111	8	0	0	132	0	222	0	0	0	40342	0	0	1020	132	28	0	0	1948	180	0	4923	0	8	0	0	3	34900	165	0	0	0	8634	18	439	0	0	0	0	90	0	0	89	55	2500	0	3976	0	0	124	0	0	28	6	32	0	0	0	0	0	20	0	16162	0	23165	61	0	1623	0	214	571	1602	0	0	2031	443	15	1146	3	4797	232	34	1008	314	1	0	0	0	6492	0	0	0	520	15	0	0	85	0	37009	0	0	0	753	0	0	5	0	0	0	0	0	0	0	0	18748	81	0	0	0	0	23	1219	0	3814	0	2174	0	2414	0	0	1170	0	0	37	0	0	1	0	166	17	9636	35	0	7259	0	0	698	46714	0	0	0	0	0	0
ERR2662932	235086	0	16	0	304	978	2781	24	47	133	24	0	20	875	0	0	282	120	4136	70	5358	0	2	0	0	0	1471	0	77	8	0	132	50	0	0	10289	428	11641	130	17487	0	43	0	413	0	0	0	0	39	0	0	0	0	29	6971	0	111	0	3988	968	15850	0	284	0	0	95	64	6	2109	0	4468	56	0	0	0	0	0	22	0	0	1536	0	21050	0	3	0	15555	0	0	402	223	0	10	0	18	0	0	2040	0	0	0	0	7	8990	0	83	0	0	3	20	0	10	0	0	10	75	0	0	543	52	519	0	494	250	41	0	0	7	79	0	0	0	1851	0	0	179	5	220	10124	0	920	10	4	0	0	0	1582	396	0	0	738	1125	96	92	0	5830	91	27	778	0	8	0	95	0	8	8	0	0	0	14	0	0	0	0	9297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9283	121	0	46	0	0	30	0	0	623	0	821	0	0	0	0	410	0	0	233	0	18	2	0	224	6	4871	152	10	1691	10	0	227	38337	9	0	45	0	0	0
ERR2662933	282030	0	17	36	461	1313	6909	31	0	115	5	0	33	1680	0	0	504	286	1763	47	11039	0	5	2	0	0	2719	0	59	0	0	0	44	0	0	4729	154	42022	199	24618	0	16	95	4239	0	0	0	0	83	4	2	0	0	51	15805	171	392	0	1880	1353	13035	0	384	0	28	141	68	9	915	0	5808	39	4	0	0	298	0	805	110	0	1449	0	317	0	0	0	17011	0	0	805	279	0	0	0	33	0	0	1501	0	0	0	0	7	18892	0	143	8	0	4	32	0	0	0	0	24	59	0	0	194	48	429	0	783	0	16	28	0	34	518	0	0	0	1372	0	0	0	1	18	9936	0	1221	24	6	0	0	0	807	467	0	0	1519	1348	37	143	0	1444	80	36	484	0	0	0	46	0	24	0	0	0	0	10	0	0	0	0	12339	0	0	0	0	0	0	0	411	0	0	0	0	0	0	0	3161	87	0	103	0	0	47	0	0	1943	0	2836	0	0	0	0	1614	0	0	63	0	0	0	0	33	5	2499	226	1	1277	0	0	116	49102	4	0	1	0	0	0
ERR2662936	259437	0	41	0	0	443	17	0	0	58	0	0	0	130	0	0	651	133	3251	223	5386	0	9	2	0	0	1042	0	30	46	0	315	55	0	0	28000	635	10344	773	32020	0	172	0	18322	0	0	0	0	15	20	2828	0	0	0	3207	0	0	0	2	817	4004	41	526	0	0	0	10	0	3546	0	4100	27	83	0	21	0	230	8	0	0	0	0	3990	0	0	0	16747	0	0	379	0	0	0	0	34	0	0	10643	0	0	0	0	0	10763	7	43	17	0	23141	52	135	0	4	19	0	45	0	0	363	22	731	0	1714	0	720	337	2	6	23	0	6	0	0	0	0	0	5	0	367	0	0	59	0	0	0	0	980	443	0	0	658	257	4	116	13	21	44	8	666	0	5	0	0	0	0	0	0	0	0	2	0	0	0	0	19671	0	0	6	0	0	90	0	0	0	0	0	0	15614	0	0	3631	48	0	0	0	0	52	0	0	0	0	0	0	0	0	0	1230	0	0	885	0	13	1	0	30	0	4096	118	0	636	0	0	5	18122	0	0	15	0	0	0
ERR2662937	181898	0	37	16	9	99	0	0	0	14	0	0	0	2354	168	0	841	1223	3427	0	4936	0	28	13	0	0	2374	484	107	0	7	0	82	0	0	34687	4834	16729	671	20195	0	284	0	0	0	0	0	0	15	9	0	0	21	44	611	0	0	0	64	512	9821	78	116	0	0	0	34	62	1552	7	4043	119	48	0	0	0	0	0	0	0	350	0	0	0	0	0	16314	679	5	332	196	0	0	0	1253	0	0	1056	0	0	0	0	1	2185	0	0	21	0	0	81	0	0	0	85	6	1322	0	0	2	11	5	0	601	0	0	0	0	0	66	0	0	0	0	0	0	0	29	0	9853	0	0	0	3	0	0	0	238	0	0	0	78	617	0	1156	0	187	105	5	2995	762	23	0	0	0	583	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7846	502	0	0	0	0	67	0	4	2603	0	253	0	0	0	0	187	0	0	492	0	285	5	478	0	0	635	0	0	1383	0	0	28	15147	0	0	0	0	0	0
ERR2662939	172888	0	85	10	5	1436	0	0	0	4	0	0	3	902	0	0	1985	3095	9339	0	4205	0	18	3	0	0	4303	402	134	0	0	0	468	0	0	46419	535	4075	474	14545	0	322	0	0	0	0	0	0	19	1	0	0	7	9	101	0	0	0	0	159	3832	0	217	0	0	0	18	97	0	0	2076	30	68	0	0	0	32	0	0	0	588	0	19204	0	0	0	14473	559	0	242	142	0	0	0	403	0	0	639	0	0	0	0	0	646	0	0	6	0	0	40	0	0	0	58	2	357	0	0	0	14	0	0	696	0	0	54	0	0	497	0	0	0	0	0	0	0	7	0	9117	0	0	0	0	0	0	0	531	0	0	0	0	1441	12	2031	13	9	36	7	3772	754	0	0	0	0	152	0	0	0	1	0	0	0	0	0	21	0	0	285	0	0	0	0	0	0	0	0	0	0	0	0	56	47	0	0	0	0	8	0	0	289	0	109	0	0	0	0	4004	0	0	154	0	166	0	257	0	0	71	7	0	113	0	0	4	11361	0	0	0	0	0	0
ERR2662941	458309	0	6	0	0	2062	49	0	17	0	0	0	64	53	0	0	175	2099	76521	0	4366	0	0	0	0	0	3285	0	26	0	0	360	0	0	0	113937	346	32374	39790	35610	0	2107	10	55	0	0	0	0	14	2	0	0	0	0	2634	0	0	0	307	121	25215	0	3847	0	0	0	7	71	0	7	500	4	208	0	0	0	434	0	0	0	622	0	1034	0	0	9	8151	238	0	393	3	3	0	0	5	0	0	2153	0	0	0	0	21	18886	5	12	9	0	0	44	212	0	0	54	0	8	0	0	0	42	1759	0	859	0	0	0	35	0	0	24	0	0	0	0	0	0	0	0	1580	0	0	6	0	0	0	0	589	3	0	0	23	5624	7	4	0	3899	5	0	3783	2138	619	0	0	0	0	4	0	0	1315	0	0	0	0	0	3426	0	0	3	0	0	0	15	0	0	0	0	0	0	20	0	34	51	0	0	0	0	369	0	4	0	0	0	0	0	0	0	1580	0	0	0	0	7	2	0	94	0	1101	3	0	353	0	0	0	50353	0	0	12	19	0	0
ERR2662945	322502	0	35	0	0	9732	6753	0	13	31	0	0	0	389	345	0	3326	33	1767	0	6138	0	10	3	0	0	6629	135	43	8	0	520	38	0	0	18160	15	7872	413	24830	0	479	39	0	0	0	0	0	29	2	0	0	0	6	1553	0	0	0	102	446	22806	2	36	0	0	0	0	0	0	2	1240	23	50	0	0	0	342	16	0	0	1458	0	35	0	0	0	27440	0	1	658	91	0	0	0	861	0	0	3529	0	0	0	0	2	3866	0	552	4	0	0	0	362	3	1	26	0	58	0	0	532	18	763	0	1781	0	28	0	0	6	442	9	0	18995	13756	1	0	0	0	664	2095	0	0	11	2	0	0	69	1609	0	0	0	285	117	29	238	19	0	3	0	775	1793	6	0	0	0	0	0	0	0	0	0	0	0	0	0	3955	0	0	0	0	0	0	0	0	0	220	0	0	18500	40	0	20262	46	0	0	0	0	147	24355	0	1004	0	976	0	0	16	0	854	0	0	155	0	8	0	0	8	2	1634	156	44	457	0	0	12	52059	0	0	186	2	0	0
ERR2662895	287165	0	0	13	0	164	16144	0	455	101	0	0	0	539	1249	0	1468	0	1239	180	7901	0	7	1	0	0	5742	0	19	82	0	0	154	4	0	3722	46	91	471	34744	92	189	0	0	0	0	0	0	25	16	12756	0	0	0	1552	0	0	0	32	306	6387	0	0	138	0	0	16	1235	0	0	11285	45	0	0	0	0	964	0	0	0	1422	217	0	0	0	0	23658	0	0	510	380	1541	0	0	774	132	0	12240	0	0	0	0	1	7259	0	0	0	0	35684	3	294	0	0	45	0	67	0	0	436	64	1290	0	1377	326	23	53	0	19	69	0	0	73	0	5	0	124	0	0	13617	0	0	3	1	2945	0	0	58	0	0	0	670	889	302	106	106	537	109	5	521	862	39	952	0	0	7	0	0	0	8258	0	0	0	533	0	6119	0	0	0	0	0	0	0	0	0	313	0	7	0	0	0	3322	36	0	0	0	0	26	11100	0	1065	0	1411	0	0	5	0	1827	0	2233	46	0	9	1	87	98	6	4575	279	4	988	0	0	71	25010	0	0	0	0	0	347
ERR2662896	357628	0	181	0	63	350	7199	0	0	207	13	0	0	325	308	0	3026	0	7892	812	3101	0	0	22	0	0	274	790	38	0	0	223	0	0	0	20970	1012	13399	647	33275	0	0	0	0	0	0	0	0	73	6	18865	0	0	0	380	0	0	60	66	944	10579	10	101	0	0	0	0	0	23480	3	1878	132	10	9	0	0	613	399	0	0	260	0	42	0	0	0	26307	0	7	640	168	17	0	0	487	0	0	8084	0	0	0	0	0	0	0	33	0	0	17008	225	0	0	31	37	0	226	0	0	455	0	2043	0	556	0	58	0	0	0	26	0	0	0	0	0	0	0	47	0	3417	0	0	159	0	0	0	0	638	269	0	0	724	1014	53	1516	0	2323	95	0	5251	0	0	0	0	0	0	0	0	0	244	8	0	0	0	0	7663	0	0	0	0	0	0	0	0	0	0	0	0	22884	5	0	13791	67	0	0	0	0	34	36787	0	810	0	665	0	0	10	44	11983	0	0	4509	0	46	3	0	197	59	2482	0	0	25	0	0	109	31080	0	0	7	0	0	165
ERR2662897	315849	0	277	30	120	800	3793	0	29	47	25	0	0	512	407	0	1905	0	5466	513	5467	0	0	23	0	0	267	678	60	0	0	385	0	0	0	33832	1716	2417	423	57046	0	0	0	0	0	0	0	0	81	23	9767	0	0	0	648	0	0	0	8	1312	8438	8	418	0	0	0	0	0	6158	4	5871	147	21	0	0	0	2159	627	0	0	893	0	128	48	0	0	16185	0	0	785	286	127	0	0	673	0	0	7163	0	0	0	0	33	0	0	0	0	0	29746	134	0	0	3	57	0	381	0	0	44	0	1556	0	922	100	60	13	0	111	195	0	9	0	0	0	0	36	80	0	28658	0	0	52	0	0	0	0	1075	1216	0	0	706	635	29	814	0	4747	163	0	3483	0	0	0	2	0	0	0	3	0	236	29	0	0	0	22	2933	0	59	0	0	0	0	0	0	0	0	0	0	0	4	0	19634	113	0	0	0	0	46	1067	0	873	0	803	0	6	4	73	3824	0	0	622	0	32	4	0	267	170	781	0	0	0	0	0	85	30826	0	0	0	0	0	57
ERR2662899	320488	0	11	14	346	397	0	0	207	1589	27	0	0	315	221	0	1489	1273	6891	237	6170	0	28	10	0	0	2589	0	116	0	28	129	82	0	0	6580	81	7394	229	23796	0	467	270	10551	0	0	0	0	1028	32	0	0	25	28	6971	0	45	0	435	384	8791	0	22	0	0	0	194	24	12847	8	5268	162	0	0	0	0	484	0	0	0	1436	0	215	0	0	0	31699	0	4	378	398	0	0	0	18	0	105	4980	0	0	0	0	11	4481	61	0	41	0	3	43	287	0	0	47	63	544	1	0	757	0	21	0	928	0	255	0	0	0	16	0	0	0	0	0	0	0	4	455	5288	62721	0	25	18	0	0	0	1376	334	0	0	2246	230	24	511	49	324	36	39	1482	277	5	68	0	0	0	0	0	0	0	21	0	0	0	0	7506	0	0	0	0	0	0	0	0	0	1	0	0	11219	0	0	10538	82	0	0	0	0	10	15791	5	289	0	868	0	0	0	55	422	0	0	1095	0	66	0	0	24	245	5488	367	0	3624	0	0	123	32054	6	0	0	0	0	0
ERR2662901	291831	0	42	23	315	2201	0	0	42	1004	39	0	0	507	287	0	1740	11419	11767	189	11383	0	20	8	0	0	11927	0	99	0	20	58	61	0	0	20865	6	7969	169	40701	0	198	13	28955	0	0	0	0	993	30	0	0	48	59	5893	0	363	0	7	483	6474	0	116	0	0	4	70	56	0	15	7493	188	0	0	0	0	75	0	0	0	6166	0	2155	0	0	0	19273	0	15	283	406	0	0	0	265	0	1002	2469	0	0	0	0	5	6259	87	3	68	0	1	73	455	0	0	23	32	928	0	0	2877	0	12	0	1442	0	32	0	0	8	47	0	0	0	0	32	0	0	2	130	8913	3499	0	44	67	0	0	0	2007	819	0	0	2560	449	23	4079	39	0	49	22	2065	1184	0	41	0	0	18	0	0	0	0	28	0	0	0	0	1546	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	8937	74	0	157	0	0	15	180	56	194	0	517	0	0	2	74	1726	0	0	382	0	103	5	0	0	393	6127	297	0	5493	0	0	106	20582	11	0	0	0	0	0
ERR2662902	509584	0	47	91	24	1568	7330	0	6141	579	92	0	18	635	957	0	451	16747	71050	0	1602	0	0	76	0	0	6547	19	306	1904	53	0	93	0	3	18295	2829	1054	1541	7425	0	989	627	0	0	0	0	0	2075	39	0	0	0	129	28948	0	7441	0	4284	866	134	0	1631	0	0	0	103	1499	0	0	0	342	66	0	0	25	177	39	0	0	1918	0	19104	0	0	0	13701	0	87	1645	163	0	0	0	0	0	279	1247	0	0	0	109	3	5392	19	30	44	0	9929	303	0	0	0	29	420	1864	5	0	376	0	325	0	528	654	0	0	0	3	103	0	0	0	0	4	0	0	101	843	11956	17	0	108	22	0	0	129	387	261	0	0	6208	1249	695	1860	94	3672	517	44	47433	18129	17	0	0	0	0	0	0	0	3731	4	0	0	0	0	5934	0	0	57	0	26	78	0	0	0	0	0	0	0	0	46	4491	313	0	0	0	0	23	843	107	657	0	0	0	0	5	0	179	0	0	5712	0	344	0	0	236	6	13757	0	0	3098	12	0	141	120800	16	0	8	41	2	0
ERR2662904	334954	0	217	40	1	3383	16319	0	14	57	69	0	0	1397	431	0	4045	18529	32075	0	14996	0	0	61	0	0	5582	49	286	12	3	0	44	0	0	16031	84	2591	583	27525	0	158	0	7	0	0	0	0	80	13	0	0	0	70	5590	0	723	0	70	388	145	0	129	0	0	0	74	86	0	0	0	75	78	0	0	0	272	9	0	0	7994	0	12891	0	2	0	13333	0	174	1578	333	67	0	0	8	0	3685	3882	0	0	0	0	4	6713	0	13	31	0	38832	225	0	0	0	151	0	147	0	93	2786	0	691	0	938	434	0	0	7	123	27	0	1	0	0	12	0	0	136	107	13525	0	0	174	57	0	0	154	213	558	0	0	2081	206	221	490	82	146	39	6	1406	156	0	0	0	0	0	0	0	0	171	4	0	0	0	0	9404	0	0	199	0	0	155	0	0	0	8	0	5	0	0	0	9683	794	0	201	0	0	7	40	267	645	0	0	0	0	0	0	750	0	0	75	0	180	0	0	155	550	1652	0	0	1062	0	3	20	41562	6	30	0	3	0	0
ERR2662905	372555	0	12	1	0	7027	0	0	0	533	0	0	0	649	0	0	3045	0	2598	0	7716	0	0	0	2403	0	5492	0	0	0	0	0	0	0	0	96392	1685	15830	0	39734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	278	0	0	0	1235	557	2253	0	168	0	0	0	0	0	1442	0	2401	0	80	0	0	0	720	0	0	0	1911	0	81	0	0	0	61803	0	0	57	24	0	0	0	97	0	0	13822	4	0	0	0	16	0	0	245	0	0	0	0	0	0	0	0	0	0	0	0	5419	24	2868	0	1207	0	150	0	0	0	58	3	0	0	0	0	0	47	0	0	2254	0	0	1	0	0	0	0	4572	0	0	25	0	1146	0	105	0	3133	0	0	3003	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	4508	0	0	0	0	0	0	0	0	0	0	0	0	29164	0	0	3799	11	0	0	0	0	34	0	0	0	0	0	0	0	0	0	2117	0	0	1990	0	27	0	0	107	0	596	118	0	0	0	0	0	35624	0	0	126	0	0	0
ERR2662906	273106	0	8	0	0	8344	0	0	0	739	0	0	0	114	0	0	3276	0	1029	0	6430	0	0	0	0	0	4517	0	0	0	0	0	0	0	0	80280	580	5784	0	29999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	42	219	1125	0	32	0	0	0	0	0	614	0	3465	0	15	0	0	0	3953	0	0	0	3891	0	55	0	0	0	14917	0	0	32	3	0	0	0	27	0	0	12744	0	0	0	0	19	0	0	1276	0	0	0	0	0	0	0	0	0	0	0	0	11200	4	960	0	1012	0	133	0	0	0	299	0	0	0	0	0	0	0	0	0	3759	0	0	0	0	0	0	0	963	0	13	0	2	309	0	21	0	319	0	0	3897	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4363	0	0	0	0	0	0	0	0	0	0	0	4	27461	18	0	388	0	0	0	0	0	39	0	0	0	0	0	0	0	3	0	2664	0	0	2687	0	31	7	0	18	0	14	3	0	0	0	0	0	28247	0	0	713	0	0	0
ERR2662908	185207	0	0	0	4	642	3749	0	825	410	4	0	0	430	1	0	1085	0	5719	0	3022	0	0	0	0	0	3684	0	29	52	7	0	0	115	0	15131	1358	8851	146	7706	0	517	0	5481	0	2193	0	0	26	0	0	0	0	7	1503	0	0	0	1002	343	1527	0	133	36	0	0	143	22	4624	0	2201	11	19	0	0	0	93	0	0	0	1063	0	22	0	0	0	16515	0	0	339	83	0	0	0	551	229	0	1901	0	0	0	0	0	4866	22	299	15	0	0	6	0	0	0	1739	0	85	0	0	4341	29	1753	0	1089	63	15	0	0	4	1	0	0	0	843	1	0	0	0	0	1172	0	0	1	0	0	0	4	1263	28	0	0	687	455	86	58	0	6408	13	4	827	579	0	0	4	0	0	0	0	0	36	0	54	0	3718	0	6608	0	0	0	0	0	0	0	0	0	0	0	0	9101	0	0	3192	27	0	0	750	0	14	0	0	196	0	0	0	0	0	0	210	4	0	1045	0	0	0	0	137	490	6359	177	0	1142	0	9	62	30437	0	0	1125	0	0	0
ERR2662922	344919	0	0	97	5	1997	759	0	593	0	11	0	6	1008	632	0	1216	712	404	0	10587	0	10	27	0	0	5869	0	57	596	0	21	0	0	0	4767	380	11891	60	33098	0	250	77	0	0	0	5	0	20	1	13188	27	0	14	35487	0	51	0	10121	1391	5687	0	208	0	0	0	90	3549	3365	26	4167	85	0	0	0	0	0	0	0	0	938	0	1647	26	0	0	14211	133	1	809	758	15	5	0	1579	358	0	8418	0	90	0	0	0	7002	0	4	0	0	7740	11	447	0	1	0	21	155	0	0	425	66	4216	0	1380	0	77	18	1	35	13	0	0	0	0	0	0	0	0	178	2596	0	0	86	17	1307	0	20	853	44	0	0	2896	559	180	216	0	8004	130	50	702	530	0	480	0	0	1904	0	0	0	801	7	32	0	0	5	10028	0	0	0	0	0	0	0	0	0	25883	0	0	8090	0	24	3722	42	0	0	829	0	20	1326	0	1781	0	787	0	731	0	1007	522	0	0	207	0	53	3	296	24	9	5364	56	21	1812	29	15	36	57362	24	0	7	0	0	0
ERR2662924	393674	0	0	140	0	744	2853	4	264	0	9	0	0	1443	1033	0	2494	2028	820	0	8690	0	42	53	0	0	2337	0	84	123	8	13	15	0	0	7168	113	4738	592	44929	0	339	157	0	0	0	0	0	26	13	17508	76	0	26	52386	4698	197	0	895	1572	6696	0	1829	0	0	232	114	1290	1449	12	4234	126	0	0	0	171	176	0	0	0	883	0	18163	38	0	0	19211	0	10	1164	530	38	0	0	921	767	0	6203	0	113	0	0	0	9826	0	5	0	0	7338	27	348	0	0	0	14	191	11	0	449	147	2702	0	325	0	83	26	0	0	139	14	0	0	0	0	0	0	0	402	2810	0	0	199	29	1418	0	12	1192	70	0	0	4692	7054	137	585	0	563	326	85	5470	1207	0	288	0	0	2158	0	0	0	947	11	25	0	0	0	12594	12580	0	203	0	0	0	0	1866	0	6004	0	0	8082	0	145	3534	67	0	1160	10	0	80	4637	0	1753	68	699	0	952	0	605	628	0	0	258	0	28	8	207	81	10	7571	174	52	3089	43	28	15	52017	36	0	8	0	0	57
ERR2662929	190904	0	0	18	0	77	279	0	9	8	0	1798	11	583	0	0	1720	44	72	130	1712	0	15	0	0	0	565	0	0	7	0	0	0	0	0	2973	50	12162	2	15280	0	5	0	0	0	0	0	0	9	0	14102	10	4	0	429	0	0	0	98	156	3510	0	21	0	0	0	0	10	0	0	5785	37	2	0	25	0	172	0	0	0	31	0	46	0	0	0	34304	78	0	62	256	78	0	0	686	40	0	6823	0	0	0	0	0	6596	0	17	0	0	6736	3	164	0	0	0	0	16	0	0	284	21	1205	0	238	0	26	9	0	0	25	0	0	0	0	0	0	0	0	0	3634	0	5003	0	0	301	0	14	527	92	0	0	105	18	2	135	0	941	0	0	646	301	0	0	0	0	705	0	0	0	212	0	0	0	209	0	7376	0	0	0	3020	0	0	3	0	0	0	0	0	14833	6	0	944	0	0	0	0	6	11	8158	0	1988	0	1942	0	1214	1	0	445	0	0	125	0	0	0	0	42	0	475	10	0	237	0	0	14	17560	0	0	13	2	0	0
ERR2662938	174494	0	86	9	13	665	0	0	0	112	1	0	4	1396	0	0	3539	313	3000	0	2274	0	43	15	0	0	10232	265	108	0	0	0	52	0	0	19690	831	7657	1623	43833	0	79	0	0	0	0	0	0	12	0	0	0	32	23	297	0	0	0	17	242	4957	0	115	0	0	0	22	30	1771	0	4982	77	41	0	0	0	2295	0	0	0	1099	0	16	0	0	0	15591	0	0	215	148	0	0	0	1008	0	0	3149	0	0	0	0	14	4156	0	0	18	0	0	99	0	0	0	185	3	650	0	0	0	33	15	0	606	0	0	0	0	0	11	0	10	0	0	0	0	0	23	0	8438	0	0	0	0	0	0	0	494	0	0	0	0	369	0	666	13	141	167	5	2767	1421	42	0	2	0	242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5105	96	0	0	0	0	96	0	1	1301	0	195	0	0	0	0	221	0	0	37	0	574	3	541	0	0	510	0	0	276	0	0	22	12947	0	0	0	0	0	0
ERR2662940	206949	0	15	17	0	1270	2525	0	522	200	9	0	0	310	0	634	419	1175	9444	0	4341	5	5	0	0	0	7750	0	53	0	11	0	12	0	0	8007	696	20438	445	16870	0	189	129	9218	0	0	0	0	18	0	0	0	0	0	4820	0	0	0	823	843	3989	44	669	0	0	0	11	38	0	4	2032	42	62	0	0	0	72	0	0	0	2754	0	314	0	0	0	11360	0	0	325	63	14	14	0	40	0	0	6695	0	0	0	0	1	3796	0	6	20	0	0	34	122	13	0	456	0	83	0	0	216	43	1795	0	366	192	80	0	0	6	6	6	2	0	0	0	39	0	6	0	1131	0	0	38	6	0	0	0	1428	279	0	0	92	673	54	173	0	5198	62	0	459	599	157	0	0	0	0	0	0	0	1530	5	0	0	0	0	16836	0	14	0	0	0	0	0	0	0	0	0	0	0	21	0	706	70	0	0	0	0	19	0	16	0	0	0	0	0	0	0	3491	0	0	0	0	285	0	0	511	0	6778	137	0	1477	0	0	18	37612	3	0	0	0	0	28
