run	total_reads	[Bacteroides] pectinophilus group	[Clostridium] innocuum group	[Clostridium] methylpentosum group	[Eubacterium] brachy group	[Eubacterium] eligens group	[Eubacterium] ruminantium group	[Eubacterium] siraeum group	[Eubacterium] ventriosum group	[Eubacterium] xylanophilum group	[Ruminococcus] gauvreauii group	[Ruminococcus] gnavus group	Achromobacter	Acidaminococcus	Acidovorax	Acinetobacter	Actinoallomurus	Actinobacillus	Actinomyces	Actinotignum	Acutalibacter	Adhaeribacter	Aeribacillus	Aerococcus	Aestuariimicrobium	Afipia	Agathobacter	Agathobaculum	Agrobacterium	Agrococcus	Akkermansia	Alicycliphilus	Alistipes	Alkanindiges	Allisonella	Alloscardovia	Amaricoccus	Aminicella	Aminobacter	Anaerobutyricum	Anaerococcus	Anaerofustis	Anaeroglobus	Anaerostipes	Anaerotignum	Anaerotruncus	Antarcticibacterium	Aquabacterium	Aquamonas	Aquicella	Arcanobacterium	Arcobacter	Arhodomonas	Asaccharobacter	Atopobium	Atopococcus	Atopostipes	Bacillus	Bacteroides	Barnesiella	Bergeyella	Berryella	Bifidobacterium	Bilophila	Blastococcus	Blautia	Bosea	Brachybacterium	Bradyrhizobium	Brevibacterium	Brevundimonas	Brucella	Burkholderia-Caballeronia-Paraburkholderia	Butyribacter	Butyricimonas	CAG-196	CAG-352	CAG-56	Caldicoprobacter	Caldimonas	Campylobacter	Candidatus Soleaferrea	Caproiciproducens	Catenibacillus	Catenibacterium	Catenisphaera	Caulobacter	Cellulomonas	CHKCI002	Christensenellaceae R-7 group	Chryseobacterium	Citricoccus	Citrobacter	Cloacibacillus	Cloacibacterium	Clostridium	Cohnella	Colidextribacter	Collinsella	Comamonas	Conyzicola	Coprobacillus	Coprobacter	Coprococcus	Corynebacterium	Criibacterium	Crossiella	CSP1-2	Cupriavidus	Curvibacter	Cutibacterium	Dechloromonas	Defluviitaleaceae UCG-011	Deinococcus	Delftia	Dermabacter	Dermacoccus	Desulfovibrio	Dialister	Diaphorobacter	Dielma	Dorea	DTU089	Eggerthella	Eisenbergiella	Enhydrobacter	Enterobacillus	Enterobacter	Enterocloster	Enterococcus	Eremococcus	Erysipelotrichaceae UCG-003	Escherichia-Shigella	Eubacterium	Exiguobacterium	Extibacter	Ezakiella	Facklamia	Faecalibacterium	Faecalicoccus	Faecalimonas	Faecalitalea	Falsochrobactrum	Family XIII AD3011 group	Family XIII UCG-001	Fannyhessea	Fastidiosipila	Faucicola	Fenollaria	Ferrovibrio	Finegoldia	Flavimobilis	Flavobacterium	Flavonifractor	Fontibacillus	Fournierella	Frisingicoccus	Fusicatenibacter	Fusobacterium	Gabonibacter	Gardnerella	GCA-900066575	Gemella	Gemmiger	Geothermomicrobium	Gleimia	Glutamicibacter	Gordonia	Gordonibacter	Granulicatella	Haemophilus	Halomonas	Helcococcus	Herbaspirillum	Holdemanella	Holdemania	Howardella	Hoylesella	HT002	Hungatella	Hydrocarboniphaga	Hydrogenoanaerobacterium	Hydrogenophilus	Hymenobacter	Intestinibacter	Intestinimonas	Jeotgalicoccus	Jonquetella	Kallipyga	Kingella	Kinneretia	Klebsiella	Knoellia	Kocuria	Kytococcus	Lachnoanaerobaculum	Lachnoclostridium	Lachnospira	Lachnospiraceae FCS020 group	Lachnospiraceae FE2018 group	Lachnospiraceae NC2004 group	Lachnospiraceae ND3007 group	Lachnospiraceae NK4A136 group	Lachnospiraceae UCG-004	Lachnospiraceae UCG-010	Lacticaseibacillus	Lactobacillus	Lactococcus	Latilactobacillus	Lawsonella	Leifsonia	Leyella	Ligilactobacillus	Limnobacter	Limosilactobacillus	Listeria	Luteimonas	Lysinibacillus	Mailhella	Marinococcus	Marmoricola	Marvinbryantia	Massilia	Massiliomicrobiota	Massiliprevotella	Mediterraneibacter	Megamonas	Megasphaera	Merdibacter	Mesorhizobium	Metabacillus	Methanobrevibacter	Methanosphaera	Methylobacillus	Methylobacterium	Methylocella	Methylopila	Methylorubrum	Microbacterium	Microcella	Micrococcus	Microlunatus	Microvirga	Mitsuokella	MN 122.2a	Mobiluncus	Modestobacter	Mogibacterium	Monoglobus	Moraxella	Moryella	Mucilaginibacter	Murdochiella	Mycobacterium	Ndongobacter	Negativibacillus	Negativicoccus	Neomicrococcus	Nesterenkonia	Nitrobacter	Nitrosomonas	Nitrospirillum	NK4A214 group	Nocardioides	Nosocomiicoccus	Noviherbaspirillum	Novispirillum	Novosphingobium	Nubsella	Odoribacter	Oligella	Olsenella	Oribacterium	Oscillibacter	Oscillospira	Ottowia	Paenarthrobacter	Paeniglutamicibacter	Paludicola	Pandoraea	Pantoea	Parabacteroides	Paracoccus	Paraprevotella	Parasutterella	Parvimonas	Patulibacter	Pediococcus	Peptococcus	Peptoniphilus	Peptostreptococcus	Phascolarctobacterium	Phocaeicola	Phyllobacterium	Pleomorphomonas	Pleurocapsa PCC-7319	Porphyromonas	Prevotella	Prevotellaceae NK3B31 group	Prevotellaceae UCG-001	Propionibacterium	Propioniciclava	Proteus	Pseudarthrobacter	Pseudoalteromonas	Pseudoclavibacter	Pseudoglutamicibacter	Pseudokineococcus	Pseudomonas	Pseudoxanthomonas	Psychrobacillus	Psychrobacter	Pygmaiobacter	Ralstonia	Rarimicrobium	Rathayibacter	Rhizobacter	Rhizobium	Rhizorhapis	Rhodococcus	Rhodocytophaga	Rickettsia	Rikenellaceae RC9 gut group	Robinsoniella	Romboutsia	Roseburia	Roseomonas	Rothia	Rouxiella	Rubellimicrobium	Ruminiclostridium	Ruminococcus	Ruthenibacterium	S5-A14a	Saccharibacillus	Saccharopolyspora	Salmonella	Salsuginibacillus	Schaalia	Segatella	Sellimonas	Senegalimassilia	SH-PL14	Shinella	Shuttleworthia	Slackia	Sneathia	Solirubrobacter	Solobacterium	Sphingobium	Sphingomonas	Sphingopyxis	Sporocytophaga	Staphylococcus	Stenotrophomonas	Streptococcus	Streptomyces	Subdoligranulum	Succinatimonas	Succiniclasticum	Sutterella	Synergistes	Tepidimonas	Terrisporobacter	Tessaracoccus	Thermomonas	Thomasclavelia	Tissierella	Treponema	Trueperella	Tsuneonella	Tundrisphaera	Turicibacter	Tyzzerella	UCG-002	UCG-003	UCG-004	UCG-005	UCG-007	UCG-008	UCG-009	Unassigned	Varibaculum	Variovorax	Veillonella	Vibrio	Victivallis	Vulcaniibacterium	W5053	Weissella	Winkia	Youngiibacter	Zag_111
SRR31465432	67156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2532	0	0	0	2174	0	0	0	0	0	0	0	0	0	0	8411	0	0	0	0	0	0	23103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	26355	0	3580	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
SRR31465436	65187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4223	3417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16600	0	0	0	0	0	0	0	0	0	0	0
SRR31465434	45047	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2387	0	0	0	0	0	0	0	0	2562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	249	0	0	0	0	1657	656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1018	0	0	0	0	7459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2284	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7906	0	116	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4024	0	0	0	0	0	0	0	0	0	0	0
SRR31465437	53053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2657	0	0	0	0	0	0	0	0	1058	0	0	0	0	0	0	0	0	0	0	0	0	8913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	1206	1346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8209	0	2042	0	11	0	867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17320	0	0	0	0	0	0	0	0	0	0	0
SRR31465442	38527	0	0	0	0	0	0	0	0	0	0	0	0	0	13	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	27	0	35579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0
SRR31465439	33920	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	8	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
SRR31465453	53506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	965	1392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3337	0	0	0	0	0	0	7868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4353	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13145	0	3033	0	8398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	351	0	0	0	0	0	0	0	0	0	0	0
SRR31465454	55271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	939	0	674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	281	0	0	0	0	0	209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16921	0	2592	0	6630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
SRR31465441	39012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	537	0	0	0	0	0	0	0	0	0	0	0	0	9169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9805	0	0	0	26	0	4292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7570	0	0	0	0	0	0	0	0	0	0	0
SRR31465455	52016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	557	0	1334	0	0	0	0	0	0	0	0	0	0	0	2800	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1753	2822	0	0	683	0	0	0	0	0	0	0	0	0	0	0	1487	0	0	0	0	0	0	3216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1410	0	0	0	0	0	0	0	0	134	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18274	0	2824	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1084	0	0	0	0	0	0	0	0	0	0	0	0	2097	0	0	0	0	0	0	0	0	0	0	0
SRR31465443	47611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7406	0	0	0	0	0	0	0	0	727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7090	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	905	212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3672	0	0	0	0	0	0	9273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	928	0	0	0	0	0	0	0	0	0	671	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10810	0	2472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0
SRR31465461	42393	0	0	0	0	0	0	0	0	0	0	0	0	0	2482	5478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	835	0	1423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	581	0	0	0	624	0	0	0	0	0	0	0	0	0	2151	0	0	0	0	1930	2618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1584	0	0	0	0	0	0	0	0	0	0	0	1694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11787	0	2104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
SRR31465446	42252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14772	412	0	0	0	0	0	0	0	0	0	0	0	4023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	890	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8817	0	0	0	2868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4637	0	0	0	0	0	0	0	0	0	0	0
