ASV	SRR11605061	SRR11605064	SRR11605067	SRR11605068	SRR11605073	SRR11605080	SRR11605081	SRR11605082	SRR11605083	SRR11605084	SRR11605085	SRR11605086	SRR11605087	SRR11605089	SRR11605090	SRR11605091	SRR11605054	SRR11605055	SRR11605056	SRR11605058	SRR11605063	SRR11605065	SRR11605066	SRR11605070	SRR11605071	SRR11605074	SRR11605075	SRR11605076	SRR11605077	SRR11605088	SRR11605095	SRR11605057	SRR11605059	SRR11605060	SRR11605062	SRR11605069	SRR11605072	SRR11605078	SRR11605079	SRR11605092	SRR11605093	SRR11605094
ASV0001	4062	104	2042	638	395	750	2010	7397	1003	563	16136	3683	3849	1508	0	1009	290	3423	151	627	1610	7255	8290	922	19567	543	1104	639	10554	12863	151506	429	1191	606	11674	86	574	701	1626	2699	1802	44301
ASV0002	25831	60	10588	2636	1213	636	2578	13605	11185	10201	688	211	184	285	0	230	52	23496	134	3420	571	2444	13908	503	4197	1244	5234	570	70420	1194	0	235	4992	303	39839	1109	2282	153	2527	411	1268	176
ASV0003	87	45	362	136	848	219	350	11490	3512	184	130	128	114	272	37	157	192	318	143	4294	266	108	241	370	9870	686	5274	597	3712	141	59	295	4154	211	30	202	972	79	293	380	621	1550
ASV0004	11	3	20	0	0	0	101	0	2358	30735	0	0	0	0	0	14	4	0	8	0	0	46	1088	11	21	16	730	0	0	0	0	11	1659	0	0	6	0	16143	0	0	0	0
ASV0005	0	0	0	0	0	5	22654	31	0	0	9	2918	1	167	11231	1661	0	0	0	0	0	0	4	0	0	0	0	0	0	9	0	0	1087	0	0	0	8	0	0	0	1955	0
ASV0006	909	82	317	535	4534	64	2038	2640	569	538	474	144	824	1365	60	673	174	880	423	885	173	339	5452	151	565	101	837	256	884	237	5144	178	1220	79	165	125	511	58	1222	190	144	3303
ASV0007	110	0	0	0	0	20	134	427	0	275	0	236	456	27	0	226	266	273	118	0	94	71	127	62	22041	0	0	0	0	0	68	209	38	100	0	0	0	0	19	443	1365	3242
ASV0008	1	0	207	182	886	121	83	8516	62	47	74	29	27	131	10	48	61	37	59	2526	91	0	70	132	39	558	3884	372	2839	47	9	94	2965	78	0	83	811	63	83	83	0	0
ASV0009	2	0	141	123	676	110	159	8053	35	34	74	42	29	160	5	51	58	57	40	2911	77	0	59	96	24	680	3968	472	2583	26	14	141	3143	128	0	107	880	48	78	44	0	0
ASV0010	92	0	0	0	0	0	132	261	0	46	0	50	0	0	0	50	134	146	72	0	73	101	94	20	15225	0	0	0	0	0	46	134	46	70	0	0	0	0	4	217	633	2409
ASV0011	4	211	0	917	1	129	95	0	0	6	933	3962	0	6231	0	0	0	8	2	0	2972	0	5	5	0	17	0	9	1913	0	1532	0	28	9	0	33	0	0	18	10	748	36
ASV0012	0	0	111	85	467	20	50	6196	17	84	48	6	21	72	6	35	62	49	74	1573	45	0	70	140	29	386	2362	263	1858	52	2	89	2021	68	0	55	411	26	70	16	0	0
ASV0013	2	0	55	56	394	19	62	5128	20	82	86	20	33	97	8	27	15	33	23	1495	29	0	60	98	48	113	2467	361	1912	60	10	76	1983	53	0	59	421	47	81	18	0	0
ASV0014	0	0	103	93	430	99	110	4639	6	59	21	31	5	90	3	12	3	51	42	1552	15	0	58	82	11	321	2202	172	1598	61	0	30	1626	36	0	48	450	32	59	59	0	0
ASV0015	44	0	0	0	0	8	101	127	0	56	0	68	19	0	0	61	121	91	27	0	61	57	39	28	10529	0	0	0	0	0	25	108	22	38	0	0	0	0	0	184	395	1616
ASV0016	8	3	15	196	225	51	56	2045	654	21	51	7	22	29	6	2673	9	25	26	655	10	7	69	87	61	99	971	93	637	38	1	6	736	0	2541	19	324	13	24	46	13	7
ASV0017	11	7	93	50	257	22	85	3172	322	37	5	15	2	79	0	26	28	99	48	1059	61	9	62	122	346	144	1407	83	1445	46	2	27	1289	53	4	15	415	17	61	22	68	55
ASV0018	452	123	503	168	59	129	298	166	84	322	325	270	192	706	62	591	90	425	483	1	526	391	318	359	265	208	60	159	235	315	57	238	47	324	767	15	102	134	217	217	464	165
ASV0019	98	0	0	1	0	34	112	65	3778	146	0	84	279	13	0	117	106	85	22	3	37	56	34	36	4698	0	6	0	11	0	32	29	12	6	0	0	0	0	21	67	170	806
ASV0020	0	1	42	118	211	73	61	3538	17	51	45	22	0	56	17	30	11	11	51	1082	26	0	57	88	0	153	1612	123	1175	0	0	39	1399	25	0	58	293	46	22	1	0	0
ASV0021	0	0	71	14	265	50	10	3548	14	50	27	23	0	11	6	22	23	0	18	1027	40	0	37	51	6	234	1721	198	1121	18	15	48	1250	26	0	7	384	14	19	42	0	0
ASV0022	1	0	27	35	349	17	2	3443	27	51	70	35	25	33	0	21	27	14	15	1053	35	0	19	61	60	134	1722	201	1066	0	11	49	1315	35	0	59	278	17	23	8	0	0
ASV0023	440	40	794	338	33	16	85	83	9	93	94	15	384	48	0	14	53	63	15	4	85	234	1171	7	115	0	9	64	16	61	623	62	9	24	180	3	29	49	78	32	12	4499
ASV0024	2	0	44	51	239	65	38	3431	17	38	28	55	0	44	34	24	33	15	86	1021	29	0	24	17	11	296	1518	132	781	12	4	17	1155	13	0	17	310	0	34	21	0	0
ASV0025	2	0	119	78	305	19	36	3161	20	20	35	9	70	56	29	29	12	40	34	1017	31	0	15	69	18	110	1439	89	1061	25	3	6	1007	30	0	38	279	32	60	51	7	0
ASV0026	0	0	33	36	253	38	11	3456	30	0	28	16	11	69	1	0	11	31	46	885	0	0	8	47	17	340	1403	136	925	46	0	25	1098	36	0	58	295	13	19	33	0	0
ASV0027	1	0	30	54	272	20	13	2802	23	61	12	32	56	11	0	28	31	1	0	931	19	0	11	38	12	215	1126	119	910	66	7	26	1031	19	1	31	134	36	21	2	0	0
ASV0028	0	0	93	14	130	21	56	2692	27	13	12	8	23	45	0	7	31	34	14	722	31	0	12	47	27	175	1060	124	755	6	0	19	937	7	0	25	214	0	7	4	0	0
ASV0029	238	0	56	96	174	26	15	2419	13	45	28	1	10	11	0	7	8	4	7	592	78	2	30	32	28	221	960	100	867	31	0	0	856	37	0	31	184	33	31	3	0	26
ASV0030	57	0	0	0	0	0	70	89	0	23	0	11	0	0	0	20	22	51	25	1	26	70	30	0	5389	0	0	0	0	0	13	99	8	5	0	0	0	0	0	125	231	733
ASV0031	2	0	25	30	187	42	11	2223	31	6	18	4	29	76	9	29	16	2	22	789	4	0	47	39	44	39	1087	90	944	7	5	50	953	39	0	30	114	3	21	18	0	1
ASV0032	1	0	53	23	214	0	29	2459	0	12	40	0	16	69	0	9	11	13	17	636	17	0	16	14	5	101	1102	67	947	25	0	30	732	21	0	29	266	5	0	21	0	0
ASV0033	0	0	42	39	179	15	63	2170	24	0	18	0	0	53	10	43	23	0	26	678	0	0	26	59	21	124	928	134	758	19	3	45	854	18	0	18	142	20	0	14	0	0
ASV0034	0	0	74	21	206	26	11	2224	5	5	43	20	0	77	10	0	4	14	12	703	30	0	26	9	7	117	932	86	605	3	9	21	830	19	0	8	284	9	47	0	0	0
ASV0035	0	0	55	14	131	14	12	2135	10	39	43	26	6	38	0	23	2	45	12	728	22	0	0	94	9	36	899	120	686	11	0	38	683	3	0	37	180	23	4	19	0	0
ASV0036	32	8	0	0	0	6	61	61	0	136	0	83	281	10	0	86	77	91	31	0	17	40	67	0	4009	0	0	0	0	0	12	76	6	9	0	0	0	0	0	31	187	633
ASV0037	1	5	6	4	148	57	50	1966	0	11	9	23	0	56	0	23	24	41	3	577	0	0	8	32	10	123	793	78	591	25	0	21	726	15	0	35	188	22	11	5	0	0
ASV0038	0	0	63	40	213	8	33	1653	7	0	13	0	20	19	0	33	2	0	35	632	56	0	0	72	10	128	813	42	721	20	0	0	575	10	0	8	205	10	39	26	0	0
ASV0039	0	0	31	21	129	0	20	1764	0	9	0	8	4	36	0	6	18	5	15	462	4	0	10	51	0	102	836	114	630	22	0	4	518	27	0	47	157	11	28	2	0	0
ASV0040	0	0	8	6	153	9	0	1531	0	6	14	14	33	0	0	43	14	6	28	474	6	0	21	87	6	126	668	85	585	4	0	13	584	3	0	23	122	16	16	13	0	0
ASV0041	0	0	59	31	184	30	24	1512	0	0	10	0	15	0	0	23	12	0	0	456	25	0	0	22	0	79	604	83	583	4	0	21	553	0	0	6	170	5	42	0	0	0
ASV0042	0	0	0	0	0	4	0	0	4456	0	0	19	24	0	0	0	7	0	0	0	0	0	0	23	10	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0
ASV0043	30	8	37	406	15	11	158	542	13	459	95	7	12	33	27	14	16	29	58	187	9	131	14	25	26	21	201	10	137	20	16	18	235	195	708	35	107	9	240	63	15	38
ASV0044	7	0	9	32	245	11	31	1398	4	9	15	44	0	40	0	26	0	9	13	435	0	0	8	16	53	111	634	90	438	5	0	0	447	35	13	26	127	8	61	8	0	0
ASV0045	33	29	19	6	36	77	36	583	106	18	11	19	14	7	0	36	7	37	3	194	29	0	22	0	1685	33	259	50	177	25	13	9	164	9	12	10	82	7	13	2	123	263
ASV0046	0	0	46	12	64	37	41	1589	6	0	0	9	16	9	0	0	0	0	0	384	5	0	35	25	3	91	586	58	402	8	1	23	427	17	0	8	54	43	6	12	0	0
ASV0047	0	0	36	3	54	28	41	1233	0	26	12	0	38	12	0	8	4	0	7	467	33	0	0	25	6	81	644	43	505	15	2	18	376	17	0	32	149	0	10	0	0	1
ASV0048	12	0	0	0	0	4	12	72	0	20	0	0	0	0	0	11	32	2	16	0	8	7	32	0	2668	0	0	0	0	0	6	60	12	0	0	0	0	0	0	53	170	527
ASV0049	0	0	6	26	105	3	0	1282	13	0	0	6	0	38	5	33	0	0	4	397	0	0	20	12	12	98	581	64	469	0	0	0	419	18	0	0	55	53	0	5	0	0
ASV0050	5	0	12	25	75	2	16	1393	7	5	12	0	33	40	0	14	18	9	5	326	4	0	39	20	11	63	615	62	389	10	0	8	372	19	0	2	97	5	0	4	0	0
ASV0051	3	3057	0	4	0	0	2	0	0	1	0	3	0	2	0	0	0	1	574	0	0	0	0	0	0	6	0	1	4	0	0	0	1	1	0	0	0	0	2	0	51	1
ASV0052	29	37	0	0	6	5	106	0	69	515	11	452	1297	5	0	344	323	36	9	0	0	0	9	81	92	0	5	3	0	0	0	15	0	0	33	9	32	2	41	5	0	28
ASV0053	0	0	29	11	91	27	0	1194	0	16	0	5	9	19	0	4	0	29	11	362	6	0	0	6	0	110	523	51	421	0	0	0	433	5	0	7	140	0	17	10	0	0
ASV0054	18	22	3	0	0	11	0	36	0	1	0	12	0	4	0	21	58	44	29	12	20	42	16	10	2590	0	0	8	0	0	14	32	9	3	0	0	0	14	1	73	71	351
ASV0055	0	1	19	3	118	0	0	1209	0	0	0	2	0	0	0	0	10	0	20	340	5	0	0	22	9	123	510	42	346	10	0	0	417	14	0	4	231	0	0	29	0	0
ASV0056	11	0	0	0	0	0	9	46	0	9	0	12	0	0	0	2	11	22	22	0	42	4	41	0	2592	0	0	0	0	0	9	15	11	0	0	0	0	0	5	37	159	404
ASV0057	1	13	5	9	85	18	0	1184	0	0	14	13	0	16	0	0	3	5	0	353	0	0	0	6	6	93	462	57	406	0	3	16	427	11	0	22	128	0	20	0	0	0
ASV0058	0	11	0	0	0	20	16	0	2652	81	0	50	134	0	0	30	29	0	0	0	0	0	0	38	96	0	0	0	13	0	2	2	0	0	20	0	0	0	4	10	0	17
ASV0059	0	0	5	0	90	30	14	1101	0	2	0	0	15	0	0	8	12	8	27	266	0	0	11	9	12	17	463	47	502	22	3	32	395	11	0	0	40	0	0	3	0	0
ASV0060	158	4	9	91	24	14	265	226	1213	77	45	6	0	9	35	13	3	24	18	67	9	9	0	24	36	5	61	4	74	6	0	7	62	33	59	3	375	0	24	6	41	2
ASV0061	0	0	20	23	72	0	7	1077	11	9	8	13	0	0	0	0	2	2	23	338	0	0	0	0	15	68	535	39	295	30	1	0	410	11	0	12	42	15	17	0	0	0
ASV0062	0	0	17	23	68	0	0	985	6	23	12	6	8	27	1	22	4	0	0	378	0	0	11	26	0	48	461	37	430	0	0	12	365	0	0	0	21	3	43	0	0	0
ASV0063	0	0	21	39	49	7	3	882	198	16	4	16	0	0	19	10	19	4	0	337	0	0	8	4	31	54	500	28	299	0	4	25	288	1	0	7	119	28	0	0	0	0
ASV0064	0	0	45	14	89	11	3	995	0	16	7	14	2	4	0	0	15	44	2	313	17	0	0	52	0	58	429	38	308	0	0	7	379	13	0	12	115	0	0	0	0	0
ASV0065	0	0	21	0	69	0	0	1191	0	13	23	0	28	14	0	0	4	0	23	244	0	0	1	2	0	65	376	22	313	12	0	7	367	3	0	3	129	0	3	0	0	0
ASV0066	16	3	16	3	7	0	298	54	0	11	8	32	3	95	26	93	0	0	9	0	11	2	0	40	338	35	37	63	106	0	0	5	0	45	2	0	43	32	43	12	101	1256
ASV0067	0	0	0	0	0	15	44	0	2771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	4	0	0	0
ASV0068	12	27	0	0	0	70	11	0	1036	316	0	259	614	73	0	198	117	0	0	0	5	0	28	32	14	0	0	0	0	0	3	0	0	7	0	1	0	0	5	9	0	0
ASV0069	0	0	18	10	130	8	16	989	3	0	5	0	0	24	0	4	4	6	18	354	0	0	10	15	3	43	344	37	337	0	0	16	331	13	0	22	26	17	0	0	0	0
ASV0070	0	2	8	25	48	24	41	975	8	0	16	0	0	3	15	14	30	0	0	329	26	0	12	11	17	146	363	23	265	0	2	0	187	16	3	10	123	46	0	10	0	0
ASV0071	0	10	0	0	0	22	0	0	2703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	6	0	0	0	0	0	0	0	0	0	0	6	0	0	8
ASV0072	0	0	38	6	75	0	0	1097	20	0	0	5	0	14	0	0	11	5	9	325	14	0	25	41	0	33	244	27	294	8	0	0	347	18	0	0	83	13	19	0	0	0
ASV0073	0	0	45	21	58	12	11	975	0	0	0	0	34	1	0	6	0	0	0	343	18	0	21	19	0	73	423	52	222	4	0	0	242	7	0	18	114	9	42	0	0	0
ASV0074	0	0	5	0	69	7	0	856	10	0	0	13	8	20	10	6	0	8	0	275	0	0	35	31	4	81	393	24	354	0	0	13	325	0	0	0	58	0	25	0	0	0
ASV0075	0	16	0	1	0	43	39	0	2125	8	0	75	71	0	0	23	13	0	0	0	0	0	0	72	63	0	0	0	0	0	0	9	0	0	9	5	0	0	2	0	0	0
ASV0076	0	0	13	29	41	10	0	987	32	0	0	3	0	14	0	0	0	0	8	299	6	0	0	13	0	24	333	42	353	0	0	13	308	8	0	9	14	0	0	2	0	0
ASV0077	1	0	13	0	89	14	0	987	0	0	8	12	9	0	4	8	23	18	0	232	4	0	0	9	9	4	315	78	251	0	0	0	283	7	0	20	87	0	30	19	0	0
ASV0078	0	0	0	0	0	9	11	0	2429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	13	0	0	0	0	0	0	11	0	0	0	6	0	0	0
ASV0079	0	0	20	0	115	0	0	949	15	0	0	15	7	14	0	12	26	9	0	199	4	0	0	0	0	72	283	37	298	0	0	0	298	0	0	0	103	4	0	35	0	0
ASV0080	0	0	18	0	76	0	12	845	16	0	0	5	9	12	0	0	0	35	14	272	0	0	0	43	3	51	361	20	254	0	0	5	349	0	0	1	57	11	0	34	0	0
ASV0081	1	7	0	46	0	0	24	9	0	0	21	8	43	406	11	0	3	596	11	0	11	71	29	19	41	0	0	0	14	93	112	0	1	3	0	58	0	5	6	2	45	729
ASV0082	0	0	6	0	0	13	16	0	2325	2	3	4	0	0	0	16	0	0	0	0	0	0	0	7	12	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	9	5
ASV0083	0	1	9	23	62	0	0	822	8	0	13	0	0	0	5	4	9	0	0	262	12	0	0	35	8	46	335	44	291	0	0	6	268	15	0	26	61	0	0	2	0	0
ASV0084	2	0	30	36	35	4	29	797	17	0	3	0	12	12	0	17	0	0	22	257	0	0	9	10	0	55	304	8	213	14	2	24	262	7	0	0	140	7	9	0	0	0
ASV0085	0	0	10	12	30	12	0	847	0	0	0	0	0	9	0	0	0	0	0	283	0	0	0	7	4	48	430	36	220	0	0	6	245	10	0	0	90	0	6	0	0	0
ASV0086	0	1	44	0	82	15	0	677	0	11	0	0	0	20	0	0	0	0	3	183	10	0	0	0	7	44	349	76	243	0	0	8	284	10	0	0	130	23	19	0	0	0
ASV0087	0	0	0	3	0	43	42	0	1739	88	0	56	137	2	0	14	33	0	0	0	0	6	0	31	32	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0
ASV0088	0	1	31	20	30	0	0	670	0	0	0	0	0	28	7	0	9	0	4	262	10	0	6	53	13	0	304	42	390	6	0	0	252	4	0	7	52	0	0	22	0	0
ASV0089	0	0	0	0	46	13	0	701	0	0	12	9	11	28	0	0	0	0	0	232	9	0	3	22	0	48	268	51	430	0	0	9	235	4	0	9	53	16	0	8	0	0
ASV0090	0	0	0	0	0	18	12	6	2101	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	10	0	0	0	5	0	0	0	31	0	0	0	10	0	4	5	0	0
ASV0091	4	8	0	258	3	0	11	0	0	0	6	0	9	47	13	160	142	0	0	0	15	13	12	85	0	0	4	15	93	19	77	7	14	3	0	0	0	3	0	99	120	917
ASV0092	3	9	6	6	44	1	0	146	913	25	0	0	11	10	0	5	6	0	0	42	17	25	0	4	15	0	97	2	37	15	0	9	67	0	519	2	0	0	41	7	0	49
ASV0093	0	0	47	52	60	0	1	600	0	10	0	0	0	6	0	0	6	3	2	281	1	0	20	0	0	14	361	30	281	0	0	0	257	7	0	0	80	0	0	0	0	0
ASV0094	1	0	22	11	28	3	20	534	0	2	10	6	0	0	2	4	0	8	6	536	5	0	0	32	6	35	238	51	272	0	0	0	166	0	0	1	78	5	8	10	0	0
ASV0095	0	0	32	16	34	0	12	731	0	0	12	6	9	4	0	4	0	0	0	273	0	0	13	12	2	65	291	28	210	5	0	11	271	14	0	0	40	0	3	0	0	0
ASV0096	28	5	351	6	20	15	29	232	75	53	21	6	0	40	0	3	4	3	19	35	54	41	28	31	59	0	83	5	104	124	4	135	79	7	18	3	196	5	11	61	19	35
ASV0097	1	1	0	0	78	0	48	656	35	7	0	0	10	0	0	23	0	33	21	248	0	0	0	10	0	8	296	55	224	0	8	1	184	14	0	18	41	1	0	0	0	0
ASV0098	0	0	5	6	32	0	0	655	15	8	0	10	0	0	0	0	7	0	0	216	0	0	0	0	33	0	334	34	228	3	0	6	318	0	0	3	100	0	0	7	0	0
ASV0099	0	0	5	14	89	12	45	644	12	0	0	0	5	0	0	0	0	0	0	154	0	0	0	9	0	20	367	35	173	0	0	15	297	0	8	4	102	0	0	0	0	0
ASV0100	1	0	0	3	54	0	0	629	0	0	0	4	0	50	0	0	3	0	0	204	5	50	6	25	18	82	284	27	243	0	82	0	183	4	0	10	24	10	0	3	0	0
ASV0101	41	126	75	69	13	15	10	48	1	24	4	7	24	29	15	80	28	24	77	0	45	54	26	78	101	30	25	41	68	11	6	0	0	35	32	0	46	42	65	8	180	387
ASV0102	0	0	20	5	63	0	27	582	7	12	33	0	0	1	0	15	20	1	12	223	14	0	0	14	43	0	287	72	206	7	4	35	177	17	0	16	51	0	19	3	0	0
ASV0103	1428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	253	0	0	0	0	0	0	0	0	0	0	0	0	0	164	0	0	0	0	0	82	0	0	53	0	0
ASV0104	205	0	0	0	5	8	3	323	0	0	49	4	3	9	0	132	22	94	0	0	240	9	38	20	25	0	0	0	45	8	90	0	4	0	432	0	24	18	49	20	8	0
ASV0105	0	0	20	30	18	0	0	657	0	18	0	0	0	33	0	0	17	0	0	186	0	0	36	6	0	24	249	19	215	0	0	3	261	4	0	7	83	0	0	0	0	0
ASV0106	0	0	34	0	59	0	0	607	10	0	0	19	0	0	5	0	0	9	0	174	4	0	18	23	4	83	290	25	225	0	0	6	167	3	0	6	30	0	0	13	0	0
ASV0107	45	0	2	0	11	0	3	0	1257	14	17	6	0	18	0	2	0	35	3	0	139	0	0	2	15	0	6	0	0	1	0	0	9	0	169	6	0	0	3	0	0	0
ASV0108	0	7	0	0	0	0	0	0	1725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0
ASV0109	0	0	18	0	32	0	0	666	0	0	10	0	0	0	0	11	0	0	5	194	0	0	0	8	0	41	281	14	205	0	0	0	173	0	0	15	55	8	0	0	0	0
ASV0110	13	0	0	0	0	0	48	10	1	9	0	0	0	0	0	0	18	19	0	0	0	18	8	0	1251	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	67	185
ASV0111	19	0	0	8	0	0	0	19	0	0	0	0	0	0	0	7	0	0	6	0	8	12	0	0	1222	1	0	0	0	0	11	21	6	14	8	0	0	0	1	13	73	200
ASV0112	0	0	16	0	22	0	0	551	0	0	0	0	11	12	6	0	0	6	0	161	6	0	0	51	0	5	260	36	159	6	0	6	192	13	0	19	105	0	0	0	0	0
ASV0113	25	4	107	453	14	0	7	4	0	1	3	2	44	85	28	104	0	0	3	0	10	0	93	390	106	0	0	0	0	70	0	0	0	2	30	0	16	2	6	2	6	1
ASV0114	9	0	28	2	76	0	0	578	0	18	10	0	0	10	0	0	0	0	0	186	5	0	0	27	7	51	224	24	143	0	0	0	160	0	0	0	25	6	0	4	0	0
ASV0115	0	0	14	0	43	2	15	551	12	7	0	0	5	1	0	0	6	14	0	191	18	0	17	0	0	44	211	41	202	0	0	0	96	12	0	8	30	24	8	15	0	0
ASV0116	1	0	0	0	0	0	0	23	0	0	0	0	5	3	2	14	18	0	5	0	4	11	9	0	1160	0	0	0	5	20	7	29	0	8	0	0	0	0	0	23	46	177
ASV0117	9	0	0	0	0	0	19	0	1463	0	0	6	20	1	0	28	5	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV0118	17	6	0	0	0	6	20	0	437	5	0	6	0	0	0	0	2	13	6	12	0	0	24	0	802	0	0	0	6	0	7	0	14	6	0	0	0	0	28	16	25	89
ASV0119	0	6	1	0	0	45	13	0	0	413	0	166	547	9	0	162	59	8	0	0	0	0	0	17	80	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	10
ASV0120	0	17	0	0	0	0	0	0	7	414	0	265	468	34	0	162	104	0	5	0	0	0	39	0	13	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0
ASV0121	0	0	10	0	50	6	0	474	0	0	0	0	1	0	0	21	0	0	6	158	5	0	0	21	0	64	240	18	189	13	0	0	223	2	0	7	9	0	3	0	0	0
ASV0122	0	0	7	0	3	0	0	6	15	5	0	10	0	726	25	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	661
ASV0123	0	0	0	0	0	0	0	648	0	22	10	0	0	0	0	0	0	0	0	219	0	0	0	0	0	0	276	0	116	0	0	0	156	1	8	0	29	0	0	0	0	0
ASV0124	0	3	0	0	0	1	26	0	1125	49	0	27	136	0	0	38	22	0	0	0	0	0	14	0	16	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0
ASV0125	31	29	56	45	6	4	120	11	0	113	32	17	0	26	64	5	0	2	65	0	15	8	0	0	10	8	0	11	0	13	17	86	0	57	407	0	0	5	101	60	19	10
ASV0126	0	1	0	1	0	0	0	29	0	0	0	0	21	0	0	8	4	0	3	0	13	0	811	0	9	0	0	10	0	1	448	0	0	2	7	0	3	0	4	20	1	44
ASV0127	57	1	0	0	2	9	2	0	1267	4	0	18	0	0	0	6	0	0	0	0	0	0	8	5	29	0	0	0	0	6	0	0	1	0	11	0	1	0	2	0	0	0
ASV0128	0	0	0	0	0	32	0	0	1254	23	0	8	9	0	0	2	0	0	0	0	0	0	0	51	15	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0
ASV0129	16	3	9	54	0	0	98	4	0	588	81	8	0	2	3	0	0	3	10	0	14	164	3	0	0	0	7	0	1	2	0	11	0	15	39	37	73	0	63	12	64	0
ASV0130	0	0	0	0	0	0	0	22	0	3	0	8	0	0	0	0	6	0	0	0	0	7	19	0	1077	0	0	0	0	0	13	0	0	2	0	0	0	0	0	7	51	156
ASV0131	1063	0	39	1	4	0	0	45	0	0	0	0	0	0	0	0	0	0	21	17	0	13	0	21	4	0	29	2	5	6	0	0	4	0	0	0	65	0	12	0	0	9
ASV0132	7	3	29	19	6	1	40	179	0	519	5	17	0	4	0	1	0	0	0	46	6	46	0	16	15	0	97	4	66	2	0	9	45	12	32	33	17	0	32	4	35	0
ASV0133	27	0	11	0	5	0	0	39	0	0	58	0	17	0	0	0	0	19	0	0	9	26	41	4	99	0	0	0	35	53	610	0	17	0	44	0	8	0	0	0	0	215
ASV0134	7	4	0	7	5	0	22	157	23	31	0	0	0	6	0	8	11	27	29	73	4	0	16	50	490	17	64	0	71	4	3	6	44	0	7	0	0	2	0	12	15	115
ASV0135	0	0	12	7	17	0	0	412	0	0	0	4	0	15	2	0	0	15	0	163	0	0	10	28	8	87	204	7	132	6	0	2	132	0	0	4	54	4	0	0	0	0
ASV0136	118	0	50	13	0	0	42	132	35	65	8	0	0	0	0	0	0	116	0	37	0	17	74	6	25	0	46	0	283	0	0	0	60	0	160	0	16	0	18	0	0	0
ASV0137	0	0	0	0	0	0	0	0	1312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV0138	0	6	0	0	0	7	0	0	1272	0	0	0	0	0	0	7	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	1	0	0	0
ASV0139	0	0	14	2	67	21	0	406	0	6	0	0	0	1	0	0	0	0	7	156	0	0	0	0	0	0	210	13	172	0	0	0	201	7	0	9	14	3	0	0	0	0
ASV0140	18	0	0	8	62	14	0	383	8	0	0	4	0	0	5	5	0	0	2	124	0	0	9	0	9	56	188	16	174	0	0	0	136	0	0	0	65	0	0	0	0	0
ASV0141	0	0	11	18	38	5	7	416	0	37	0	7	15	0	10	0	11	0	0	136	9	0	0	9	0	7	162	17	133	12	0	0	152	15	0	0	21	17	0	0	0	0
ASV0142	0	6	0	0	0	0	10	0	1104	22	0	10	4	0	0	19	17	0	0	1	0	0	7	10	26	0	0	0	0	0	0	0	0	0	19	0	0	0	9	0	0	0
ASV0143	84	33	45	12	10	6	20	39	18	31	35	63	22	87	10	34	11	33	48	1	57	42	42	62	35	12	9	29	35	55	1	29	4	37	80	6	12	17	8	12	25	5
ASV0144	0	0	0	27	42	15	0	417	2	0	0	0	0	1	0	0	6	17	0	125	7	0	0	0	0	0	199	55	128	0	2	0	137	0	0	1	45	0	0	0	0	0
ASV0145	0	0	4	22	48	0	0	310	0	0	6	16	10	0	0	0	0	0	0	131	0	0	14	0	0	16	129	12	179	0	0	0	187	4	0	5	114	0	18	0	0	0
ASV0146	0	0	0	0	0	1	28	0	1159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	3	0	0	14	0	0	0	0	0	0	1	0	0	0
ASV0147	0	0	0	0	0	0	0	0	1160	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	9	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV0148	0	0	0	0	0	0	0	0	1162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV0149	15	0	7	0	1	0	0	30	0	1	62	16	26	0	0	0	0	11	0	0	0	0	36	6	64	0	11	0	40	52	487	0	18	0	31	0	4	0	6	14	0	181
