ASV	SRR11426356	SRR11426357	SRR11426369	SRR11426371	SRR11426372	SRR11426373	SRR11426374	SRR11426377	SRR11426379	SRR11426383	SRR11426384	SRR11426385	SRR11426387	SRR11426388	SRR11426391	SRR11426394	SRR11426399	SRR11426402	SRR11426403	SRR11426404	SRR11426407	SRR11426354	SRR11426410	SRR11426412	SRR11426355	SRR11426358	SRR11426359	SRR11426360	SRR11426362	SRR11426363	SRR11426364	SRR11426366	SRR11426367	SRR11426368	SRR11426375	SRR11426380	SRR11426381	SRR11426382	SRR11426392	SRR11426395	SRR11426401	SRR11426405	SRR11426408	SRR11426409	SRR11426413	SRR11426361	SRR11426365	SRR11426370	SRR11426376	SRR11426378	SRR11426386	SRR11426389	SRR11426390	SRR11426393	SRR11426396	SRR11426397	SRR11426398	SRR11426400	SRR11426406	SRR11426411
ASV0095	0	0	0	4	0	0	9	7	0	41	18	0	0	0	5	4	0	0	0	0	0	0	0	2	0	1	6	0	0	0	22	48	14	17	10	0	0	11	53	10	30	0	26	10	2	0	3	0	0	0	0	0	0	0	0	0	0	0	11	0
ASV0096	0	0	48	17	0	0	0	0	0	49	20	0	26	0	10	0	17	0	6	0	0	0	9	0	0	0	0	0	0	0	17	0	0	0	23	23	0	5	0	0	13	15	0	0	0	0	0	0	0	0	0	0	3	8	1	0	0	0	43	7
ASV0097	5	0	0	10	4	0	0	0	3	4	10	0	19	9	6	0	0	0	2	5	0	0	0	0	4	3	8	15	5	0	48	0	17	0	12	0	0	0	0	0	14	8	0	0	41	0	7	0	21	5	0	5	0	0	18	9	10	0	28	4
ASV0098	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	6	0	0	0	178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	71	0	0	0	33	0
ASV0099	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	173	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	65	0	2	0	43	0
ASV0100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	341	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV0101	0	0	5	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	4	5	0	0	68	0	7	0	0	0	0	6	0	0	6	0	7	0	0	0	0	0	0	0	231	0	0	0	0	0	0	0	0
ASV0102	0	0	8	0	30	0	0	0	0	10	0	0	15	0	0	0	18	0	27	0	0	0	0	0	0	0	7	0	9	0	81	0	1	0	3	0	0	0	0	8	0	0	0	8	0	0	23	0	0	0	0	0	0	12	26	0	0	0	63	0
ASV0103	13	0	0	0	0	0	0	0	8	20	25	2	0	0	13	0	0	7	0	15	0	29	22	0	17	0	10	0	3	0	0	32	0	12	15	0	11	0	0	0	22	0	0	0	0	0	20	0	0	0	0	0	0	0	11	0	0	0	36	0
ASV0104	0	0	0	4	0	0	0	5	0	0	0	0	0	13	0	0	0	0	0	0	0	16	0	0	0	0	6	0	6	0	153	95	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0
ASV0105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV0106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	324	0	0	0	0
ASV0107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	308	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0
ASV0108	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	22	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0
ASV0109	0	0	0	0	0	0	5	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	3	3	8	0	0	0	11	42	101	0	0	0	0	0	0	11	0	15	0	0	0	28	0	18	2	17	0	0	0	0	0	9	9	0	14	0	0
ASV0110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171	0
ASV0111	0	0	0	0	0	0	0	0	0	0	0	0	34	15	63	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	47	0	17	0	0	0	0	0	0	0	0	0	0	42	0	14	3	0	0	0	0	0	0	0	0	0	0	46	0
ASV0112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV0113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV0114	0	0	0	0	10	0	0	10	0	0	0	0	0	22	0	7	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	42	0	50	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	48	0
ASV0115	0	0	0	0	15	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	44	0
ASV0116	0	0	84	5	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	19	0	0	1	0	0	0	19	0	0	0	0	0	15	0	0	0	2	0	0	5	0	30	49	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
ASV0117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	42	0	0	0	3	127	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0
ASV0118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	222	0	0	0	0	0	0	0	0	5	8	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	4
ASV0119	0	0	0	0	0	0	3	3	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180	0	0	13	0	0	0	0	3	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0
ASV0120	8	0	40	0	11	0	0	0	0	3	38	0	0	7	0	0	20	0	13	0	0	0	0	0	8	0	7	0	0	0	0	0	0	0	12	7	14	0	0	0	43	0	0	0	0	0	0	0	0	0	0	3	0	4	0	0	0	0	9	0
ASV0121	0	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0
ASV0122	0	0	0	0	0	0	0	0	0	0	8	0	0	5	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0
ASV0123	7	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	198	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	4	0	0	2	0	22	0
ASV0124	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	180	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0
ASV0125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV0126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV0127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV0128	0	0	0	0	125	0	0	0	0	0	0	0	0	3	0	0	0	0	29	0	60	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0
ASV0129	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0
ASV0130	9	0	13	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	31	0	0	0	0	47	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	29	0	0	0	0	0	0	22	0
ASV0131	7	0	0	14	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0
ASV0132	0	0	189	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	18	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
ASV0133	0	0	0	0	222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV0134	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	8	0	0	0	0	0	0	0
ASV0135	0	0	0	4	0	4	0	0	0	0	2	0	5	0	0	0	3	0	0	0	22	0	7	0	0	0	0	3	0	0	70	16	0	0	0	4	0	5	0	0	9	0	29	0	0	1	0	0	0	0	0	4	3	0	0	3	9	0	16	0
ASV0136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV0137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	212	0
ASV0138	0	0	0	0	0	0	0	0	0	9	0	0	0	1	0	0	0	0	0	0	0	25	19	0	0	9	0	0	0	14	0	23	0	7	8	5	0	0	0	0	17	22	0	7	0	0	0	0	0	12	0	14	0	0	0	0	0	0	16	0
ASV0139	0	0	0	0	0	0	0	10	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV0140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	148	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0
ASV0141	19	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	25	0	0	0	0	0	10	10	7	0	78	0	0	0	0	0	0	0	6	0	0	0	0	0	11	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0
ASV0142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV0143	10	0	13	13	6	0	0	0	0	25	3	0	18	0	10	0	6	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	30	0	0	26	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	8	0	9	0	0	0
ASV0144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV0145	0	0	23	4	0	0	1	0	0	25	14	0	13	0	3	0	10	0	0	0	0	0	4	0	0	0	0	0	0	0	7	0	0	0	8	8	0	6	0	0	8	11	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	32	0
ASV0146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV0147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV0148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV0149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	5	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV0150	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	9	43	0	0
ASV0151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV0152	0	0	0	0	0	0	0	0	0	0	4	0	0	6	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	7	26	47	0	0	0	0	0	0	4	0	9	0	0	0	19	0	6	0	5	0	0	0	0	0	8	0	0	14	0	0
ASV0153	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	88	0	0	0	0	13	0	0
ASV0154	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	5	0	14	0	0	0	1	0	0	15	6	14	11	0	0	26	0	6	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	36	0
ASV0155	0	0	0	0	12	0	0	0	0	18	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	2	0	10	12	0	8	32	0	0	9	0	0	11	0	0	0	0	0	14	0	0	0	0	0	0	0	6	0	0	0	0	0
ASV0156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV0157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV0158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0
ASV0159	0	0	0	0	0	0	0	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV0160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV0161	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0
ASV0162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	9	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV0163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV0164	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	19	0	18	0	4	0	0	0	9	0	0	0	0	0	0	0	0	0	9	0	5	0	0	0	23	0	0	0	0
ASV0165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	83	0	0	0
ASV0166	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	3	0	0	16	0
ASV0167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	4	0	0	18	1	0	0	0	0	0	13	0	5	10	5	5	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	40	0
ASV0168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	28	0	3	0	0	0
ASV0169	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	17	6	2	0	11	0	0	4	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	3	21	0	0	0
ASV0170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV0171	0	0	9	0	50	0	0	0	0	0	0	0	0	0	4	0	2	0	33	0	0	0	0	0	0	4	0	3	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	8	0
ASV0172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV0173	0	0	28	0	8	0	0	0	0	0	33	0	0	0	0	0	10	0	4	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
ASV0174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV0175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV0176	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ASV0177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV0178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV0179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0
ASV0180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV0181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV0182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0
ASV0183	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0
ASV0184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV0185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV0186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV0187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV0188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV0189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV0190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV0191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV0192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV0193	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0
ASV0194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV0195	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	5	0	0	0	0	0	82	0
ASV0196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV0197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV0198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0
ASV0199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV0200	0	0	58	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV0201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
