ASV	SRR17282890	SRR17282892	SRR17282895	SRR17282900	SRR17282901	SRR17282902	SRR17282904	SRR17282905	SRR17282912	SRR17282914	SRR17282915	SRR17282918	SRR17282919	SRR17282921	SRR17282923	SRR17282927	SRR17282931	SRR17282935	SRR17282948	SRR17282950	SRR17282957	SRR17282961	SRR17282964	SRR17282975	SRR17282977	SRR17282979	SRR17282984	SRR17282985	SRR17282987	SRR17282989	SRR17282992	SRR17282995	SRR17282997	SRR17283001	SRR17283003	SRR17283008	SRR17283009	SRR17283011	SRR17283012	SRR17283018	SRR17283023	SRR17283027	SRR17283030	SRR17283033	SRR17283035	SRR17283038	SRR17283042	SRR17283043	SRR17283044	SRR17283046	SRR17283048	SRR17283051	SRR17283052	SRR17283054	SRR17283056	SRR17283064	SRR17283066	SRR17283070	SRR17283072	SRR17282893	SRR17282894	SRR17282898	SRR17282906	SRR17282916	SRR17282917	SRR17282920	SRR17282922	SRR17282926	SRR17282929	SRR17282932	SRR17282933	SRR17282936	SRR17282937	SRR17282939	SRR17282943	SRR17282946	SRR17282947	SRR17282951	SRR17282952	SRR17282953	SRR17282954	SRR17282955	SRR17282956	SRR17282960	SRR17282962	SRR17282967	SRR17282969	SRR17282970	SRR17282971	SRR17282976	SRR17282981	SRR17282983	SRR17282990	SRR17282991	SRR17282994	SRR17283000	SRR17283004	SRR17283006	SRR17283007	SRR17283013	SRR17283014	SRR17283015	SRR17283016	SRR17283017	SRR17283024	SRR17283029	SRR17283036	SRR17283039	SRR17283047	SRR17283050	SRR17283053	SRR17283059	SRR17283060	SRR17283063	SRR17283068	SRR17283071	SRR17283074	SRR17283075	SRR17282891	SRR17282896	SRR17282897	SRR17282899	SRR17282903	SRR17282907	SRR17282908	SRR17282909	SRR17282910	SRR17282911	SRR17282913	SRR17282924	SRR17282925	SRR17282928	SRR17282930	SRR17282934	SRR17282938	SRR17282940	SRR17282941	SRR17282942	SRR17282944	SRR17282945	SRR17282949	SRR17282958	SRR17282959	SRR17282963	SRR17282965	SRR17282966	SRR17282968	SRR17282972	SRR17282973	SRR17282974	SRR17282978	SRR17282980	SRR17282982	SRR17282986	SRR17282988	SRR17282993	SRR17282996	SRR17282998	SRR17282999	SRR17283002	SRR17283005	SRR17283010	SRR17283019	SRR17283020	SRR17283021	SRR17283022	SRR17283025	SRR17283026	SRR17283028	SRR17283031	SRR17283032	SRR17283034	SRR17283037	SRR17283040	SRR17283041	SRR17283045	SRR17283049	SRR17283055	SRR17283057	SRR17283058	SRR17283061	SRR17283062	SRR17283065	SRR17283067	SRR17283069	SRR17283073
ASV0021	0	0	0	0	42	1242	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	190	0	0	3	0	0	0	0	0	0	11970	5161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18773	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	621	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	1334	4663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10046	0	0	0	0	0	0	0	0	9	118	0	0	0	0	0	0	0	0	0	0	0	0	0	1687	0	0	0	0	0	0	0	861	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	523	0	0	0	0	0	0	0	15509	0	0	0	0
ASV0022	0	0	0	0	0	0	483	169	0	436	0	0	0	0	0	0	0	0	0	4344	0	0	0	0	0	0	0	0	105	0	0	0	485	0	315	20	928	46	0	116	0	0	0	27440	142	88	143	0	0	0	0	20	0	0	0	316	368	0	0	0	2623	0	0	0	0	0	0	82	0	0	0	68	0	56	177	601	0	0	13	164	82	187	0	0	0	0	0	95	0	0	78	0	0	358	0	448	0	0	26	0	557	183	0	142	0	0	156	0	0	0	0	0	142	495	0	183	106	85	131	0	542	0	0	0	0	0	0	1722	0	0	181	0	0	0	1538	0	0	0	0	59	121	0	143	427	0	0	0	0	79	0	0	7272	0	40	627	0	0	0	0	163	0	800	1482	11796	79	19	0	0	0	108	82	0	0	0	0	0	0	1007	0	0	349	72	0	14	0	900
ASV0023	9	2273	13	0	0	0	0	0	29	27	2986	12	0	5	0	0	9	22	0	0	2	0	0	0	0	92	0	0	0	0	0	0	7571	376	17	0	6	0	0	0	0	0	0	0	0	434	51	2	14575	2	0	0	0	0	0	22	502	8	0	387	26	0	0	2982	194	0	6	3	45	25	32	0	991	17	0	0	0	0	55	0	0	0	65	0	119	0	428	0	14	0	0	0	0	0	0	33	0	0	0	0	0	2	0	482	3177	0	0	0	0	0	0	0	0	0	19	5623	168	37	0	0	0	0	1521	0	0	0	7	6794	0	0	8	0	29	16184	333	24	1782	475	44	0	0	0	0	0	0	0	0	24	0	0	0	0	7	0	0	0	29	0	4	221	3	0	0	0	0	12	336	0	13	0	0	12	0	0	96	0	0	0	0	0	0	0	0	0	0	0
ASV0024	20	0	0	88	20	17	12	69	6	84	48	55	54055	58	0	3	3	0	0	0	0	6	2104	0	0	162	9	90	3667	45	0	0	143	2	1	5	0	199	220	240	0	99	7	2	0	134	576	2	0	3	0	0	1	37	0	0	11	57	16	0	5	0	2369	55	96	315	126	0	0	116	2	0	6	0	12	0	0	6	0	44	125	0	29	17	29	260	2	27	91	3	0	77	0	18	0	52	16	14	27	30	98	883	0	737	6	524	0	0	0	1	0	0	120	69	0	85	263	11	28	0	0	0	38	0	0	0	0	7	875	8	0	0	12	0	2	0	6	18	0	0	0	0	4	10	156	7	0	17	0	0	0	0	21	24	0	0	14	1	0	3	14	144	97	283	5	42	0	0	0	2	0	0	0	0	0	0	0	3	14	0	0	0	0	0	19	0
ASV0025	56	71	0	93	33	28	28	403	29	21	0	0	0	19	0	0	41	7	202	0	3	56	1033	12	0	2609	2985	127	414	60	34	58	375	127	161	47	0	690	3857	3765	34	0	12	54	41	0	9	7	14	0	0	22	0	173	376	5	10	5	89	111	191	0	780	13	11	73	0	0	0	9	7	0	13	150	15	58	0	30	43	266	269	160	58	38	70	221	52	90	65	6	52	132	52	83	55	1054	43	68	555	484	171	90	0	99	180	8	22	20	0	0	0	53	73	138	350	371	0	0	216	57	0	60	59	51	0	2	36	93	79	32	892	4	78	11	54	400	66	462	12	29	18	0	28	46	163	38	0	20	23	0	0	3114	31	281	4205	0	133	15907	106	265	0	1278	780	615	424	573	302	7	0	0	12	12	0	14	445	7	0	276	663	33	293	0	0	15	18	0
ASV0026	14	477	16	0	6	0	0	0	33	48	0	51	0	1	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	13835	211	14	0	41	0	0	0	0	0	0	0	0	0	0	0	9480	0	0	0	0	0	0	29	27	26	16	432	11	0	0	257	61	0	0	0	39	28	0	0	1964	16	3	0	0	0	0	0	0	0	0	0	64	0	338	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	4	1161	20	0	0	0	0	0	0	0	0	0	264	0	0	0	0	0	0	1107	0	2	0	16	7319	0	0	0	0	85	14058	299	0	977	3418	0	0	0	0	0	0	0	0	0	29	0	0	0	0	7	0	0	0	8	0	2	268	0	0	59	0	0	5	975	0	12	0	0	0	0	0	57	6	0	0	0	0	0	2	0	0	0	9
ASV0027	22	4	478	0	0	0	0	2	4	3	10	18	0	0	94	4	21	13	5234	8009	2	0	0	0	0	0	0	4	0	0	0	0	0	2	3	0	0	0	0	0	0	0	61	3282	333	0	85	29	35	9400	0	0	0	0	0	0	0	0	13	10	0	0	0	18	0	91	8	0	317	139	75	0	9784	504	55	196	0	389	144	0	5	1	2	1	3	5	177	2	3	0	0	0	4	0	0	6	10	0	0	0	0	1	0	0	34	266	37	0	0	0	150	0	0	0	0	10	0	0	0	2	4	49	0	2	0	0	32	0	0	13	19	359	0	410	0	0	12	7	360	2754	172	0	0	1	6	6	187	313	0	0	0	0	0	1	0	0	19	0	0	2	5	0	28	0	0	0	0	15	666	213	165	8593	2	5	253	869	0	0	0	0	0	0	0	5	93	0
ASV0028	0	203	11	14	171	23	21	0	0	0	0	0	0	0	0	0	371	28	13	137	10426	13	42	0	0	0	0	0	0	0	3339	0	0	434	1266	0	16	14	47	0	0	0	120	0	0	417	2562	0	0	20	0	4	61	0	59	155	0	0	0	0	7576	2412	381	0	0	0	73	0	0	5443	476	10	52	0	3	324	47	3	0	238	184	301	5691	0	24	15	102	0	31	44	4	0	0	0	0	0	10	29	319	0	0	0	11	0	0	0	0	143	0	0	0	0	0	0	0	0	2302	17	0	130	216	163	24	14	0	0	0	0	289	943	0	0	0	77	1567	0	0	0	0	0	16	13	231	9	272	649	0	0	49	0	0	19	15	0	60	47	5	0	0	0	0	0	519	0	2072	14	0	86	0	15	0	39	78	610	0	71	3	43	0	0	0	38	123	0	0	0
ASV0029	64	312	98	206	576	1408	632	24	274	7	63	66	7	332	678	11	26	5	23	283	19	852	2628	148	15	0	389	237	37	26	155	635	131	129	62	38	0	342	393	611	33	31	53	307	0	1	66	12	28	2007	0	56	40	33	9	9	3034	1377	22	58	57	53	239	38	41	14	9	12	551	50	6	0	64	173	0	45	3	52	24	158	120	343	267	144	164	162	85	23	311	17	131	8	2590	12	338	162	742	10	126	139	2483	657	26	7	245	3	3	8	1267	28	1738	2	428	145	383	219	687	28	24	76	321	29	75	41	0	4784	532	86	793	1575	14	483	19	1749	367	146	597	429	70	14	2	336	77	157	740	462	83	46	0	22	14	6	965	68	353	0	38	324	15	169	159	329	363	18	0	30	164	31	6	24	8	8	193	0	8	55	272	57	48	11	0	24	7	4	247	104
ASV0030	0	17	638	0	0	0	0	0	0	182	249	916	473	18	5438	72	145	953	0	0	0	0	0	0	0	0	0	5	0	0	0	1	0	12	4	0	0	0	0	0	0	0	60	0	0	0	4515	294	2482	489	0	0	5	0	0	36	2	0	0	6	12	0	0	113	229	174	19	213	8556	579	55	0	36	12	25	0	0	0	0	0	0	0	0	0	0	0	661	124	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	6	51	0	0	0	0	179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	702	3044	0	5512	243	0	9	0	85	0	0	0	0	0	0	0	26	67	0	0	0	0	0	0	0	0	0	142	0	4	0	0	0	0	0	0	0	93	72	0	0	56	0	0	4597	10437	0	0	3	0	0	0	0	1	0	0
ASV0031	5	95	389	1085	0	26	24	8	63	41	11614	52	403	23	29	0	61	0	0	0	450	68	129	0	0	0	66	0	14	0	0	19	234	127	128	0	139	126	0	2091	0	0	33	7	0	26	431	940	92	41	0	0	0	10	0	2	0	0	29	0	157	10	288	36	7313	390	369	101	50	0	189	0	981	105	14	17	0	0	8	3966	75	41	382	51	591	49	26	0	8	0	0	0	0	0	2889	12	45	0	0	0	10	24	1	1011	0	28	0	35	14	0	10	3	0	5	9	15	78	0	0	7	1249	129	1195	0	0	0	32	76	50	450	0	42	89	44	105	0	91	232	3823	0	0	0	19	119	129	151	13	4284	0	0	0	0	12	3	0	0	13	35	31	81	0	227	130	12	0	38	350	11	15	0	0	35	326	0	4	69	38	4	518	12	4	0	3	0	25	0
ASV0032	0	4249	0	0	0	0	0	35	70	0	2013	26	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	6	9	12	1901	6	2400	0	0	0	0	6046	0	0	3	0	0	0	25	11	0	381	0	0	3	0	0	0	0	0	0	0	126	91	0	0	0	19	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	1648	16	0	0	0	72	122	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	267	0	0	0	20	0	0	34	0	0	0	0	770	0	0	74	7	169	0	116	0	1626	6115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	896	0	33	1442	5	0	279	18632	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0	0	0	141	0
ASV0033	105	689	19	25	0	0	22	104	88	41	36	59	19	0	162	12	51	18	65	86	100	9	10	0	0	2503	44	39	130	38	0	53	5	86	53	108	436	87	390	4495	1	119	18	64	18	105	7	46	18	367	0	0	26	20	143	46	4	252	85	81	148	25	40	16	96	0	218	23	34	75	113	0	1042	87	2937	79	25	46	118	3	16	27	178	14	16	45	38	36	37	0	59	28	53	0	82	1815	0	174	2522	16	604	815	4	626	186	0	37	9	0	0	19	115	215	19	4	1154	2871	134	624	41	14	61	16	271	9	195	37	275	75	1	538	571	130	31	319	2	3318	403	17	21	27	26	48	90	86	8	23	210	26	48	65	6329	22	97	495	4	77	28	18	194	22	20	414	654	106	14	139	55	0	44	15	6	0	83	192	30	0	2613	51	48	399	14	15	55	26	0
ASV0034	23	117	19	110	6	6	23	0	214	42	32	37	0	31	3	0	3	1	0	0	78	19	35	20	120	0	0	35	26	223	47	7	15	79	91	26	4	62	14	0	37	0	7	0	12	0	0	13	192	5	39	14	126	35	0	16	3748	16	60	50	45	0	23	10	4	2	2	17	0	26	14	240	4	41	0	16	0	6	28	5	8	0	0	14	20	24	0	0	3	138	4	6	0	440	34	113	35	14	23	109	0	0	0	0	6413	121	0	0	407	97	385	8	260	0	114	772	0	270	9	0	0	0	3	17	0	0	690	588	93	130	0	13	70	0	628	113	300	112	29	35	2	16	0	16	235	22	15	0	0	50	17	2	4	9	0	32	78	0	0	161	0	13	0	0	0	529	238	2	6	4	0	0	0	4	903	61	26880	0	78	3	3	8	4	0	45	4
ASV0035	0	42	41	0	26	0	15	0	8	35	964	394	1739	874	35	5	118	38	0	0	7	0	0	0	0	0	0	0	0	0	0	125	48	32	27	0	54	0	24	0	307	0	39	0	13	0	5	3872	3	1320	0	0	0	0	0	0	0	0	0	0	14	175	7	13	119	227	439	910	61	7	256	14	22	0	120	195	12	0	83	0	0	0	0	0	0	4	49	40	14	0	0	0	0	0	25	13	0	0	6	15	0	0	0	0	1078	1604	0	0	0	0	0	0	0	0	0	0	0	19	0	0	210	0	18	0	0	0	370	27	15	7692	0	14686	9	0	9	5	14	13	300	0	0	0	0	0	124	160	14	2948	3	0	0	0	18	0	0	1	0	0	0	11	0	4060	0	0	0	0	256	47	9	0	0	36	0	0	195	156	0	0	0	0	0	0	0	0	0	206
ASV0036	0	263	0	27600	0	0	266	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0	143	0	0	0	0	0	41	162	220	0	0	0	0	1201	0	128	0	0	0	341	0	0	0	0	0	0	0	0	147	0	0	0	0	221	276	0	966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	215	0	0	0	72	0	0	285	0	0	0	0	0	0	0	0	0	0	0	0	164	0	1721	0	0	0	0	0	0	0	0	0	0	0	0	658	0	0	0	1414	0	356	0	697	0	0	0	375	0	0	0	0	0	223	0	0	550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4598	0	70	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV0037	0	70	0	0	0	0	82	0	0	0	0	0	0	0	0	138	192	267	0	0	0	0	0	0	0	0	77	3608	16610	97	73	0	0	41	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	83	67	0	0	0	0	0	0	112	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	180	16515	0	0	0	125	0	0	0	0	0	0	0	0	0	322	0	0	0	0	0	0	0	0	0	0	556	0	0	0	0	0	194	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	60	0	0	117	0	0	0	0	0	799	0	0	142	174	0	0	0	0	0	0	307	0	0	0	95	1016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196	0	0	0	0	0	0
ASV0038	0	49	0	0	0	0	0	0	11	0	146	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	20	0	216	63	17	9	0	1	0	0	0	0	0	0	0	0	0	22	125	0	0	0	141	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	68	11	0	0	0	0	17	0	0	0	38249	0	0	0	0	0	0	3	0	105	0	0	0	0	0	4	1448	0	0	8	0	0	0	0	4	0	0	0	584	4	0	0	0	140	0	0	0	0	0	0	51	80	0	0	0	0	0	18	0	0	0	1	0	12	0	0	0	0	13	0	0	0	0	0	0	41	0	0	10	0	0	0	0	247	0	0	2	0
ASV0039	0	13	0	0	0	0	0	654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	413	0	0	0	95	0	19939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	815	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	181	0	0	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	37	0	4	0	0	0	0	0	9	0	0	0	0	0	0	24	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17839	0	1023	0	14	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
ASV0040	1018	37	637	0	0	0	0	0	12	74	419	1056	217	60	724	55	134	86	168	59	0	0	0	0	21	0	55	38	19	0	19	13	318	35	15	0	0	0	0	0	4	0	41	0	10	0	1363	835	736	778	0	0	29	2	0	0	311	675	718	38	10	0	0	141	288	42	16	135	6000	805	43	0	72	13	5	0	0	6	19	0	0	0	0	0	0	0	181	18	0	0	6	0	0	10	51	473	0	0	0	0	0	0	0	0	29	44	0	0	0	0	1151	26	143	0	89	100	0	0	300	0	0	0	0	3	283	0	57	36	0	0	429	662	2	1305	107	13	18	71	85	121	4	0	0	0	0	0	29	122	0	0	1	5	0	20	0	0	71	7689	1905	21	0	0	0	0	0	0	13	26	123	15	9	519	0	0	2202	1790	37	0	110	55	1	0	0	9	332	0
ASV0041	35	45	338	154	0	100	10	4	29	16	197	4	1254	3	37	0	0	3	2	110	27	191	14	0	0	0	0	3	0	0	0	0	520	92	17	0	3	0	0	5	0	0	3	0	0	12	11	103	36	24	0	15	0	0	0	30	23	41	86	31	53	154	0	4	8	45	980	6	11	20	52	2	22	8	0	7	14	0	0	1391	31	16	2537	17	137	30	28	125	1	0	0	0	0	0	56	27	9	0	0	0	0	13	0	616	49	31	2	63	0	0	40	0	0	1	6976	61	0	0	0	88	4704	186	80	1	1	0	16	41	104	81	4	28	39	26	37	0	52	238	128	0	0	0	16	53	195	31	0	154	0	0	0	0	0	0	0	0	72	5	0	64	0	0	32	2	0	5	82	2	11	0	0	30	10879	0	11	48	0	0	140	6	2	14	0	0	142	582
ASV0042	0	0	0	8	19	250	16	0	0	0	0	0	0	0	0	0	0	0	0	0	129	132	0	0	0	0	5	3	0	8	0	10	0	0	0	0	0	3783	94	0	0	0	0	0	0	0	0	0	0	0	0	165	0	0	63	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	25654	0	0	0	0	298	0	0	0	0	0	0	18	21	538	0	0	99	0	6	367	0	0	0	0	12	303	0	56	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	6	0	0	0	0	0	23	42	0	0	0	0	0	0	0	0	0	0	0	0	5	12	11	24	0	0	3	0	0	294	10	0	17	1430	0	0	0	8	0	34	0	0	0	81	0	0	0	0	0	0	0	0	0	0	0	228	22	7	32	177	7	0	0	370
ASV0043	0	2786	0	2	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	13	11	0	0	0	212	8	0	0	0	0	9001	58	0	0	0	30	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	2	37	0	121	0	2446	350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	31	16646	289	0	114	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	273	0	0	0	0	0	287
ASV0044	4	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	3449	0	0	0	38	50	0	0	10	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	1348	0	0	0	0	0	0	37	0	0	0	0	0	9	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	8	9	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0	0	36	2	0	17	0	0	0	0	0	118	42	0	0	0	0	0	0	5	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	11865	0	0	0	28	45	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	15803
ASV0045	20	603	39	265	176	830	137	0	13	5	133	0	4	5	0	0	12	0	0	0	12	934	2049	0	7	0	0	9	55	19	8	0	154	507	26	0	0	0	0	0	4	0	2	0	0	0	70	8	177	114	0	0	5	0	9	50	21	79	12	63	29	16	1219	1	4	6	0	5	46	158	0	0	130	0	0	0	2	1	2	24	173	25	158	437	265	6388	0	0	1726	0	0	0	9	21	14	3	2502	0	0	0	0	0	0	0	50	4	0	12	7	0	50	13	2429	25	31	15	0	0	16	60	149	25	151	5	0	0	3	10	838	1347	0	60	5	1	80	10	108	24	6	13	0	0	372	167	1226	1443	0	16	0	7	0	0	1576	2	0	0	33	3	0	70	0	0	0	0	0	0	29	0	0	0	0	353	93	0	5	44	22	4	25	18	7	0	10	1	28	20
ASV0046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1688	13589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV0047	6	0	0	0	0	0	0	198	544	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	2498	2714	78	41	55	0	0	0	0	0	0	0	0	0	3423	23	74	0	43	0	0	0	1110	0	0	0	0	0	388	0	0	157	68	64	3967	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	3	0	0	0	29	0	62	4	285	0	0	0	0	212	162	0	73	460	0	0	0	0	6	0	13	10	8	0	4	0	0	40	0	0	0	0	0	0	0	284	764	0	0	376	39	462	0	0	7	379	747	0	0	0	0	0	0	0	0	4	0	0	269	120	0	0	44	0	0	0	655	21	476	24	43	0	6634	0	0	748	0	0	0	0	0	0	0	3	0	0	0	158	495	0	0	0	0	0	45
ASV0048	59	0	317	180	153	0	167	0	0	175	147	270	9	57	181	25	34	36	49	25	64	599	644	0	0	0	67	44	32	326	5	194	11	0	44	0	18	124	245	0	56	11	24	0	0	0	310	55	137	0	0	0	0	0	0	1188	0	124	0	27	44	54	550	52	17	26	15	62	1187	0	0	0	0	50	31	8	0	0	45	93	227	428	105	141	60	319	115	17	189	0	14	0	0	112	0	25	349	25	21	44	48	57	0	19	0	108	0	165	8	0	1388	0	0	10	20	388	65	0	0	80	892	422	49	0	0	0	0	0	580	293	0	632	43	0	56	152	0	0	300	376	0	0	73	116	575	235	19	76	43	0	0	0	215	11	0	0	54	210	14	97	0	47	0	27	0	234	0	14	6516	26	0	107	985	0	1271	455	0	4	29	0	0	0	0	71	313	0
ASV0049	0	12165	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9451	1125	0	0	0	0	0	4	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1075	1034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	6	0	704	10	1570	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	548	0	0	0	0	0	0	832	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
ASV0050	318	24	136	179	224	361	340	286	250	74	75	19	105	0	76	420	318	421	368	28	268	442	20	0	0	112	50	127	60	43	137	0	180	167	151	0	64	72	0	143	434	289	165	54	340	76	39	259	73	134	24	0	0	133	127	246	35	140	326	289	53	434	23	60	313	384	264	170	10	56	346	72	171	213	75	51	0	406	10	90	18	218	317	139	94	139	93	248	185	0	171	0	44	0	155	186	166	151	23	23	0	256	312	102	20	87	232	61	200	0	13	299	34	164	214	170	273	19	111	245	529	489	174	148	0	261	343	135	404	91	181	24	141	0	339	139	0	17	118	53	307	139	121	316	213	26	263	285	203	130	0	19	410	24	132	188	270	42	145	61	225	39	35	183	0	0	36	298	67	269	179	199	125	176	19	160	0	77	86	243	212	35	492	0	0	103
ASV0051	1	3295	4	0	0	0	0	0	0	0	51	45	0	0	0	0	0	0	0	0	0	0	9	0	0	9	0	0	0	0	0	0	0	202	0	0	58	0	0	0	0	0	0	60	0	0	0	14	4099	0	0	0	0	0	0	0	0	23	0	129	41	0	6	1704	55	3	1	0	0	5	0	18	177	4	1	0	357	0	65	21	0	0	0	3	11	10	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	220	3202	3	0	2	0	0	0	0	0	0	88	0	0	0	0	0	0	0	934	0	0	0	6	3480	0	0	0	0	34	6095	483	0	712	361	0	0	2	8	0	14	0	10	0	5	0	0	0	0	8	0	0	0	0	0	0	95	0	0	10	0	0	6	278	0	346	0	0	0	0	10	132	4	0	0	0	6	0	0	0	0	0	0
ASV0052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	816	17316	0	0	0	0	0	0	0	41	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	4453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1044	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	191	0	0	0	597	0	0	0	0	0	0	0	195	0	0	0	0	0	0	0	67	0	0	0	0
