ASV	ERR2662893	ERR2662898	ERR2662910	ERR2662911	ERR2662912	ERR2662913	ERR2662914	ERR2662916	ERR2662921	ERR2662925	ERR2662927	ERR2662930	ERR2662932	ERR2662933	ERR2662936	ERR2662937	ERR2662939	ERR2662941	ERR2662945	ERR2662895	ERR2662896	ERR2662897	ERR2662899	ERR2662901	ERR2662902	ERR2662904	ERR2662905	ERR2662906	ERR2662908	ERR2662922	ERR2662924	ERR2662929	ERR2662938	ERR2662940	ERR2662942	ERR2662943	ERR2662944	ERR2662894	ERR2662900	ERR2662903	ERR2662907	ERR2662909	ERR2662915	ERR2662917	ERR2662918	ERR2662919	ERR2662920	ERR2662923	ERR2662926	ERR2662928	ERR2662931	ERR2662934	ERR2662935
ASV0001	3965	20915	8904	23986	15627	22731	7857	12137	14784	0	30979	34020	13529	15293	14750	0	9907	2008	0	19472	26233	16160	23028	17014	10284	11638	57957	14199	10611	0	16664	26852	7013	8108	0	19626	25892	0	18272	12315	37102	6615	11853	7413	10839	8966	12073	6957	19565	19192	8229	21510	0
ASV0002	24435	0	4809	23389	14595	35428	15464	11524	29018	0	0	0	9052	16070	16249	7073	8370	22983	0	25351	11666	32755	9167	6590	2473	13114	26625	19064	3737	0	0	0	26119	10316	12779	0	14989	0	9311	22918	21122	8336	23434	15080	13754	18149	22937	0	0	0	9008	7037	0
ASV0003	766	61933	1023	3069	1633	3528	156	17465	32156	316	1510	37009	9297	12339	19671	0	21	3426	3955	6119	7663	2933	7506	1546	5934	9404	4508	4363	6608	10028	12594	7376	0	16836	8058	1818	5100	595	3367	18124	6213	10860	771	11746	13950	18079	14125	11614	28	7304	12932	12839	25845
ASV0004	0	0	7275	35748	17382	0	0	0	12539	0	16102	0	0	0	15614	0	0	0	18500	0	22884	0	11219	0	0	0	29164	27461	9101	0	8082	14833	0	0	0	30179	20058	0	8881	0	10202	9393	0	2091	0	0	0	6406	0	11569	0	0	0
ASV0005	4804	4756	755	9701	10162	3897	2355	2249	7414	804	2468	16660	15850	13035	4004	9821	3832	25215	22155	5404	9037	7308	8661	6350	3	0	2253	1125	1527	4496	5595	3510	4957	3989	2584	30251	20904	2631	4105	0	1889	2708	5400	1109	772	3719	5947	1577	1152	3046	9972	6252	2818
ASV0006	7267	0	2649	0	0	0	1569	17232	4751	2987	3393	34900	8990	18892	10763	2185	646	18886	3866	7259	0	0	4441	6223	5392	6713	0	0	4866	7002	9826	6596	4156	3796	1692	2029	886	5197	4294	20769	0	4500	13067	13172	6314	2625	5980	2412	5206	6806	5294	7047	14051
ASV0007	1294	0	11664	527	440	207	0	8440	10435	26	0	3578	9303	35094	8107	5073	796	9267	6741	73	12260	1648	6225	5469	243	915	11426	4363	4663	6863	1910	7431	2168	11867	7620	1385	20245	2055	1203	2351	1622	5280	0	0	601	1785	2407	1380	0	7725	13807	29750	18782
ASV0008	7112	13730	0	0	0	1	1207	3762	0	0	0	6662	0	4	23053	0	0	0	0	35037	14827	25787	0	0	9885	38726	0	0	0	0	3208	0	0	0	0	0	0	13452	0	23791	0	0	2062	3546	2069	0	0	0	0	2456	0	21705	0
ASV0009	0	28464	0	0	0	0	0	0	0	6553	11669	35213	0	0	0	0	0	0	16949	0	0	0	0	0	0	0	0	0	0	21906	26577	8283	0	0	0	16059	0	21591	0	0	0	0	0	0	0	0	0	11171	9032	6209	0	0	17936
ASV0010	5988	0	3519	5364	2960	7389	5101	8901	1961	0	14755	4923	2040	1501	10643	0	639	2153	0	12240	8084	7163	4980	2469	1247	3882	13822	12744	1901	0	0	0	3149	6695	0	2802	4895	0	7142	5659	8331	1683	11364	6049	2164	2803	4138	0	0	2716	4055	9993	0
ASV0011	15591	0	1982	4888	3415	18050	7701	4640	0	0	2808	0	5358	0	5386	0	0	4366	0	7901	3101	5467	6170	11383	1602	14996	7716	6430	3022	0	8690	0	0	4341	0	0	2932	0	8826	8884	10019	3089	7996	0	3595	7705	5305	0	0	0	3589	3581	0
ASV0012	2207	0	2044	8005	6694	8351	4564	2183	12031	0	2654	8285	2271	2074	6046	6372	3903	8941	2524	4790	4506	9659	3999	2037	3612	2814	3923	2373	1941	0	0	0	8374	3363	4442	4442	4171	0	2644	15607	5158	2702	8744	2457	2847	7036	10555	0	0	0	2437	2564	0
ASV0013	4488	0	0	3021	3076	18204	1021	4624	4769	0	0	0	5702	0	0	0	0	0	0	4529	16778	14245	9815	31349	989	10202	8626	8026	0	0	0	0	0	0	0	0	0	0	12149	11254	9925	0	1412	7454	5678	4144	4367	0	0	0	5402	0	0
ASV0014	3298	14990	0	5107	2084	14235	0	0	0	0	0	54079	0	2	2828	0	0	0	0	12756	17058	8924	0	0	0	0	0	0	0	9296	11903	14102	0	0	0	0	0	2883	0	0	0	0	0	7	0	0	0	3731	2	9179	1	8252	5093
ASV0015	2054	0	6490	0	0	711	0	0	9428	2007	0	5814	11960	11662	6515	3322	2566	3714	7608	1426	0	0	0	0	0	2155	0	0	5152	6392	7580	0	2671	4228	2617	6483	6618	6040	0	2910	0	6428	0	0	0	5716	5473	3774	0	0	8663	10823	20036
ASV0016	2845	1680	1954	417	151	3420	1139	1984	0	4930	13347	695	111	5	2138	1356	4204	31368	6322	789	1484	2194	906	4674	0	0	31097	23640	1467	417	454	299	1901	156	113	2507	1743	838	1402	1	4130	230	1983	4107	8400	0	0	332	2289	245	571	2776	4881
ASV0017	9995	618	1012	22942	21873	7433	4441	636	1048	0	303	4797	5830	1444	0	187	9	3899	0	537	2323	4747	324	0	3672	146	3133	319	6408	8004	563	941	141	5198	262	2584	1904	11814	11	2648	0	13334	354	384	227	7011	4822	0	0	0	5774	9086	409
ASV0018	337	0	8295	3494	2244	0	523	0	11267	2007	2547	6021	1703	1493	1997	10461	4526	6143	1438	4180	6	0	8159	1917	3173	1493	3748	701	5904	3029	2547	7207	8523	3252	1683	1102	1301	0	2532	5063	0	6549	1118	0	5174	6088	10317	1807	2392	4690	1137	5414	2591
ASV0019	1104	0	87	1688	1061	4423	11068	0	9237	21786	0	0	837	901	2952	0	0	3698	0	328	2159	2132	91	247	2351	2520	3608	1316	0	922	1747	254	2605	0	864	0	0	850	0	4967	0	88	4702	0	19924	5769	3055	209	43139	848	4767	4354	4437
ASV0020	53	0	1078	0	1	283	95	276	2016	3	0	3	213	57	333	0	0	43912	0	13	0	0	2075	7208	42034	27908	873	205	461	234	136	2	0	3865	13192	0	0	23	3206	11893	1978	230	2114	219	145	372	598	52	0	0	365	25	431
ASV0021	3916	4233	0	13772	12310	14814	86	1214	2001	0	0	0	4468	5808	4100	0	0	500	0	10390	1878	5871	5268	7493	0	0	2401	3465	2201	0	0	0	4982	2032	0	0	0	10392	5338	0	3327	4176	69	1601	1073	2590	2506	0	0	0	4119	6667	0
ASV0022	2310	0	0	8693	3167	7726	636	195	1732	0	2299	8507	6447	6361	367	0	0	1370	0	2463	3323	6513	5288	3271	7024	6120	2254	3759	1172	0	2810	0	1510	1131	954	0	6744	0	2042	13155	5502	939	7801	277	377	1018	1111	0	0	3249	2828	1101	0
ASV0023	0	17670	1062	0	0	0	0	0	0	2920	7426	5846	0	5855	9468	5118	1392	1785	4646	0	0	0	0	0	0	0	0	0	1763	2980	5344	4892	6259	1387	800	3595	4706	8409	0	0	0	3336	0	0	0	0	0	2048	7303	3365	0	8583	9860
ASV0024	1819	0	0	726	0	4908	1476	12016	2925	0	0	0	1405	0	0	0	0	0	0	5742	274	267	2589	11927	6547	5582	5492	4517	0	0	0	0	0	0	0	0	0	0	5820	22978	3727	0	1164	6503	3790	13923	7406	0	0	0	1930	1639	0
ASV0025	0	353	999	0	404	0	0	0	0	898	4508	499	0	2531	996	2271	4140	2660	5967	0	0	0	0	0	0	0	0	0	3521	5179	2075	522	9848	6229	2016	6661	13242	41468	0	0	0	3322	0	0	0	0	0	1375	1431	249	0	0	2665
ASV0026	6365	2191	0	5861	7335	9909	1189	2769	5690	0	0	0	0	0	0	0	0	0	0	5264	3499	4392	6485	4343	0	10603	5741	3218	0	0	0	0	0	0	0	0	0	0	8655	0	3123	0	7027	2467	3914	4425	5290	0	0	0	4746	0	0
ASV0027	0	4890	0	0	0	0	0	0	18727	3489	0	6453	0	11039	0	4936	4205	0	6138	0	0	0	0	0	0	0	0	0	0	10587	0	1712	2274	0	3008	5762	0	7722	0	0	0	0	0	3702	0	0	0	2688	4933	2083	0	0	12190
ASV0028	206	0	1778	10714	4523	5464	0	990	14135	0	0	0	980	0	0	0	0	0	26	0	7199	3793	0	0	6859	10018	0	0	925	0	0	0	0	44	337	115	0	0	0	32786	0	405	0	1023	2505	2287	5745	0	884	0	334	5	0
ASV0029	3692	0	0	0	0	0	4215	2380	0	0	0	7655	3677	0	0	0	7876	210	0	11154	0	21937	0	5642	4769	7238	0	0	0	0	0	0	6928	0	0	0	0	0	0	0	0	0	8810	0	1795	11550	0	0	0	0	3847	0	0
ASV0030	119	0	3355	3636	2063	3220	773	1623	301	0	39	16878	1801	5132	0	0	0	49	6666	16144	0	0	0	0	471	6301	0	0	2824	0	2853	0	0	2481	956	4790	6544	0	0	3463	0	2396	251	1306	4980	73	0	0	4223	2893	1649	0	0
ASV0031	3838	0	0	18948	7892	12718	1247	3324	2151	0	0	0	12106	0	0	0	0	0	0	4297	1615	2431	2073	1586	3997	824	0	0	0	0	0	0	0	0	0	0	0	0	1486	7493	0	0	968	1624	2242	2911	2688	0	0	0	0	3730	0
ASV0032	0	3547	2202	0	0	0	0	0	0	1711	2862	3101	0	0	3834	941	728	943	7123	0	0	0	0	0	0	0	0	0	4575	10335	7701	2413	2039	1521	1042	5413	7040	11356	0	0	0	4090	0	0	0	0	0	6363	1959	1649	0	0	4163
ASV0033	4	0	0	0	0	2536	3698	0	401	0	0	0	0	0	3420	0	0	0	0	0	42	128	159	1637	0	0	81	55	0	0	0	0	0	0	0	0	0	0	77	0	2723	0	1313	0	254	0	0	0	0	0	80231	0	0
ASV0034	0	0	9078	0	0	0	2244	269	10544	0	0	0	413	4239	18322	0	0	0	0	0	0	0	0	0	0	0	0	0	5481	0	0	0	0	0	0	0	0	0	0	0	0	5099	7263	631	2056	2776	5711	0	0	0	825	3753	16164
ASV0035	1045	0	6303	298	269	219	3166	2237	309	0	436	3058	1230	802	640	1784	401	0	911	1427	5191	6302	2962	3914	1978	1101	459	0	2581	0	2297	0	1052	674	0	1329	490	0	10738	4613	1047	5530	673	3305	1574	642	6320	742	0	2088	980	41	0
ASV0036	0	858	106	0	6	0	0	0	0	843	0	222	20858	317	0	0	19087	1027	35	0	0	0	0	0	16130	0	0	0	22	1640	18024	0	0	0	7136	3505	774	0	0	827	0	0	0	0	0	0	0	612	116	0	0	21	492
ASV0037	109	581	850	651	377	123	2436	5889	1737	1408	2443	2745	413	476	739	5111	2281	9060	1077	14	1060	753	1161	2488	811	1664	829	234	3255	4996	2828	916	2608	2320	88	830	732	1015	569	4391	71	3264	3631	1806	294	903	1357	1806	403	757	377	2454	1249
ASV0038	0	0	0	0	0	0	0	0	0	11470	0	0	0	0	0	5674	0	0	25555	0	0	0	0	0	0	0	0	0	0	10742	0	0	0	0	11467	0	0	1268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23121
ASV0039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62342	3466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20640	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV0040	4301	4	2293	2798	3098	6620	4004	845	1503	145	218	4236	2737	874	585	635	71	493	601	1251	0	0	4183	4526	0	0	214	0	1677	2533	3782	105	510	1653	65	1629	1253	0	3265	0	186	1406	3147	2242	1779	846	684	721	288	388	2654	114	621
ASV0041	9	0	0	0	0	64	0	1629	6186	0	0	0	0	0	117	0	0	0	33	0	0	0	1214	11419	16547	18438	0	0	0	712	2028	0	0	0	0	716	20	0	2338	13377	1	0	0	666	327	226	226	217	1	0	0	0	0
ASV0042	24	0	502	18	11	181	137	0	0	0	0	0	49	140	1757	9587	9210	16329	147	5	0	0	40	1225	4037	3781	0	0	43	301	803	0	6026	1626	4399	445	168	0	0	7962	0	7	196	0	0	0	0	176	0	0	378	172	5512
ASV0043	0	0	0	0	0	15176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2528	0	0	0	0	0	22145	0	0	0	0	0	0	22806	0	0	0	0	11650	0
ASV0044	458	0	994	5335	4231	8994	0	0	0	5	0	12483	0	0	1551	0	0	106	198	147	0	0	0	0	17301	5936	0	0	605	0	0	90	0	2107	2946	714	1137	57	0	4670	0	732	0	0	0	0	0	0	0	1033	0	350	76
ASV0045	0	2081	130	2664	840	2835	1037	1298	0	0	0	0	0	0	0	0	0	0	0	0	2092	6404	0	0	0	0	11852	12102	0	0	0	0	0	182	0	0	0	0	0	0	13980	156	7824	2274	4000	0	29	0	0	0	0	0	0
ASV0046	0	1785	539	1422	1852	1817	652	441	0	0	1080	29	978	1313	0	0	0	2062	9732	164	350	800	397	2201	1568	3383	7027	8344	642	0	744	77	665	1270	0	2515	3142	0	733	3075	2901	260	432	459	881	779	1457	0	0	318	1492	1964	0
ASV0047	13	0	1179	0	0	0	0	80	184	0	0	0	2109	915	3546	0	0	0	0	0	0	0	12844	0	0	0	1442	614	4624	0	0	0	880	0	0	3937	5141	0	718	0	1545	7405	0	383	2	3541	3291	0	0	0	6479	4705	2293
ASV0048	0	3305	0	0	0	0	0	0	0	6291	0	0	0	0	0	1056	0	0	3529	0	0	0	0	0	0	0	0	0	0	8203	6203	6823	0	0	1497	0	0	13181	0	0	0	0	0	0	0	0	0	3923	6892	0	0	0	6290
ASV0049	2	739	360	397	191	3012	1693	818	1031	1162	3718	132	1127	1112	0	350	588	207	1458	0	260	893	1362	5862	1918	7994	1759	3519	513	660	564	31	1099	289	0	2657	1633	0	4036	2821	2224	200	2382	853	723	1315	832	79	1808	48	698	0	0
ASV0050	1354	0	2930	28	34	35	758	4	0	4	0	1077	2555	1102	0	2555	5093	21902	0	860	0	0	1651	1196	3	2	209	493	3563	52	182	55	2108	2479	2278	0	0	1465	1644	0	1021	3162	575	0	0	0	0	17	0	89	3715	0	0
ASV0051	224	0	0	886	1209	341	115	6272	0	0	0	4	60	8	0	0	0	0	484	47	0	0	2536	621	0	0	0	0	0	16631	18524	32	0	0	0	394	694	118	2028	0	0	3	217	3896	2083	0	0	7830	0	681	58	0	0
ASV0052	0	0	0	2581	0	390	0	0	374	0	0	10568	0	0	1753	0	0	1	15130	0	0	0	0	0	0	1073	3797	388	0	0	241	0	0	21	1031	3123	10357	0	0	984	1662	0	0	0	0	150	265	0	0	3635	1	4931	2894
ASV0053	7069	4	702	624	1310	267	2149	132	0	7	0	1054	316	334	748	0	0	465	126	943	0	0	852	987	5	0	0	0	2312	127	473	48	0	3233	1075	120	62	26880	264	0	0	1968	6168	152	86	0	0	91	0	148	703	870	1951
ASV0054	0	8	0	5180	889	2112	0	21023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	16291	18879	0	0	0	0	0	2	0	0
ASV0055	0	0	0	0	0	0	0	0	43565	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2068	4023	0	0	0	0	0	0	0	0	0	0	0	0	0	4252	0	0	0	0	0	10162	0	0	0	0	11	0	0
ASV0056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18904	19037	0	0	0	0	0	0	0	0	0	0	0	0	12336	0	0	0	0	0	0	0	0	0	10689	0	0
ASV0057	0	7043	0	0	0	0	0	0	0	12242	0	0	0	3575	0	7326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2232	0	0	8778	0	0	0	0	0	0	0	0	0	0	18044	0	0	0	0
ASV0058	1943	351	1102	2883	1970	3454	1430	488	2284	897	792	3710	1091	901	973	0	0	0	426	1379	2466	639	414	519	222	236	382	0	1632	651	1613	280	0	1213	2484	963	850	0	30	764	903	918	4002	613	238	2561	4012	147	953	403	490	384	688
ASV0059	462	359	1505	3984	2442	5399	669	576	1396	0	1719	3976	494	783	1714	0	0	859	1781	1377	556	922	928	1442	528	938	1207	1012	1089	0	0	0	606	366	353	2727	1627	447	163	3771	2028	681	1252	904	253	849	719	0	0	1499	464	813	0
ASV0060	500	0	436	0	10	27	0	0	960	192	335	120	130	199	742	671	474	39574	390	471	0	0	0	169	1495	583	0	0	146	60	581	2	1607	439	638	664	463	351	0	317	0	190	0	0	0	514	519	31	443	2	343	482	696
ASV0061	0	0	0	123	165	676	7186	539	3	0	0	18663	978	1327	0	0	0	0	2	0	0	0	43	2004	35	382	0	0	0	0	0	68	0	0	0	0	0	0	381	103	0	0	16234	990	843	0	0	0	0	64	4760	0	0
ASV0062	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	87	490	0	19706	10169	0	0	2271	1497	0	0	0	0	0	0	0	0	25	17701	0	0	0	406	0	0	0	0	0	0	593	0	0
ASV0063	439	115	113	25	20	94	9	286	2878	7464	5507	93	161	32	2467	218	427	1508	127	103	212	224	269	167	93	142	3460	1456	224	12	61	10	166	79	300	84	111	579	384	752	2000	174	29	303	311	1041	1896	18	7569	11	707	2613	4490
ASV0064	6357	0	0	9	6808	82	9448	132	0	0	0	0	64	80	0	0	0	61	8	0	0	1	0	0	9025	1139	0	0	0	2171	1868	0	0	2189	0	13	397	3702	0	6447	0	0	315	45	86	0	21	1059	0	0	37	0	0
ASV0065	661	0	1648	3734	3645	6230	2490	0	0	0	943	3410	289	964	874	0	0	0	16	1605	3298	3629	32	10	3029	1514	0	0	2178	34	0	0	0	338	0	0	18	0	12	3967	0	2746	1144	35	213	0	0	13	0	1177	268	951	0
ASV0066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10551	28955	0	7	0	0	0	0	0	0	0	0	0	0	0	0	10753	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV0067	0	0	206	1042	2569	701	581	770	9	0	752	226	3983	1697	0	64	0	307	0	0	66	8	435	7	0	0	1235	42	1002	10072	807	98	17	823	4	0	915	0	465	0	0	6976	399	305	13	1774	803	2025	12	1855	5990	917	0
ASV0068	0	4861	0	0	0	0	0	0	0	2156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7607	11323	1826	0	0	0	0	0	2877	0	0	0	0	0	0	0	0	0	3273	4080	2263	0	0	8937
ASV0069	8028	0	0	3755	1799	0	3618	1	0	1	0	0	0	0	0	0	0	0	0	23	0	0	1	0	0	0	0	0	0	20663	905	0	0	0	0	0	0	2958	0	0	0	0	2295	0	0	0	0	5009	0	0	0	0	0
ASV0070	1631	0	498	1392	1176	1708	2816	772	634	744	374	1970	763	2048	2896	0	0	1936	265	971	0	0	1278	1063	150	443	278	24	427	1117	1988	328	0	629	434	1268	790	1455	1246	224	613	601	4373	510	567	387	746	522	1009	644	794	797	1612
ASV0071	636	0	1059	3084	2346	2577	184	2019	1218	0	1733	2112	519	0	0	0	0	1759	763	1031	1711	1301	0	0	0	497	2632	887	0	0	2702	0	0	0	0	813	690	0	0	0	1259	2584	121	2629	2697	1371	2743	0	0	1035	800	1224	0
ASV0072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31046	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV0073	3578	0	0	3664	481	265	0	0	0	0	0	363	0	0	0	0	0	0	1236	1448	17162	511	4198	31	267	8	0	0	0	0	0	2549	0	0	0	482	120	7890	353	1239	0	0	3	0	0	0	0	0	0	54	0	0	0
ASV0074	0	0	2132	0	0	0	0	4635	2	0	0	0	1851	1372	0	0	0	0	13756	0	0	0	0	0	0	0	0	0	838	0	0	0	0	0	0	4323	4455	0	0	0	0	1158	0	1223	70	0	0	0	0	0	9415	0	0
ASV0075	291	0	0	8124	1886	299	4801	2012	0	0	0	0	250	0	0	0	0	0	0	326	0	100	0	0	654	434	0	0	63	0	0	0	0	192	22	0	794	0	80	4340	0	497	18358	0	557	188	363	0	0	0	0	566	0
ASV0076	140	107	481	1139	325	700	33	411	549	2226	1034	571	1441	625	980	155	450	589	1225	45	144	245	349	613	174	118	4572	963	1195	343	662	527	450	1352	619	1586	449	325	1537	1269	2398	890	99	305	710	1020	989	452	3441	652	1062	1537	426
ASV0077	0	0	0	0	0	0	5137	0	0	0	0	11412	120	286	0	1167	3029	2099	0	0	0	0	0	0	0	0	0	0	0	0	0	35	303	1175	1355	0	0	0	0	0	0	1	14477	10	0	0	0	0	0	254	2226	0	0
ASV0078	0	1293	0	20	12	129	22	3451	0	0	0	0	0	0	0	0	0	0	0	0	1478	4559	284	225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168	0	0	43	102	3877	6568	0	20847	0	0	0	0	0	0
ASV0079	0	0	0	0	0	0	14058	58	0	0	0	1087	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2530	0	0	0	0	0	0	0	0	0	0	0	20735	65	23	0	0	1095	0	3280	0	0	0
ASV0080	337	95	421	1794	363	5954	0	0	2630	99	11	8180	929	571	0	0	0	6	0	3236	2236	1793	0	0	285	1573	0	0	190	0	0	316	0	234	130	26	9	433	0	520	0	153	0	0	0	1931	2538	0	1061	2984	627	0	0
ASV0081	0	3569	329	0	0	0	0	0	0	2088	0	0	0	0	0	2527	1241	0	2095	0	0	0	0	0	0	0	0	0	0	2596	0	3634	0	0	0	15609	0	3657	0	0	0	0	0	0	0	0	0	1177	2272	0	0	0	392
ASV0082	0	1834	0	8227	6041	8044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4797	4653	0	0	0	0	1621	957	0	0	0	0	0	0	0	0	0	0	0	0	4912	0	0	0	0	0	0	0	0	0	0	0	0
ASV0083	786	0	3750	656	240	216	586	0	0	0	0	440	227	31	232	67	104	16776	3260	54	0	0	202	945	0	0	101	0	3461	18	104	371	96	1629	682	1295	898	229	290	0	0	541	469	0	0	0	0	44	0	236	460	330	664
ASV0084	23	1476	25	34	64	132	0	0	0	0	0	0	756	298	615	0	0	0	0	0	1062	1354	224	410	0	0	9679	12007	40	403	951	0	0	0	0	0	0	0	234	0	5621	17	0	0	0	0	0	505	0	0	2740	354	1120
ASV0085	161	1199	0	2016	2168	2399	0	170	51	0	1335	1805	0	684	573	0	17	0	0	1259	240	1365	603	463	42	0	2112	3743	0	0	1943	1078	0	0	0	1630	1500	0	1122	119	4954	406	0	240	308	22	0	450	1873	890	340	700	0
ASV0086	31	1561	639	3	1	28	0	67	7940	0	0	720	77	113	164	0	0	115	0	90	4550	4111	0	0	9996	2204	391	110	641	6	48	0	0	34	39	0	0	18	0	2626	265	394	14	64	7	718	1603	2	0	0	224	15	194
ASV0087	6	0	0	0	0	0	0	5740	0	81	62	4276	20	27	980	0	0	9650	0	4	0	0	0	0	0	0	1418	377	0	0	0	2065	0	4890	175	0	0	47	0	0	21	22	0	1716	786	0	0	0	16	1735	0	2819	2785
ASV0088	1802	0	0	0	0	0	0	0	62	0	0	0	749	120	8199	0	0	0	0	1233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	199	0	0	0	0	0	0	0	99	0	0	0	0	1712	9873	15524
ASV0089	5515	0	368	2184	4179	2455	1324	478	0	0	0	3032	689	1300	102	1646	747	46	293	414	0	2	223	342	287	998	0	0	301	649	1108	555	1155	247	448	613	743	0	90	2585	0	494	1392	467	172	0	0	389	0	458	921	125	0
ASV0090	0	5756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10229	16256	0	0	0	0	0	0	0	2206	3053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1186	0	0	0	0	0
ASV0091	1018	0	670	1024	1029	935	2124	325	992	0	0	4005	1108	686	273	0	0	141	211	526	0	0	1722	2459	1164	314	0	0	806	994	1985	67	0	729	152	842	582	0	1291	658	0	882	4194	463	391	548	730	352	0	371	1289	169	303
ASV0092	938	0	254	226	93	13	0	7642	0	0	0	0	0	0	0	0	0	0	155	168	0	0	0	0	0	0	0	0	931	0	642	0	0	0	0	215	1652	0	0	0	0	267	0	9541	14928	0	0	0	0	0	0	0	0
ASV0093	0	0	0	699	1019	37	0	0	7699	0	6	0	2322	3192	0	0	0	0	4560	0	0	0	0	0	0	0	0	0	0	0	253	3	0	0	0	3065	2924	0	0	0	0	0	0	0	0	3192	5116	0	1869	0	1666	0	0
ASV0094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3579	0	0	0	0	426	823	2262	601	9751	10018	0	0	0	0	0	699	1341	0	0	0	907	1265	5786	0	0	0	0	0	0	0	0	0	0	0	0
ASV0095	0	1431	0	0	0	0	0	13534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	11581	0	0	10011	0	0	0	0	0	0	0	0	0
ASV0096	0	0	0	79	72	163	0	0	0	1050	2182	0	0	0	0	5908	56	0	897	0	0	0	1018	19	2522	3320	2	0	0	0	0	2	3972	0	0	975	1987	0	133	3026	0	0	0	0	0	0	0	0	8795	0	0	0	0
ASV0097	2727	0	25	53	265	120	1772	1383	0	4	0	108	536	456	14	95	0	0	35	30	0	0	1142	2472	4503	1894	0	0	31	0	5397	0	0	1230	0	303	1027	0	918	3021	0	53	3725	0	1239	0	0	638	0	23	615	0	0
ASV0098	7733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV0099	5024	139	0	91	0	0	0	0	0	0	0	334	0	0	0	0	0	0	8290	1369	1048	0	1101	26	43	9	0	0	0	0	0	2087	0	0	0	5054	1298	8166	176	417	0	0	0	0	4	0	0	0	0	76	0	0	0
ASV0100	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	29012	0	0	2	0	0	0	0	0	0	0	201	181	0	0	4981	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV0101	724	2	462	720	743	459	1317	256	0	0	0	0	200	83	0	0	0	0	48	24	0	0	0	0	13328	1239	0	0	232	1383	229	0	0	0	0	126	313	0	0	8354	0	217	2588	151	242	0	0	324	0	0	345	0	0
ASV0102	3	215	0	944	684	2657	286	88	3734	0	1545	89	476	0	0	2	0	0	23	280	455	0	742	2678	373	2784	1313	6417	0	0	435	0	0	0	0	322	99	0	1955	1379	476	0	26	24	38	1487	774	252	0	0	532	0	0
ASV0103	0	0	751	0	0	0	0	0	0	5840	14425	109	0	0	0	0	0	6278	352	0	0	0	0	0	0	0	0	0	884	76	141	83	0	825	358	106	0	0	0	0	0	0	0	0	0	0	0	157	2840	55	0	0	0
ASV0104	0	0	42	1161	448	183	0	0	0	0	0	0	14	16	0	0	4	674	138	0	0	0	0	0	0	0	5886	7080	22	0	0	0	5	0	0	43	20	0	0	0	17297	0	0	0	0	0	0	0	0	0	48	11	0
ASV0105	0	0	0	0	0	0	0	0	0	0	0	23165	384	528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5003	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3194	598	0	0
ASV0106	0	2947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23458	6158	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
