ASV	SRR26945182	SRR26945183	SRR26945184	SRR26945187	SRR26945189	SRR26945193	SRR26945198	SRR26945202	SRR26945212	SRR26945214	SRR26945217	SRR26945218	SRR26945220	SRR26945225	SRR26945261	SRR26945262	SRR26945280	SRR26945284	SRR26945285	SRR26945288	SRR26945295	SRR26945297	SRR26945298	SRR26945300	SRR26945303	SRR26945306	SRR26945310	SRR26945312	SRR26945319	SRR26945320	SRR26945322	SRR26945324	SRR26945327	SRR26945328	SRR26945386	SRR26945387	SRR26945392	SRR26945394	SRR26945403	SRR26945405	SRR26945409	SRR26945411	SRR26945415	SRR26945419	SRR26945422	SRR26945423	SRR26945424	SRR26945185	SRR26945425	SRR26945191	SRR26945426	SRR26945194	SRR26945433	SRR26945195	SRR26945196	SRR26945436	SRR26945199	SRR26945200	SRR26945437	SRR26945201	SRR26945441	SRR26945203	SRR26945442	SRR26945204	SRR26945446	SRR26945206	SRR26945447	SRR26945449	SRR26945207	SRR26945209	SRR26945210	SRR26945211	SRR26945219	SRR26945222	SRR26945260	SRR26945264	SRR26945281	SRR26945289	SRR26945291	SRR26945293	SRR26945301	SRR26945304	SRR26945305	SRR26945521	SRR26945307	SRR26945522	SRR26945308	SRR26945316	SRR26945523	SRR26945318	SRR26945323	SRR26945526	SRR26945527	SRR26945530	SRR26945533	SRR26945534	SRR26945537	SRR26945538	SRR26945539	SRR26945540	SRR26945543	SRR26945544	SRR26945545	SRR26945546	SRR26945388	SRR26945389	SRR26945393	SRR26945396	SRR26945397	SRR26945399	SRR26945401	SRR26945404	SRR26945406	SRR26945407	SRR26945416	SRR26945418	SRR26945421	SRR26945429	SRR26945435	SRR26945438	SRR26945440	SRR26945443	SRR26945445	SRR26945517	SRR26945518	SRR26945520	SRR26945525	SRR26945528	SRR26945541	SRR26945542	SRR26945548	SRR26945181	SRR26945186	SRR26945188	SRR26945192	SRR26945197	SRR26945208	SRR26945213	SRR26945215	SRR26945221	SRR26945223	SRR26945224	SRR26945226	SRR26945263	SRR26945282	SRR26945283	SRR26945286	SRR26945290	SRR26945292	SRR26945294	SRR26945296	SRR26945299	SRR26945309	SRR26945311	SRR26945314	SRR26945315	SRR26945317	SRR26945321	SRR26945325	SRR26945326	SRR26945385	SRR26945390	SRR26945395	SRR26945398	SRR26945400	SRR26945408	SRR26945410	SRR26945412	SRR26945414	SRR26945420	SRR26945427	SRR26945430	SRR26945431	SRR26945432	SRR26945434	SRR26945444	SRR26945448	SRR26945519	SRR26945529	SRR26945531	SRR26945532
ASV0021	0	0	0	226	0	0	0	0	570	0	0	0	0	467	0	0	34	0	0	0	0	614	301	0	0	0	0	0	0	0	0	0	0	0	61	0	0	214	0	24	0	14	0	0	0	0	0	0	0	0	0	110	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	352	0	246	488	0	0	0	0	96	106	0	0	0	0	0	0	0	236	0	0	0	33	0	0	0	0	0	47	0	0	0	0	14	422	0	0	223	0	29	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	328	202	16	371	85	47	0	0	0	0	0	0	0	0	522	403	0	507	0	0	0	0	213	0	0	0	0	0	0	0	121	0	0	0	0	0	0	0	27	96	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV0022	0	0	241	0	220	0	0	0	676	0	0	0	0	0	0	0	0	0	0	0	708	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	272	0	0	0	0	0	0	0	265	0	0	0	0	0	0	0	0	0	0	0	0	0	432	0	171	0	97	0	0	362	342	0	0	0	0	0	0	0	108	0	0	0	26	0	0	0	0	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	281	0	31	0	182	0	0	0	163	0	0	664	0	0	0	0	0	0	0	0	0	0	89	324	184	0	0	0	0	0	0	121	0	0	0	0	0	313	0	92	87	0	0	0	0	0	0	0	0	0	0	59	0	0	0
ASV0023	0	0	0	0	0	0	0	0	0	556	0	0	0	0	0	196	119	0	0	0	0	0	0	0	0	522	421	0	0	0	528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0	0	0	0	0	0	263	0	0	0	0	0	302	0	0	0	0	0	0	349	0	0	0	42	0	0	0	74	0	0	0	67	64	0	0	0	0	0	0	0	325	364	0	0	0	107	0	53	0	0	0	0	0	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203	127	0	0	0	192	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	564	477	0	438	0	0	0	365	0	0	0	53	0	0	0	0	0	0	0	0	0	488	0	0
ASV0024	0	0	78	11	0	103	0	45	139	0	0	40	0	57	0	0	26	0	121	0	0	34	0	0	0	0	0	0	53	147	73	48	0	0	8	6	39	7	23	11	0	13	0	208	25	189	25	0	0	0	0	59	62	81	9	0	28	21	153	34	0	0	0	92	0	63	0	0	0	0	2	80	0	188	88	128	28	0	23	111	202	0	0	8	221	0	81	115	0	143	16	0	100	0	32	29	100	9	84	17	4	92	39	21	59	36	0	0	38	0	0	0	21	10	0	121	111	299	0	0	0	0	0	104	99	36	11	30	198	2	38	0	59	0	0	0	0	33	254	0	17	126	0	331	0	0	0	31	0	57	0	51	0	0	55	101	16	17	158	73	91	27	0	15	0	44	0	0	83	51	60	162	0	23	16	0	0	4	26	0	0
ASV0025	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	141	0	83	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	125	68	156	95	145	144	82	83	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196	104	55	0	0	0	0	130	0	102	0	0	123	0	0	108	100	56	55	69	55	196	52	169	45	46	117	101	91	147	103	142	157	0	110	134	122	107	115	0	0	0	0	0	0	0	0	100	107	69	96	70	123	49	116	0	0	0	0	51	0	0	0	0	0	0	0	0	272	61	128	145	0	0	0	0	0	0	0	0	0	0	0	0	103	35	256	68	23	56	83	96	94	0	0	0	0	0	0	0	0	124	84	0	199
ASV0026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1371	0	0	0	0	0	0	0	49	0	1483	0	744	0	0	0	0	710	22	0	0	0	0	0	0	0	13	1150	0	0	0	0	0	94	0	0	0	13	740	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0	0
ASV0027	0	0	0	6	0	0	8	19	0	0	0	21	0	93	0	0	87	0	60	90	0	6	0	313	224	0	0	0	59	34	161	88	0	0	3	3	65	5	11	4	0	19	0	0	21	0	0	8	0	0	0	21	0	0	16	52	8	12	0	57	0	8	0	0	0	0	0	436	0	0	17	0	382	0	0	153	25	0	53	0	258	0	0	15	0	0	159	122	86	44	0	58	96	0	29	42	115	17	0	27	30	3	77	30	0	31	0	0	53	0	0	4	4	11	0	0	0	187	0	0	0	0	93	20	72	38	39	64	289	15	46	0	109	0	0	0	0	0	0	851	32	0	0	357	27	0	0	13	0	0	0	0	0	0	36	122	3	0	0	60	181	18	27	35	0	0	0	0	138	45	96	61	0	0	24	0	0	9	100	0	0
ASV0028	0	0	0	0	269	0	0	0	43	0	609	379	0	0	0	0	51	0	0	0	75	0	0	0	0	0	0	0	20	0	0	169	0	0	0	0	0	0	0	0	0	88	29	209	0	0	0	0	0	204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	358	492	629	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	225	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	1175	0	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	617	0	216	0	0	92	0	0	0	223	0	0	0	0	0	0	0	0	0	0
ASV0029	0	0	0	68	0	0	0	111	0	415	299	666	0	0	0	0	0	0	0	0	655	0	155	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	344	0	135	0	191	0	0	0	676	0	0	0	576	0	155	0	0	0	83	165	240	567	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	259	0	488	0	0	0	0	0	0	0	0	0	0	0	655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV0030	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0	52	0	312	52	0	0	0	120	0	0	0	0	0	0	0	0	206	0	64	71	86	22	0	0	0	63	0	0	0	276	0	0	0	0	0	147	369	83	0	0	140	0	0	0	0	0	221	0	0	0	0	0	0	0	0	0	0	274	0	197	42	0	0	0	0	0	0	0	0	45	234	148	34	0	0	0	65	54	0	83	128	0	0	120	54	0	0	85	48	112	0	0	111	0	28	0	0	0	0	0	0	0	0	0	115	0	0	79	57	0	72	246	463	0	45	0	71	0	0	0	0	0	0	0	0	0	0	200	0	0	46	0	0	0	0	0	0	0	0	0	0	145	0	0	0	60	0	95	80	0	0	0	43	0	0	56	0	345	0	0	0	61	230	38	0
ASV0031	0	35	0	0	0	0	0	40	0	0	0	603	0	0	0	0	95	0	50	0	0	27	0	0	0	0	0	0	0	0	100	0	0	0	0	41	31	0	120	0	0	0	0	0	45	0	0	91	0	0	0	205	0	0	0	187	7	0	0	98	0	0	0	0	0	0	0	0	0	0	194	0	127	0	0	588	124	0	27	0	129	0	0	0	0	0	142	51	0	31	0	0	116	0	0	0	0	0	0	56	39	0	112	0	0	0	0	0	55	0	0	0	0	0	0	0	0	320	0	0	0	0	118	0	41	0	30	57	472	43	39	0	82	0	0	0	0	0	0	0	0	0	0	524	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	71	113	55	41	67	0	0	0	0	98	0	506	179	0	0	177	0	0	0	38	0	0
ASV0032	0	0	116	0	0	0	49	0	0	0	0	0	116	0	0	0	0	0	0	0	0	0	120	0	0	116	82	0	0	0	0	260	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	275	0	0	0	77	27	0	0	0	0	0	0	0	0	888	0	370	0	103	0	0	0	30	0	713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	285	0	0	0	0	46	0	0	133	0	0	0	410	0	0	71	0	0	0	0	118	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	549	0	0	116	58	0	0	0	216	0	0	89	0	206	0	0	0	0	0	0	0	0	0	183	0	263	0	0	0	0	0	0	0	0	149	0	0	65	0	0	0	0	0	0	0	0	0	0	151	0	0	0	0	99	0
ASV0033	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1603	348	0	0	0	0	0	0	0	0	1490	530	0	271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0
ASV0034	0	0	0	318	627	0	0	0	0	0	0	0	0	0	150	0	39	0	0	0	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	419	0	219	0	233	182	0	0	159	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	679	160	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	38	0	0	73	0	0	131	0	0	0	0	313	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	155	0	0	0	67	38	0	0	0	0	344	0	0	155	0	0	0	0	0	0	124	188	0	0	0	0	0	0	0	0	0	214	11	0	27	256	102	0	0	0	0	137	0	0	0	0	0	0	155	0	0	0
ASV0035	0	0	0	0	0	0	0	140	0	337	0	0	0	0	0	464	0	0	0	0	0	0	0	0	0	0	243	0	0	0	0	0	0	103	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	469	0	0	0	20	0	363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	544	0	40	0	0	0	417	0	0	0	0	0	0	99	0	0	0	0	0	0	323	0	49	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	212	0	0	0	0	0	0	82	0	120	0	0	0	0	62	0	0	0	0	0	0	0	0	0	286	0	0	0	0	0	0	0	0	138	0	0	0	0	0	39	0	0	14	0	0	0	0	239	0	0	0	166	822	0	0	0	0	55	0	0
ASV0036	0	0	0	0	0	0	0	0	0	0	0	0	0	235	0	0	0	0	0	0	0	0	0	0	0	0	102	20	0	0	102	0	0	0	0	0	0	0	0	0	0	0	14	0	0	83	0	0	0	113	0	0	0	0	34	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	311	0	0	99	0	0	0	0	0	399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	477	0	0	0	0	0	0	174	0	0	0	667	0	80	0	0	902	0	0	0	0	0	0	0	0	0	444	210	0	290	86	0	0	0	0	66	0	0	0	0	0	0	0	36	0	0	0	0	72	0	0	0	435	0	0	0	0	0	0
ASV0037	0	0	312	0	174	0	317	0	0	0	0	0	0	127	0	0	183	0	0	0	0	0	0	0	0	0	0	0	0	0	76	92	84	0	0	0	0	0	0	0	42	0	22	0	0	0	0	0	0	0	0	0	117	58	0	0	213	0	0	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0	149	0	0	0	0	205	0	42	0	104	0	0	0	102	0	0	0	0	0	78	237	0	0	0	0	97	0	136	0	0	0	13	798	0	0	0	0	87	0	0	0	0	0	0	0	0	0	283	69	0	0	246	0	0	60	0	0	0	0	0	0	0	0	0	0	137	0	0	0	0	0	0	0	0	0	0	0	0	339	0	0	0	0	0	40	0	0	171	0	101	0	0	0	0	0	0	0	0	0	0	0	0	82	35	0
ASV0038	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0	101	0	100	81	0	0	0	0	28	0	0	0	154	0	226	104	0	0	0	46	60	47	124	0	0	0	0	0	0	0	0	158	0	0	0	12	0	0	0	319	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	51	0	72	0	0	0	0	0	0	56	0	0	0	0	170	0	0	0	85	0	0	63	48	0	53	0	0	92	0	0	63	0	0	0	75	0	0	0	0	283	0	0	0	0	0	0	88	0	75	0	440	92	64	0	225	0	0	0	0	0	0	0	0	0	0	221	0	0	0	69	0	0	0	0	0	0	73	131	0	0	0	33	124	0	0	0	0	0	0	0	5	0	440	203	0	0	0	0	0	66	27	0	0
ASV0039	0	0	0	266	0	0	12	0	0	0	0	0	1298	160	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172	0	0	814	0	0	0	0	0	0	0	0	0	0	134	417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	31	0	18	0	0	0	0	30	16	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	16	220	0	0	111	409	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	565	0	0	0	0	0	0	0	0	54	41	0	0	0	0	0	32	0	0	0	0	0	0	0	108
ASV0040	0	0	51	293	0	0	0	0	0	0	0	0	0	247	104	90	0	84	131	0	0	0	0	108	0	0	0	55	104	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	17	0	0	0	73	0	31	145	0	0	0	0	9	0	0	0	0	0	389	0	269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	35	186	51	0	0	0	101	436	0	0	0	0	24	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	162	0	0	48	0	345	49	0	316	0	0	161	38	0	0	0	0	0	0	0	477	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	67	64	0	0	0	0	0	0	0	0	0	0	0	22	0	132
ASV0041	0	0	0	3	338	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	212	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	11	0	0	0	60	0	0	68	0	0	0	0	0	0	0	0	101	0	0	0	0	272	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	214	0	0	913	0	0	0	0	0	0	139	28	0	0	0	0	0	0	83	0	0	0	0	0	0	105	0	0	0	0	106	0	0	0	0	0	0	0	33	57	0	0	0	0	411	0	0	0	301	217	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	41	0	0	0	13	0	0	0	314	15	0	0	0	0	0	0	0	235	0	0	0	0	562	0
ASV0042	0	0	0	0	0	43	0	0	21	964	94	135	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	37	129	0	133	0	102	0	0	0	299	0	72	0	668	0	79	0	0	38	195	0	82	104	0	0	0	0	0	0	0	0	362	0	0	0	0	0	0	0	0	0	0	127	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	84	0	0	0	0	0	0	0	273	0	0	0	0	0	0	135	0	45	0	0	0	0	0	0	0	0	0	24	0	0	0	12	7	0	0	0	99	0	0	0	201	0	0	58	0	0	0
ASV0043	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	91	0	46	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	83	53	103	59	106	93	58	47	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	64	52	0	0	0	0	81	0	56	0	0	96	0	0	73	73	27	34	41	46	125	42	93	39	0	87	53	72	75	66	91	121	0	56	96	78	86	73	0	0	0	0	0	0	0	0	68	56	49	56	44	88	32	68	0	0	0	0	40	0	0	0	0	0	0	0	0	166	31	60	95	0	0	0	0	0	0	0	0	0	0	0	0	54	23	189	65	0	50	72	85	74	0	0	0	0	0	0	0	0	85	53	0	138
ASV0044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	78	0	224	95	0	0	0	0	0	0	0	165	0	128	0	0	0	0	0	0	46	61	0	0	119	119	50	0	0	0	0	0	0	0	0	0	0	0	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	154	0	74	69	283	0	0	0	0	0	52	208	117	0	0	0	0	145	0	164	0	65	116	0	0	0	270	0	0	0	0	119	0	0	0	0	0	0	0	52	118	0	0	0	0	0	201	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	178	0	0	0	404	79	0	0	0	0	0	0	0	0	0	0	0	0	165	158
ASV0045	0	51	93	82	0	0	704	0	0	0	0	0	0	0	44	0	21	36	60	0	0	0	0	588	0	0	0	54	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	232	0	0	0	262	0	0	39	207	0	62	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	23	96	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	59	51	0	303	0	0	61	0	124	0	0	0	153	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	12	0	0	22	11	0	0	0	0	0	0	357	0	0	66	27	0	17
ASV0046	0	0	0	0	0	0	0	0	0	1043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	429	0	233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	147	374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	136	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV0047	0	0	284	0	0	0	0	0	0	0	0	0	0	0	167	0	145	0	0	0	0	0	0	0	0	0	0	0	230	0	0	0	0	0	76	50	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	220	225	40	0	0	0	0	0	0	0	114	248	0	22	0	0	0	0	0	0	0	147	54	149	0	123	0	98	208	0	66	0	0	202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188	69	52	70	157	0	155	161	0	0	0	0	0	0	0	0	0	0	0	0	207	0	0	0	139	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	97	0	0	0	43	0	0	0	0	0	0	0	0	0	76	45	0	0
ASV0048	0	0	0	0	4146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0
ASV0049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	505	0	0	0	850	0	0	0	0	583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	309	327	0	0	0	0	0	0	0	0	0	0	0	0	470	590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV0050	0	0	0	0	0	0	130	0	0	0	0	0	0	0	0	0	0	0	365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	101	0	49	0	0	0	118	0	0	0	84	0	0	0	0	0	0	231	0	0	0	286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	277	0	113	75	0	0	0	0	0	0	0	0	0	79	97	0	0	0	0	108	79	0	0	0	0	0	0	150	0	0	161	0	0	0	0	182	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	224	365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	150	136	0	0	0	0	181	0	0	0	223	0	0	0	0	238	0	0
ASV0051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	4078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV0052	0	0	0	0	125	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0	175	301	0	0	91	49	0	179	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	108	0	0	46	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	424	643	0	0	92	37	0	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	216	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	272	0	0	160	508	0	202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	275	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0
ASV0053	0	0	137	0	250	0	31	56	0	0	0	0	0	0	0	95	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	0	0	0	0	0	0	0	88	0	0	0	227	0	0	0	0	0	113	0	0	0	114	0	49	0	0	0	0	225	0	74	0	0	0	0	0	0	0	0	0	0	0	39	0	154	25	0	0	0	0	24	0	0	0	0	0	0	0	227	0	0	153	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	315	73	0	89	988	293	34	0	0	0	0	0	0	0	0	10	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	41	0	0	0	0	0	0	0	0	0	0	0	25	0	0
ASV0054	0	27	213	0	0	0	0	0	0	0	0	0	0	0	42	15	0	0	0	0	0	0	0	247	0	0	0	10	0	0	0	12	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	83	0	814	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	399	0	0	0	0	0	0	0	0	0	0	314	0	0	0	0	0	0	0	0	0	0	0	0	120	12	19	0	0	0	6	0	188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	53	0	163	0	0	22	0	0	0	0	0	0	0	143	0	0	28	0	0	0	0	0	111	0	0	0	0	0	0	0	0	349	129	0	0	0	0	0	532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50
