ASV	ERR12050113	ERR12050114	ERR12050115	ERR12050116	ERR12050119	ERR12050128	ERR12050131	ERR12050137	ERR12050138	ERR12050140	ERR12050143	ERR12050146	ERR12050147	ERR12050150	ERR12050152	ERR12050153	ERR12050154	ERR12050158	ERR12050161	ERR12050164	ERR12050166	ERR12050179	ERR12050181	ERR12050184	ERR12050186	ERR12050194	ERR12050196	ERR12050197	ERR12050198	ERR12050199	ERR12050200	ERR12050201	ERR12050208	ERR12050211	ERR12050213	ERR12050216	ERR12050218	ERR12050220	ERR12050112	ERR12050120	ERR12050121	ERR12050122	ERR12050125	ERR12050126	ERR12050129	ERR12050132	ERR12050136	ERR12050142	ERR12050144	ERR12050145	ERR12050148	ERR12050155	ERR12050159	ERR12050162	ERR12050167	ERR12050168	ERR12050169	ERR12050170	ERR12050171	ERR12050175	ERR12050176	ERR12050177	ERR12050180	ERR12050183	ERR12050189	ERR12050193	ERR12050204	ERR12050205	ERR12050207	ERR12050210	ERR12050212	ERR12050222	ERR12050117	ERR12050118	ERR12050123	ERR12050124	ERR12050127	ERR12050130	ERR12050133	ERR12050134	ERR12050135	ERR12050139	ERR12050141	ERR12050149	ERR12050151	ERR12050156	ERR12050157	ERR12050160	ERR12050163	ERR12050165	ERR12050172	ERR12050173	ERR12050174	ERR12050178	ERR12050182	ERR12050185	ERR12050187	ERR12050188	ERR12050190	ERR12050191	ERR12050192	ERR12050195	ERR12050202	ERR12050203	ERR12050206	ERR12050209	ERR12050214	ERR12050215	ERR12050217	ERR12050219	ERR12050221
ASV0041	0	66	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	1348	24	0	0	0	6	0	0	0	0	5	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	94	0	0	0	0	24	0	0	427	0	4	0	0	0	7	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	35	10	0	0	0	0	6	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0
ASV0042	9	0	0	79	0	0	0	0	0	0	0	0	8	0	39	14	0	14	0	61	281	0	0	0	0	0	0	0	8	0	0	0	0	0	73	0	0	0	17	0	0	0	68	0	0	0	27	0	61	74	0	0	0	0	126	0	0	11	0	0	0	36	55	58	0	0	12	0	0	98	0	0	183	0	0	0	228	0	9	0	0	0	0	15	40	25	0	0	11	91	2	165	38	0	0	16	21	0	0	0	0	13	0	9	0	0	102	0	12	0	0
ASV0043	35	0	0	51	0	79	0	0	0	66	0	0	0	190	1	0	6	0	0	8	0	0	0	0	2	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	4	18	0	0	175	198	34	0	0	3	214	0	2	0	3	0	47	0	0	5	0	5	13	0	0	19	0	0	29	0	0	0	0	0	0	0	11	11	0	0	56	40	0	0	12	0	0	1	0	1	0	0	547	0	0	0	0	1	0	118	0	0	20	50	0	0	0
ASV0044	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	462	2	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0
ASV0045	164	0	0	2	0	20	19	53	4	77	0	0	1	32	0	0	0	8	36	123	0	21	124	12	0	0	0	0	0	0	0	0	0	0	148	0	0	0	110	0	0	0	0	0	0	0	605	0	0	149	0	0	0	0	0	0	6	0	0	2	15	0	0	0	35	1	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	16	13	27	0	24	0	0	25	22	0	115	20	4	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0
ASV0046	16	0	0	0	0	0	24	1	0	69	118	97	35	65	0	0	0	0	0	34	0	0	0	22	5	46	0	0	18	7	0	0	0	0	19	0	13	0	8	0	1	0	206	0	0	0	0	21	0	0	0	0	2	0	0	38	7	17	0	0	17	28	0	0	59	0	0	0	0	0	99	0	0	0	0	40	0	0	0	0	79	49	12	0	89	0	0	0	36	23	0	0	0	0	0	0	0	2	310	0	0	25	146	0	0	32	27	0	0	0	0
ASV0047	0	0	0	340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	274	1	0	0	0	0	0	0	0	0	0	0	0	0	0	101	17	0	0	0	0	0	0	0	0	0	0	0	0	0	670	0	0	377	2	0	0	0	21	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV0048	0	0	0	0	1676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV0049	21	0	0	0	43	0	0	0	22	0	110	5	0	32	0	0	0	0	0	0	0	0	0	19	0	46	0	0	0	6	0	0	0	0	54	0	89	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	65	10	0	0	0	5	0	0	24	0	34	0	0	0	0	0	0	0	76	0	0	42	0	0	0	6	0	0	0	39	0	0	0	0	0	1	0	14	0	118	0	74	0	0	0	0	8	58	0	548	0	0	0	0	0	0
ASV0050	12	0	265	18	0	0	0	0	0	0	146	0	0	0	0	0	0	0	0	24	98	0	0	0	0	0	0	0	0	0	0	0	0	234	0	0	0	87	0	0	0	1	0	0	0	0	57	0	0	0	0	0	0	0	12	0	15	5	28	0	8	62	0	0	0	0	0	0	0	0	101	0	29	39	0	93	12	28	0	0	0	0	0	0	55	0	0	0	0	0	0	0	13	0	60	0	20	96	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV0051	0	0	0	0	0	0	0	0	0	25	0	0	0	0	129	91	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	100	0	0	0	0	0	0	0	25	0	0	2	1	33	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	8	4	43	34	0	0	1	406	424	0	5	0	0	0	0	0	0	0	0	97	0	27	27	0	0	0	0	0	0	0	0	9	0
ASV0052	0	0	0	0	0	0	0	0	2	71	0	0	3	12	0	0	69	4	0	0	20	0	0	0	9	51	0	0	77	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	236	0	0	0	0	0	43	0	0	6	0	10	0	0	0	2	0	0	0	0	1	35	0	0	0	24	0	0	0	145	0	0	0	0	79	26	0	19	0	154	57	22	0	38	11	0	0	0	0	0	55	0	0	0	30	30	3	0	116	0	16	0	0	0	0	0
ASV0053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV0054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0	0	0	0
ASV0055	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	873	0	4	194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV0056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	46	0	0	21	0	0	0	0	0	0	0	0	26	0	47	0	0	78	0	0	0	50	0	17	0	0	0	319	0	2	0	23	37	0	46	0	0	1	30	22	142	164	0	0	0	0	0	0	0	0	44	115	0	0	0	0	44	0	0	0	9	0	0	0	0	0	25	21	1	0	0	3	41	0	0	0	0	0	0	0	0	23	0	42	0	0	45	0	0
ASV0057	0	0	0	0	0	0	0	0	0	0	0	0	0	204	0	0	0	0	0	0	0	14	0	0	260	0	0	0	0	0	0	159	0	72	34	0	54	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	16	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	433	24	0	0	0	32	0	0	0	0	0	0	0	0	79	0	0	0	0	0	17	0	0	0	0	0	0
ASV0058	0	0	0	0	0	0	0	0	3	0	0	10	0	0	0	0	0	8	0	0	457	0	61	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	71	0	0	0	0	0	0	0	333	21	0	0	0	22	0	84	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	28	0	55	0	0	0	0	0	0	0	0	131	0	0	0	0	3	0	0	17	0	0	24	24	0	0	0	0	0	0	5	0	0	0
ASV0059	0	34	0	0	129	0	0	0	15	0	0	0	0	0	11	0	0	9	0	0	0	0	35	0	4	178	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	17	59	0	0	0	17	15	17	5	9	11	0	69	27	0	21	0	0	0	0	16	0	0	0	0	0	83	0	0	0	0	0	0	0	34	18	0	0	0	0	0	0	0	13	0	17	0	0	0	0	0	9	0	0	469	0	0	0	0	0	0
ASV0060	120	0	0	0	0	0	0	40	0	31	0	0	0	0	0	0	0	0	0	16	262	0	0	0	0	0	0	0	8	0	0	0	0	0	35	0	0	0	122	2	0	0	0	0	0	0	115	0	0	0	0	0	0	0	374	19	0	0	6	0	0	0	0	0	0	11	0	0	0	0	30	0	0	0	0	0	0	0	16	0	0	0	0	0	0	46	0	58	0	8	0	0	0	0	0	0	0	0	0	0	0	6	0	33	0	18	0	0	0	0	0
ASV0061	79	0	0	0	0	0	554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	541	0	0	0	0	0	0	0
ASV0062	103	0	0	0	0	0	43	0	0	114	64	0	0	0	136	54	0	21	0	0	0	0	0	0	0	18	0	0	0	7	0	0	0	0	0	0	0	0	123	0	0	0	0	31	0	0	36	16	0	0	0	0	0	0	0	0	30	22	15	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	44	0	0	0	9	0	0	0	50	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	221	24	42	0	0	0	0	0
ASV0063	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	7	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	397	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV0064	0	0	0	0	0	0	0	0	0	0	503	0	0	0	0	1	0	0	0	0	0	0	0	0	0	122	0	0	0	0	190	0	0	0	0	0	0	298	0	0	0	0	0	0	0	0	0	162	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV0065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	406	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV0066	168	0	0	89	0	0	0	74	0	28	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	212	0	0	0	0	0	0	0	404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	13	13	0	0	0	0	0	0	0	19	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0
ASV0067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	21	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	955	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0
ASV0068	0	0	0	0	0	0	0	0	2	31	25	108	0	12	0	0	0	35	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	71	0	51	0	0	0	13	0	0	0	7	0	0	9	45	9	0	0	0	0	0	0	0	55	7	0	0	0	0	20	0	0	52	89	0	0	1	0	14	135	25	0	0	52	0	0	0	28	0	0	0	0	0	0	0	21	0	18	0	0	0	215	0	0	0	21	0	0	0	0
ASV0069	4	0	0	0	0	0	0	0	0	0	0	22	19	0	0	0	0	0	0	0	483	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	180	0	0	0	0	2	0	0	0	0	0	21	0	175	0	0	0	0	0	0	0	0	0	46	0	0	0	0	17	0	0	10	0	0	16	0	0	67	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	63	0	0	0
ASV0070	0	0	0	0	0	0	23	1	88	0	0	0	0	0	0	0	0	0	0	0	16	0	19	37	0	52	0	0	0	4	0	0	0	0	3	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	31	0	0	28	13	0	31	0	0	134	0	0	0	0	0	0	0	0	2	0	0	0	0	92	24	0	0	502	2	0	0	0	0	0	0	0	0	0	0	1	0	24	0	0	0	0	0	9	0	0	0	0	16	0	0	0	0
ASV0071	1	0	0	9	7	0	0	0	38	0	0	2	0	100	43	24	0	16	54	0	0	0	2	0	0	87	0	0	0	3	0	0	0	0	0	0	54	6	5	0	0	0	0	0	0	0	0	63	0	0	11	11	13	0	0	71	3	0	0	0	17	0	0	117	0	39	0	0	67	0	41	0	15	0	0	0	0	0	0	37	15	31	0	0	0	0	0	0	0	6	0	4	2	0	0	0	14	0	0	0	0	7	0	0	116	0	0	0	0	0	0
ASV0072	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV0073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	37	548	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	319	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	26	68	0	0	0	0	0	0	0	0	0	0	0	0	18	33	0	0	0	16	0	0	0
ASV0074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	775	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	220	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV0075	1062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV0076	0	92	0	2	0	0	0	0	3	0	0	0	0	66	16	102	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	55	1	0	0	19	0	13	0	1	20	20	0	0	23	81	0	0	0	0	0	13	0	16	0	0	0	0	32	0	0	91	92	0	0	0	0	0	0	75	0	59	0	0	0	0	36	0	0	0	0	0	0	29	0	0	16	0	0	0	8	0	0	14	14	9	0	0	0	0	0	0	35	0	0
ASV0077	8	0	0	0	0	0	0	0	0	169	22	0	6	0	155	176	0	0	0	5	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	25	0	34	0	0	0	0	0	0	0	0	6	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0	20	67	0	0	0	0	0	9	12	0	0	0	1	0	0	0	0	0	90	3	0	0	0	0	0	0
ASV0078	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV0079	19	0	0	0	0	0	0	0	0	593	0	22	4	0	0	0	0	0	0	0	0	28	31	0	5	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	2	0	0	0	0	0	0	37	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	172	0	24	0	0	0	21	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV0080	17	51	0	0	0	0	0	142	0	19	0	73	0	0	0	0	0	0	0	64	0	77	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	90	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7	0	0	0	0	15	0	35	132	57	152	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV0081	0	0	0	1	0	0	0	107	3	0	0	0	0	0	0	0	0	0	0	70	53	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	14	0	0	0	0	89	10	0	0	0	0	0	142	37	32	18	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	6	179	0	0	0	0	0	0	0	95	0	0	0	0	0	0	17	0	0	0	29	1	0
ASV0082	24	0	0	70	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	119	0	0	83	0	0	7	0	0	0	5	0	130	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	2	0	0	0	0	0	115	0	0	20	0	1	0	0	41	0	1	0	0	0	0	0	0	16	0	11	17	0	0	0	0	0	15	0	0	0	0	0	0	0	0	97	123	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV0083	167	0	0	0	0	0	0	96	0	18	0	21	5	0	15	0	0	0	0	4	0	0	0	0	1	0	0	0	0	3	5	0	0	0	0	0	0	345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	60	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	14	0	0	0	0	5	0	0	0	0	0	0	33	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV0084	0	0	51	0	0	0	0	0	0	0	0	4	16	0	0	0	0	3	0	0	88	0	8	0	0	0	0	0	0	0	23	0	0	44	0	0	0	95	0	0	0	0	0	71	0	0	12	0	0	26	0	0	0	0	88	0	0	11	0	15	32	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	232	0	0	0	30	0	0	0	22	0	0	0	0	5	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV0085	0	0	0	0	0	0	0	0	73	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	2	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	12	0	0	7	8	0	0	0	0	33	0	0	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	467	0	0	0	0	0	0
ASV0086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	175	0	0	434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV0087	0	0	0	0	0	0	3	0	0	8	0	0	0	0	0	0	0	0	0	0	2	0	61	0	0	13	0	0	14	0	0	0	0	0	57	0	270	0	0	0	0	0	0	0	0	0	0	0	85	195	0	0	0	0	23	0	21	0	5	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
ASV0088	0	0	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	167	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	552	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV0089	0	0	0	0	0	0	0	0	0	24	14	0	0	0	0	0	0	0	0	45	12	0	0	0	0	29	0	0	0	3	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	12	75	32	0	0	0	7	0	0	0	0	0	17	0	0	0	0	0	0	31	0	0	0	0	0	0	0	178	0	0	14	0	0	0	53	30	0	30	0	0	102	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0
ASV0090	0	0	0	220	0	0	0	0	0	0	0	7	38	0	0	0	45	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	469	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	1	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV0091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	411	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	73	55	0	0	0	0	49	0	0	24	0	0	0	0	0	0	0	0	0	8	8	0	0	0	123	0	14	0	0	0	0
ASV0092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	137	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	282	0	0	0	127	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0
ASV0093	106	0	0	0	1	0	0	0	0	2	0	0	0	36	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	38	2	0	0	0	0	0	0	0	0	0	0	0	0	0	85	16	1	28	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	52	0	52	30	0	0	66	0	0	0	0	0	0	0	0	34	0	46	0	0	0	0	0
ASV0094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	212	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV0095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	827	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV0096	0	0	17	34	1	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	227	29	0	0	15	0	5	41	0	0	18	0	0	0	17	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	35	0	0	0	0	5	0	0	0	7	0	0	0	0	0	0	0	5	12	0	30	50	14	0	0	0	0	0	11	0	0	0	0	81	0
ASV0097	84	11	0	7	5	0	0	4	0	0	9	0	7	17	0	0	5	0	0	32	176	14	0	0	0	0	2	0	0	0	0	2	0	0	8	0	0	21	0	0	6	2	0	11	18	0	6	0	9	0	10	12	0	5	41	0	0	0	0	12	0	19	11	0	5	0	0	0	8	0	11	0	20	0	4	3	14	9	0	10	12	0	0	10	22	11	0	2	13	16	0	22	5	15	0	0	0	9	6	0	0	0	0	5	0	0	0	0	9	0	0
